"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.406849","0.114803","0.170286","0.177745","0.172530","0.226524","0.160598",
"4000000.000000","0.815025","0.230834","0.342189","0.356400","0.346745","0.453111","0.321529",
"6000000.000000","1.231328","0.349708","0.513066","0.535643","0.521755","0.678932","0.481530",
"8000000.000000","1.652517","0.470092","0.684345","0.714276","0.696111","0.904049","0.641878",
"10000000.000000","2.077472","0.592451","0.856020","0.893496","0.866666","1.129250","0.802317",
"12000000.000000","2.507902","0.714849","1.027547","1.073585","1.037089","1.354576","0.963379",
"14000000.000000","2.941933","0.839641","1.200008","1.252949","1.210226","1.580053","1.125496",
"16000000.000000","3.396718","0.965015","1.373003","1.433293","1.381952","1.805999","1.287019",
"18000000.000000","3.844323","1.090823","1.546795","1.614329","1.556123","2.031662","1.448715",
"20000000.000000","4.299720","1.216819","1.720863","1.794429","1.729914","2.256949","1.610776",
"22000000.000000","4.750909","1.344103","1.895013","1.974812","1.903069","2.486894","1.773730",
"24000000.000000","5.211898","1.472281","2.070119","2.156591","2.071724","2.719621","1.937203",
"26000000.000000","5.682553","1.601698","2.245843","2.338297","2.243384","2.939933","2.100504",
"28000000.000000","6.161888","1.731662","2.422282","2.518254","2.418626","3.167470","2.265567",
"30000000.000000","6.649871","1.862397","2.598743","2.695685","2.594305","3.395840","2.430331",
"32000000.000000","7.143840","1.993703","2.775402","2.872207","2.771616","3.623737","2.594856",
"34000000.000000","7.642935","2.126330","2.953526","3.053865","2.949064","3.852405","2.760018",
"36000000.000000","8.147804","2.260184","3.130753","3.237918","3.126581","4.080121","2.926868",
"38000000.000000","8.658004","2.395557","3.309918","3.422162","3.305043","4.306816","3.092036",
"40000000.000000","9.174125","2.531603","3.489591","3.606131","3.484145","4.533661","3.261606",
"42000000.000000","9.696036","2.668513","3.668170","3.791460","3.662517","4.759974","3.422851",
"44000000.000000","10.229640","2.806271","3.849116","3.975938","3.842536","4.983985","3.588998",
"46000000.000000","10.766363","2.944634","4.029948","4.161489","4.022892","5.211334","3.758367",
"48000000.000000","11.307155","3.084447","4.210961","4.353819","4.203647","5.438807","3.925525",
"50000000.000000","11.856213","3.224838","4.393150","4.536078","4.385060","5.667081","4.095503",
"52000000.000000","12.411372","3.367097","4.575538","4.721861","4.568384","5.895568","4.267086",
"54000000.000000","12.972225","3.510465","4.758887","4.908839","4.753084","6.124318","4.438807",
"56000000.000000","13.539994","3.655890","4.943306","5.096472","4.935384","6.353291","4.611557",
"58000000.000000","14.122975","3.801441","5.128066","5.283175","5.118504","6.585503","4.785575",
"60000000.000000","14.702222","3.948630","5.313793","5.469978","5.304664","6.810188","4.959382",
"62000000.000000","15.286791","4.097410","5.500008","5.661202","5.494084","7.042413","5.134029",
"64000000.000000","15.874806","4.247749","5.687491","5.852406","5.680615","7.283250","5.309983",
"66000000.000000","16.475880","4.399247","5.875942","6.038151","5.866964","7.517510","5.485437",
"68000000.000000","17.087131","4.552766","6.066303","6.227423","6.054400","7.752703","5.661518",
"70000000.000000","17.700284","4.708229","6.257465","6.418991","6.241554","7.995024","5.833850",
"72000000.000000","18.320811","4.866294","6.448225","6.611697","6.431769","8.222327","6.014620",
"74000000.000000","18.962685","5.025515","6.640994","6.803226","6.621401","8.453466","6.194522",
"76000000.000000","19.602814","5.187234","6.833626","6.993500","6.811344","8.684904","6.368585",
"78000000.000000","20.257186","5.350949","7.026749","7.183413","7.002178","8.915991","6.548785",
"80000000.000000","20.911157","5.516907","7.220843","7.381973","7.194547","9.146808","6.728776",
"82000000.000000","21.569627","5.684712","7.416721","7.578917","7.389600","9.378211","6.911254",
"84000000.000000","22.232672","5.854330","7.612482","7.776882","7.585232","9.609659","7.094013",
"86000000.000000","22.911389","6.026711","7.809668","7.975976","7.782028","9.841319","7.276955",
"88000000.000000","23.594524","6.201521","8.009040","8.178919","7.981393","10.077775","7.460513",
"90000000.000000","24.272473","6.378276","8.209414","8.383048","8.180658","10.313993","7.638235",
"92000000.000000","24.953740","6.557352","8.411343","8.586195","8.381408","10.552661","7.821043",
"94000000.000000","25.640278","6.739749","8.614214","8.784046","8.580688","10.791060","8.008316",
"96000000.000000","26.338416","6.924691","8.818007","8.986972","8.781768","11.029368","8.194008",
"98000000.000000","27.042635","7.112765","9.022567","9.192577","8.985268","11.268304","8.380981",
"100000000.000000","27.764153","7.303249","9.228755","9.399827","9.190144","11.506377","8.570753",
"102000000.000000","28.489785","7.497891","9.437054","9.615709","9.395117","11.745153","8.764545",
"104000000.000000","29.221963","7.695976","9.648259","9.834128","9.600511","11.985412","8.956301",
"106000000.000000","29.959185","7.895858","9.862073","10.045927","9.807718","12.225824","9.148611",
"108000000.000000","30.703929","8.099237","10.075867","10.259644","10.018185","12.465792","9.342774",
"110000000.000000","31.459342","8.305807","10.290991","10.474455","10.229913","12.705841","9.537699",
"112000000.000000","32.220278","8.515606","10.507981","10.690480","10.442540","12.946031","9.733850",
"114000000.000000","32.990239","8.729246","10.728014","10.909745","10.656233","13.187111","9.929816",
"116000000.000000","33.762312","8.945965","10.948799","11.131069","10.873269","13.431997","10.127456",
"118000000.000000","34.541829","9.167132","11.172349","11.352098","11.092140","13.674874","10.326385",
"120000000.000000","35.327087","9.391869","11.397639","11.575513","11.313728","13.918996","10.526997",
"122000000.000000","36.117648","9.623915","11.624697","11.801300","11.534774","14.167181","10.730811",
"124000000.000000","36.917627","9.856199","11.854558","12.029405","11.756575","14.408683","10.936905",
"126000000.000000","37.726258","10.094687","12.086556","12.259824","11.982554","14.650834","11.144517",
"128000000.000000","38.541582","10.338049","12.319037","12.491970","12.210143","14.894288","11.353240",
"130000000.000000","39.365060","10.584909","12.552276","12.726655","12.439974","15.138618","11.564085",
"132000000.000000","40.195338","10.835484","12.788229","12.964437","12.680367","15.381874","11.777973",
"134000000.000000","41.037824","11.087980","13.027614","13.204237","12.907853","15.624436","11.992289",
"136000000.000000","41.866513","11.346150","19.805150","13.446146","13.143269","15.871365","18.701124",
"138000000.000000","42.731245","11.609415","19.998258","13.692090","13.383490","16.111006","18.875766",
"140000000.000000","43.602624","11.876704","20.192188","13.941190","13.634201","16.356650","19.054052",
"142000000.000000","44.473889","12.149762","20.386531","14.194065","13.881279","16.601916","19.235212",
"144000000.000000","45.353681","12.427798","20.581458","14.447835","14.132755","16.846896","19.416593",
"146000000.000000","46.240121","12.707611","20.776576","14.703861","14.389403","17.091369","19.598985",
"148000000.000000","47.137100","12.992135","20.972782","14.963261","14.645682","17.335225","19.782594",
"150000000.000000","48.042142","13.280789","21.169959","15.226373","14.908845","17.579725","19.966469",
"152000000.000000","48.953561","13.576300","21.361735","15.493442","15.176216","17.815644","20.149283",
"154000000.000000","49.869239","13.876292","21.552845","15.759370","15.445525","18.059395","20.333077",
"156000000.000000","50.792293","14.181352","21.750751","16.026248","15.721757","18.305714","20.516373",
"158000000.000000","51.720432","14.490207","21.951288","16.304377","15.995083","18.551730","20.700509",
"160000000.000000","52.656338","14.809184","22.152293","16.592126","16.273826","18.799164","20.885186",
"162000000.000000","53.599061","15.129262","22.357189","16.877017","16.556301","19.046723","21.069371",
"164000000.000000","54.549194","15.454189","22.559873","17.167756","16.843470","19.295234","21.254389",
"166000000.000000","55.505133","15.782994","22.762159","17.465525","17.136932","19.547951","21.439705",
"168000000.000000","56.454717","16.119011","22.968712","17.768535","17.436370","19.797757","21.625683",
"170000000.000000","57.433354","16.458134","23.172410","18.077235","17.740617","20.050412","21.812239",
