"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.405759","0.113145","0.170431","0.176430","0.170823","0.225813","0.160650",
"4000000.000000","0.818394","0.229043","0.341009","0.350005","0.341480","0.452010","0.320807",
"6000000.000000","1.235660","0.346498","0.511867","0.526435","0.513013","0.678108","0.482169",
"8000000.000000","1.658537","0.465614","0.683088","0.702897","0.684583","0.904531","0.642933",
"10000000.000000","2.086399","0.586857","0.854875","0.880536","0.856219","1.130383","0.804318",
"12000000.000000","2.532464","0.709976","1.027037","1.058928","1.028992","1.356558","0.965106",
"14000000.000000","2.974188","0.834309","1.200003","1.236439","1.201413","1.582999","1.126417",
"16000000.000000","3.431116","0.959254","1.374066","1.412727","1.374056","1.808755","1.289311",
"18000000.000000","3.879615","1.084705","1.547779","1.585364","1.546627","2.034804","1.452549",
"20000000.000000","4.334479","1.211715","1.721701","1.761917","1.719689","2.260925","1.619158",
"22000000.000000","4.794449","1.338949","1.895394","1.938661","1.893701","2.487807","1.785304",
"24000000.000000","5.257461","1.467697","2.070418","2.111623","2.068352","2.715059","1.952502",
"26000000.000000","5.727583","1.596716","2.246277","2.288476","2.242504","2.941707","2.119447",
"28000000.000000","6.204750","1.726557","2.422284","2.469652","2.418650","3.167592","2.285221",
"30000000.000000","6.690231","1.857336","2.598943","2.650903","2.593930","3.395132","2.450383",
"32000000.000000","7.180893","1.989029","2.775443","2.831643","2.769398","3.621653","2.616236",
"34000000.000000","7.679684","2.121359","2.952293","3.013543","2.945219","3.848464","2.781713",
"36000000.000000","8.183201","2.254902","3.128865","3.195045","3.121486","4.075388","2.947906",
"38000000.000000","8.692903","2.389248","3.306212","3.377573","3.299625","4.302962","3.114946",
"40000000.000000","9.209402","2.524890","3.483949","3.559877","3.472307","4.530088","3.282979",
"42000000.000000","9.733434","2.660354","3.661576","3.742316","3.648634","4.758141","3.450903",
"44000000.000000","10.274360","2.797357","3.842362","3.926242","3.831879","4.987008","3.620108",
"46000000.000000","10.813416","2.935137","4.020851","4.110538","4.013453","5.215659","3.789890",
"48000000.000000","11.356632","3.074279","4.197475","4.297999","4.193853","5.444401","3.960557",
"50000000.000000","11.907640","3.214599","4.384517","4.486929","4.375041","5.673456","4.131029",
"52000000.000000","12.460121","3.356018","4.560940","4.672908","4.556716","5.902809","4.301000",
"54000000.000000","13.020879","3.499041","4.745068","4.860139","4.740048","6.132283","4.472370",
"56000000.000000","13.590402","3.642570","4.928908","5.048014","4.922569","6.361763","4.644241",
"58000000.000000","14.171515","3.785302","5.113577","5.237232","5.106401","6.592606","4.817331",
"60000000.000000","14.752448","3.931791","5.298480","5.427510","5.291631","6.823483","4.991977",
"62000000.000000","15.339378","4.080266","5.483848","5.619747","5.477958","7.054596","5.166660",
"64000000.000000","15.931912","4.230308","5.670918","5.811851","5.664499","7.285282","5.342390",
"66000000.000000","16.518578","4.381582","5.857811","6.004601","5.852638","7.517806","5.518157",
"68000000.000000","17.108875","4.534614","6.045598","6.198299","6.041196","7.749274","5.695243",
