"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.408262","0.114600","0.171977","0.177834","0.166050","0.227437","0.160698",
"4000000.000000","0.820572","0.230439","0.344696","0.357140","0.333942","0.453036","0.321052",
"6000000.000000","1.239048","0.349598","0.517255","0.536805","0.508420","0.678064","0.481889",
"8000000.000000","1.662954","0.469662","0.690575","0.715983","0.681510","0.903347","0.643178",
"10000000.000000","2.092901","0.591700","0.864532","0.895221","0.854128","1.127738","0.804493",
"12000000.000000","2.528577","0.715902","1.038762","1.075244","1.026584","1.352960","0.966590",
"14000000.000000","2.967127","0.840904","1.213281","1.255712","1.201816","1.578095","1.128721",
"16000000.000000","3.412963","0.966851","1.387516","1.435568","1.375797","1.805230","1.290902",
"18000000.000000","3.862042","1.094294","1.562481","1.615990","1.551052","2.035699","1.452082",
"20000000.000000","4.318163","1.221329","1.735681","1.797298","1.729905","2.267054","1.614348",
"22000000.000000","4.778253","1.349689","1.909453","1.979024","1.907030","2.498240","1.776935",
"24000000.000000","5.243887","1.478762","2.085867","2.161255","2.083176","2.729430","1.940207",
"26000000.000000","5.707500","1.608397","2.263071","2.347018","2.259842","2.960556","2.104178",
"28000000.000000","6.185195","1.739451","2.440009","2.534401","2.438040","3.191507","2.267488",
"30000000.000000","6.667170","1.870869","2.618387","2.716045","2.615606","3.418821","2.431874",
"32000000.000000","7.168518","2.002825","2.796983","2.897710","2.792973","3.642047","2.594167",
"34000000.000000","7.669279","2.136304","2.975410","3.082928","2.972919","3.872314","2.760893",
"36000000.000000","8.173267","2.270132","3.154317","3.260368","3.157426","4.103809","2.926682",
"38000000.000000","8.680070","2.404929","3.332022","3.442092","3.336772","4.333727","3.093748",
"40000000.000000","9.193913","2.539984","3.511624","3.626288","3.515691","4.564633","3.260251",
"42000000.000000","9.711458","2.676623","3.690540","3.810027","3.697129","4.794590","3.427618",
"44000000.000000","10.235107","2.813955","3.869246","3.993605","3.877755","5.026956","3.596879",
"46000000.000000","10.765172","2.952152","4.047523","4.181668","4.057369","5.256795","3.765517",
"48000000.000000","11.304619","3.090555","4.226025","4.367963","4.238999","5.487609","3.935314",
"50000000.000000","11.856888","3.231073","4.407707","4.553789","4.421795","5.717659","4.105198",
"52000000.000000","12.414128","3.372872","4.590448","4.740212","4.604822","5.947778","4.275922",
"54000000.000000","12.977791","3.516296","4.773020","4.926619","4.788293","6.177147","4.447393",
"56000000.000000","13.544658","3.660379","4.956304","5.114918","4.971397","6.406767","4.619221",
"58000000.000000","14.119303","3.805036","5.139661","5.303877","5.155132","6.636451","4.791649",
"60000000.000000","14.699670","3.952050","5.323149","5.493457","5.338996","6.866549","4.965578",
"62000000.000000","15.289827","4.100759","5.505029","5.683384","5.525075","7.088170","5.140229",
"64000000.000000","15.888144","4.251265","5.690783","5.873304","5.711320","7.311724","5.315412",
"66000000.000000","16.488922","4.402881","5.878537","6.064097","5.897538","7.542325","5.491077",
"68000000.000000","17.092556","4.555943","6.066411","6.255400","6.093397","7.773076","5.666727",
"70000000.000000","17.700378","4.711480","6.254909","6.448755","6.285431","8.004446","5.844114",
"72000000.000000","18.326256","4.868823","6.444848","6.642449","6.478476","8.236420","6.020623",
"74000000.000000","18.952885","5.029426","6.634848","6.836788","6.672228","8.467663","6.199112",
"76000000.000000","19.585639","5.190220","6.826142","7.033900","6.865472","8.699673","6.376113",
"78000000.000000","20.226967","5.352576","7.018296","7.229833","7.059828","8.932270","6.553565",
"80000000.000000","20.876759","5.517785","7.211494","7.430408","7.254161","9.164750","6.731922",
"82000000.000000","21.532914","5.685185","7.405954","7.629409","7.449698","9.397559","6.912344",
"84000000.000000","22.186819","5.854727","7.601791","7.828708","7.647225","9.631037","7.092831",
"86000000.000000","22.856982","6.026424","7.798566","8.028310","7.847748","9.863621","7.274858",
"88000000.000000","23.544763","6.200356","7.996217","8.228997","8.046035","10.096945","7.456763",
"90000000.000000","24.233588","6.376920","8.200623","8.431099","8.247435","10.329837","7.638906",
"92000000.000000","24.920861","6.555848","8.397540","8.633343","8.447586","10.564034","7.821967",
"94000000.000000","25.620126","6.737392","8.601780","8.838320","8.649140","10.798084","8.006008",
"96000000.000000","26.324472","6.922847","8.810528","9.045672","8.854005","11.031293","8.191776",
"98000000.000000","27.034859","7.108424","9.018918","9.253629","9.058382","11.265224","8.377491",
"100000000.000000","27.738713","7.293424","9.228955","9.462772","9.260902","11.499981","8.564051",
"102000000.000000","28.457747","7.488984","9.436316","9.670019","9.466220","11.735118","8.749687",
"104000000.000000","29.185462","7.683845","9.645243","9.880164","9.673986","11.971117","8.938957",
"106000000.000000","29.922681","7.878399","9.855710","10.093303","9.886809","12.206742","9.129685",
"108000000.000000","30.669140","8.083124","10.068741","10.307000","10.097349","12.443001","9.321574",
"110000000.000000","31.418233","8.286145","10.285230","10.523697","10.309158","12.678626","9.515932",
"112000000.000000","32.173928","8.496616","10.494951","10.741504","10.524742","12.913561","9.710642",
"114000000.000000","32.928690","8.712512","10.713299","10.960525","10.742040","13.149370","9.906375",
"116000000.000000","33.701385","8.932996","10.935710","11.182555","10.959136","13.385850","10.103169",
"118000000.000000","34.482015","9.156302","11.160043","11.407893","11.177314","13.622247","10.300503",
"120000000.000000","35.265757","9.383386","11.386502","11.633605","11.397886","13.859732","10.496046",
"122000000.000000","36.057744","9.613662","11.614558","11.861900","11.621370","14.094386","10.697282",
"124000000.000000","36.853208","9.845987","11.842196","12.091657","11.846446","14.325494","10.900846",
"126000000.000000","37.655494","10.080421","12.072904","12.324368","12.072702","14.564217","11.107143",
"128000000.000000","38.469545","10.319877","12.305603","12.562960","12.303072","14.803853","11.315187",
"130000000.000000","39.287813","10.565751","12.541669","12.791196","12.537021","15.043800","11.525882",
"132000000.000000","40.116153","10.814997","12.786199","13.028755","12.765462","15.284061","11.738228",
"134000000.000000","40.954759","11.067444","13.027628","13.273191","12.999191","15.525168","11.954255",
"136000000.000000","41.798537","11.325532","19.925960","13.516417","13.234552","15.765827","18.669551",
"138000000.000000","42.649342","11.587124","20.121713","13.760146","13.471604","16.007388","18.849619",
"140000000.000000","43.508210","11.853723","20.314564","14.006607","13.711860","16.249398","19.030801",
"142000000.000000","44.369680","12.124816","20.510005","14.256369","13.953991","16.497707","19.211064",
"144000000.000000","45.241344","12.400063","20.706124","14.507741","14.198667","16.742130","19.391619",
