"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.642551","0.359122","0.174129","0.211910","0.357038","0.166047","0.154343",
"4000000.000000","1.466289","0.791060","0.362199","0.444377","0.822129","0.361233","0.325821",
"6000000.000000","2.480081","1.431337","0.607619","0.634357","1.335585","0.610070","0.557527",
"8000000.000000","3.192355","1.689740","0.751824","0.943483","1.767976","0.769976","0.683297",
"10000000.000000","4.630797","2.894956","1.126239","1.123156","2.600867","1.150536","1.040159",
"12000000.000000","5.282096","3.099584","1.263445","1.366835","2.842270","1.302536","1.169148",
"14000000.000000","5.982828","3.350251","1.414319","1.824199","3.197785","1.464868","1.305880",
"16000000.000000","6.733613","3.645181","1.582822","1.993497","3.807641","1.639021","1.453409",
"18000000.000000","9.125007","5.908993","2.252785","2.182999","4.999714","2.144559","2.077635",
"20000000.000000","9.758694","6.101925","2.401247","2.397693","5.207685","2.301168","2.221814",
"22000000.000000","10.424386","6.319689","2.554751","2.645100","5.448911","2.465541","2.369397",
"24000000.000000","11.118969","6.564241","2.715007","2.941389","5.741073","2.636226","2.519943",
"26000000.000000","11.844515","6.834742","2.882061","3.840901","6.097862","2.814532","2.674364",
"28000000.000000","12.599718","7.133849","3.056788","4.019763","6.528237","3.001323","2.832694",
"30000000.000000","13.387362","7.462116","3.240309","4.205852","7.049221","3.197100","2.996427",
"32000000.000000","14.208242","7.814432","3.432268","4.397523","7.815887","3.401818","3.166832",
"34000000.000000","15.058907","12.498008","4.998483","4.599236","10.149105","4.511896","4.670014",
"36000000.000000","15.940100","12.704712","5.161505","4.812008","10.355230","4.694239","4.825971",
"38000000.000000","20.308253","12.923955","5.326879","5.036954","10.572900","4.878513","4.983803",
"40000000.000000","21.025629","13.158733","5.494458","5.275431","10.804276","5.066742","5.142597",
"42000000.000000","21.761658","13.407979","5.664376","5.532281","11.052929","5.257233","5.302880",
"44000000.000000","22.518088","13.671558","5.836844","5.809051","11.321868","5.451764","5.464433",
"46000000.000000","23.293295","13.950866","6.011953","6.110367","11.616033","5.649706","5.628045",
"48000000.000000","24.086752","14.245367","6.189464","6.441912","11.941075","5.851564","5.792526",
"50000000.000000","24.900536","14.553484","6.370874","8.089177","12.299780","6.057511","5.959436",
"52000000.000000","25.731152","14.877771","6.556375","8.274862","12.695644","6.267123","6.127865",
"54000000.000000","26.581386","15.216669","6.744402","8.463028","13.129355","6.480137","6.298184",
"56000000.000000","27.450296","15.569371","6.936073","8.654332","13.601069","6.697417","6.470636",
"58000000.000000","28.338399","15.934505","7.130867","8.848539","14.116092","6.918285","6.646066",
"60000000.000000","29.245617","16.317812","7.329716","9.046154","14.685364","7.143605","6.823496",
"62000000.000000","30.173000","16.716953","7.532217","9.247444","15.349721","7.371032","7.003961",
"64000000.000000","31.117492","17.129387","7.738646","9.453027","16.254624","7.602034","7.188623",
"66000000.000000","32.079993","17.557384","7.948787","9.663302","18.504131","7.836420","7.377215",
"68000000.000000","33.061983","25.533843","11.065407","9.879579","21.382219","10.005421","10.449623",
"70000000.000000","34.062598","25.803282","11.238691","10.100545","21.596033","10.213966","10.613507",
"72000000.000000","35.080875","26.045682","11.412671","10.327134","21.814891","10.423438","10.777734",
"74000000.000000","36.117601","26.297348","11.588013","10.559684","22.039747","10.634759","10.942758",
"76000000.000000","45.696052","26.557019","11.764721","10.796517","22.269813","10.846796","11.108262",
"78000000.000000","46.516701","26.824689","11.941455","11.040691","22.506693","11.059341","11.273987",
"80000000.000000","47.346458","27.100107","12.120039","11.292547","22.751920","11.272744","11.440256",
"82000000.000000","48.186817","27.383428","12.299549","11.553024","23.008497","11.487797","11.608111",
"84000000.000000","49.036436","27.675152","12.479743","11.823026","23.271404","11.704910","11.776320",
"86000000.000000","49.896648","27.976532","12.661010","12.104000","23.544553","11.922820","11.945194",
"88000000.000000","50.766611","28.286545","12.843554","12.396923","23.830080","12.142545","12.114249",
"90000000.000000","51.647186","28.607734","13.026845","12.702635","24.134795","12.362907","12.284405",
"92000000.000000","52.537784","28.936919","13.211773","13.022671","24.452618","12.585268","12.455166",
"94000000.000000","53.435589","29.272306","13.397211","13.358135","24.780699","12.808862","12.626575",
"96000000.000000","54.344480","29.617422","13.583837","13.710488","25.125331","13.033585","12.798781",
"98000000.000000","55.263096","29.972006","13.771823","16.924874","25.487256","13.259193","12.971824",
"100000000.000000","56.190496","30.337525","13.961179","17.115356","25.868527","13.486402","13.145372",
"102000000.000000","57.129374","30.710923","14.152042","17.306667","26.268395","13.715963","13.319816",
"104000000.000000","58.077380","31.094015","14.343715","17.499514","26.687467","13.946075","13.495847",
"106000000.000000","59.033316","31.479460","14.536774","17.694049","27.125008","14.177668","13.672665",
"108000000.000000","60.000109","31.871565","14.730855","17.889350","27.581688","14.410863","13.849820",
"110000000.000000","60.976810","32.271079","14.926606","18.086438","28.058658","14.645245","14.028825",
"112000000.000000","61.962338","32.683490","15.124788","18.284611","28.555917","14.881257","14.208376",
"114000000.000000","62.958477","33.106382","15.325485","18.484168","29.074031","15.118292","14.388990",
"116000000.000000","63.962490","33.536539","15.528000","18.684752","29.615337","15.356952","14.570763",
"118000000.000000","64.975915","33.976121","15.732495","18.887555","30.183245","15.596920","14.753739",
