"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.640177","0.352312","0.174113","0.212376","0.347895","0.165567","0.153902",
"4000000.000000","1.457585","0.783963","0.364901","0.447724","0.814207","0.361099","0.325366",
"6000000.000000","2.467106","1.419603","0.611804","0.637174","1.276210","0.607965","0.555304",
"8000000.000000","3.177948","1.677236","0.755085","0.965184","1.708238","0.767926","0.679796",
"10000000.000000","4.607605","2.850442","1.124116","1.144023","2.476474","1.143329","1.030662",
"12000000.000000","5.257899","3.054621","1.261074","1.385212","2.712650","1.297392","1.154812",
"14000000.000000","5.956199","3.304647","1.412750","1.873086","3.062462","1.459782","1.290698",
"16000000.000000","6.705009","3.599075","1.580706","2.040495","3.674034","1.635097","1.436699",
"18000000.000000","9.077462","5.911705","2.257731","2.228601","4.910686","2.140165","2.060023",
"20000000.000000","9.710828","6.105092","2.406959","2.442756","5.119796","2.300196","2.199250",
"22000000.000000","10.376780","6.323249","2.559477","2.690989","5.363794","2.463747","2.343681",
"24000000.000000","11.073341","6.568320","2.719625","2.986056","5.658210","2.635487","2.490569",
"26000000.000000","11.799416","6.843072","2.886970","3.820854","6.014616","2.813723","2.642727",
"28000000.000000","12.555780","7.140155","3.061714","3.997785","6.444398","3.000818","2.799344",
"30000000.000000","13.344860","7.464494","3.243337","4.181045","6.964191","3.198610","2.961195",
"32000000.000000","14.164392","7.819907","3.434448","4.373466","7.731341","3.403362","3.131723",
"34000000.000000","15.016836","12.445198","5.006335","4.575492","10.113002","4.510282","4.639391",
"36000000.000000","15.899373","12.658258","5.169393","4.789825","10.320489","4.692542","4.791294",
"38000000.000000","20.178951","12.886387","5.335924","5.014801","10.542354","4.876400","4.944259",
"40000000.000000","20.893651","13.128193","5.501929","5.253667","10.777691","5.064889","5.100147",
"42000000.000000","21.628444","13.384172","5.670701","5.509652","11.029711","5.257718","5.256347",
"44000000.000000","22.384256","13.657101","5.842524","5.786411","11.301967","5.452005","5.414756",
