"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.695652","0.514706","0.985294","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.719101","0.509804","1.000000","0.990196","0.500000","0.500000",
"408.000000","0.994975","0.748538","0.505882","1.000000","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.739884","0.501639","0.908197","0.983607","0.500000","0.500000",
"1740.000000","0.998785","0.727273","0.500870","0.918261","0.991304","0.500000","0.500000",
"3738.000000","0.999426","0.726241","0.500448","0.902242","0.994619","0.500000","0.500000",
"7516.000000","0.999733","0.729605","0.500455","0.852914","0.982696","0.500000","0.500000",
"15172.000000","0.999867","0.734313","0.500230","0.811264","0.994253","0.500000","0.500000",
"30726.000000","0.999934","0.731821","0.500118","0.860644","0.997869","0.500000","0.500000",
"62232.000000","0.999967","0.732508","0.500060","0.864888","0.999459","0.500000","0.500000",
"126270.000000","0.999984","0.730906","0.500030","0.870904","0.998213","0.500000","0.500000",
"256278.000000","0.999992","0.730964","0.500015","0.854416","0.998176","0.500000","0.500000",
"520240.000000","0.999996","0.731233","0.500008","0.794930","0.993726","0.500000","0.500000",
"1056322.000000","0.999998","0.731392","0.500004","0.821016","0.993598","0.500000","0.500000",
"2144976.000000","0.999999","0.731283","0.500002","0.812326","0.995131","0.500000","0.500000",
"4355706.000000","1.000000","0.731121","0.500001","0.797737","0.995024","0.500000","0.500000",
"8844858.000000","1.000000","0.731111","0.500000","0.788526","0.990073","0.500000","0.500000",
"17961078.000000","1.000000","0.731101","0.500000","0.770699","0.991409","0.500000","0.500000",
"36473442.000000","1.000000","0.731078","0.500000","0.775952","0.991163","0.500000","0.500000",
"74066548.000000","1.000000","0.731107","0.500000","0.758236","0.987442","0.500000","0.500000",
"150406842.000000","1.000000","0.731090","0.500000","0.772469","0.987280","0.000000","0.500000",
"305431228.000000","1.000000","0.731064","0.500000","0.760452","0.984431","0.000000","0.500000",
"0.000000","0.000000","0.731058","0.500000","0.745643","0.986365","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.732432",
