"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.800000","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.744186","0.514706","0.970588","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.761905","0.509804","0.970588","0.960784","0.500000","0.500000",
"408.000000","0.994975","0.719101","0.505882","0.982353","0.982353","0.500000","0.500000",
"822.000000","0.997555","0.739884","0.501639","0.947541","0.986885","0.500000","0.500000",
"1740.000000","0.998785","0.722144","0.500870","0.949565","0.998261","0.500000","0.500000",
"3738.000000","0.999426","0.720619","0.500448","0.846637","0.998206","0.500000","0.500000",
"7516.000000","0.999733","0.732999","0.500455","0.813297","0.998179","0.500000","0.500000",
"15172.000000","0.999867","0.733393","0.500230","0.887356","0.998621","0.500000","0.500000",
"30726.000000","0.999934","0.733984","0.500118","0.885863","0.999408","0.500000","0.500000",
"62232.000000","0.999967","0.731265","0.500060","0.878531","0.998558","0.500000","0.500000",
"126270.000000","0.999984","0.729881","0.500030","0.855793","0.989825","0.500000","0.500000",
"256278.000000","0.999992","0.730426","0.500015","0.830005","0.985119","0.500000","0.500000",
"520240.000000","0.999996","0.730226","0.500008","0.811957","0.992302","0.500000","0.500000",
"1056322.000000","0.999998","0.731176","0.500004","0.796550","0.998544","0.500000","0.500000",
"2144976.000000","0.999999","0.730887","0.500002","0.819759","0.997167","0.500000","0.500000",
"4355706.000000","1.000000","0.731000","0.500001","0.817125","0.990818","0.500000","0.500000",
"8844858.000000","1.000000","0.731227","0.500000","0.778221","0.992067","0.500000","0.500000",
"17961078.000000","1.000000","0.731037","0.500000","0.799018","0.991659","0.500000","0.500000",
"36473442.000000","1.000000","0.731006","0.500000","0.765859","0.988969","0.500000","0.500000",
"74066548.000000","1.000000","0.731022","0.500000","0.734343","0.990604","0.500000","0.500000",
"150406842.000000","1.000000","0.731069","0.500000","0.772844","0.986565","0.000000","0.500000",
"305431228.000000","1.000000","0.731092","0.500000","0.754582","0.984803","0.000000","0.500000",
"0.000000","0.000000","0.731042","0.500000","0.725293","0.985685","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.717129",
