"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.888889","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.800000","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.800000","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.735632","0.509804","0.990196","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.731429","0.505882","1.000000","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.723164","0.501639","0.993443","0.967213","0.500000","0.500000",
"1740.000000","0.998785","0.728307","0.500870","0.947826","0.975652","0.500000","0.500000",
"3738.000000","0.999426","0.725726","0.500448","0.900448","0.998206","0.500000","0.500000",
"7516.000000","0.999733","0.729345","0.500455","0.861111","0.998179","0.500000","0.500000",
"15172.000000","0.999867","0.729345","0.500230","0.861609","0.997011","0.500000","0.500000",
"30726.000000","0.999934","0.731429","0.500118","0.829860","0.998816","0.500000","0.500000",
"62232.000000","0.999967","0.730287","0.500060","0.864948","0.999519","0.500000","0.500000",
"126270.000000","0.999984","0.731625","0.500030","0.819423","0.996851","0.500000","0.500000",
"256278.000000","0.999992","0.730743","0.500015","0.835644","0.997629","0.500000","0.500000",
"520240.000000","0.999996","0.730996","0.500008","0.838859","0.998995","0.500000","0.500000",
"1056322.000000","0.999998","0.730750","0.500004","0.807533","0.997763","0.500000","0.500000",
"2144976.000000","0.999999","0.731020","0.500002","0.813027","0.995566","0.500000","0.500000",
"4355706.000000","1.000000","0.731067","0.500001","0.804507","0.993525","0.500000","0.500000",
"8844858.000000","1.000000","0.731071","0.500000","0.817984","0.992274","0.500000","0.500000",
"17961078.000000","1.000000","0.730966","0.500000","0.798524","0.991148","0.500000","0.500000",
"36473442.000000","1.000000","0.730990","0.500000","0.784562","0.988735","0.500000","0.500000",
"74066548.000000","1.000000","0.730954","0.500000","0.777844","0.989787","0.500000","0.500000",
"150406842.000000","1.000000","0.731053","0.500000","0.767247","0.988784","0.000000","0.500000",
"305431228.000000","1.000000","0.731062","0.500000","0.738736","0.985091","0.000000","0.500000",
"0.000000","0.000000","0.731065","0.500000","0.715207","0.985587","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.743982",
