"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.666667","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.695652","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.688172","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.719101","0.505882","1.000000","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.707182","0.501639","0.855738","0.993443","0.500000","0.500000",
"1740.000000","0.998785","0.733524","0.500870","0.871304","1.000000","0.500000","0.500000",
"3738.000000","0.999426","0.722653","0.500448","0.849327","1.000000","0.500000","0.500000",
"7516.000000","0.999733","0.732737","0.500455","0.863843","1.000000","0.500000","0.500000",
"15172.000000","0.999867","0.736426","0.500230","0.864138","0.999310","0.500000","0.500000",
"30726.000000","0.999934","0.732999","0.500118","0.816244","0.999763","0.500000","0.500000",
"62232.000000","0.999967","0.731657","0.500060","0.883940","0.996274","0.500000","0.500000",
"126270.000000","0.999984","0.732966","0.500030","0.851130","0.998637","0.500000","0.500000",
"256278.000000","0.999992","0.731747","0.500015","0.826235","0.997735","0.500000","0.500000",
"520240.000000","0.999996","0.731547","0.500008","0.824018","0.996139","0.500000","0.500000",
"1056322.000000","0.999998","0.731300","0.500004","0.824698","0.997382","0.500000","0.500000",
"2144976.000000","0.999999","0.731112","0.500002","0.826662","0.997175","0.500000","0.500000",
"4355706.000000","1.000000","0.730966","0.500001","0.820442","0.994311","0.500000","0.500000",
"8844858.000000","1.000000","0.731077","0.500000","0.793300","0.992435","0.500000","0.500000",
"17961078.000000","1.000000","0.730992","0.500000","0.805770","0.990817","0.500000","0.500000",
"36473442.000000","1.000000","0.730993","0.500000","0.776061","0.989698","0.500000","0.500000",
"74066548.000000","1.000000","0.731047","0.500000","0.780310","0.987957","0.500000","0.500000",
"150406842.000000","1.000000","0.731047","0.500000","0.764518","0.987252","0.000000","0.500000",
"305431228.000000","1.000000","0.731042","0.500000","0.751976","0.987513","0.000000","0.500000",
"0.000000","0.000000","0.731049","0.500000","0.744749","0.985650","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.738703",
