"[count]","uHashT [GB]","cHashT [GB]","iHashT_u8h [GB]","iHashT_u8f [GB]","iHashT_u16 [GB]","dHashT [GB]","fHashT [GB]",
"12700000.000000","0.536732","1.095119","0.750015","0.750153","0.750008","1.000004","0.750004",
"12800000.000000","0.539715","1.096535","0.750015","0.750153","0.750008","1.000004","0.750004",
"12900000.000000","0.542694","1.097942","0.750015","0.750153","0.750011","1.000008","0.750004",
"13000000.000000","0.545673","1.099384","0.750019","0.750156","0.750011","1.000008","0.750008",
"13100000.000000","0.548656","1.100826","0.750019","0.750156","0.750011","1.000008","0.750008",
"13200000.000000","0.551636","1.102276","0.750019","0.750156","0.750011","1.000008","0.750008",
"13300000.000000","0.554619","1.103741","0.750019","0.750156","0.750011","1.000008","0.750008",
"13400000.000000","0.557602","1.105202","0.750019","0.750156","0.750011","1.000008","0.750008",
"13500000.000000","0.560577","1.106678","0.750019","0.750156","0.750011","1.000008","0.750008",
"13600000.000000","0.563557","1.108173","0.750019","0.750156","0.750011","1.000008","0.750008",
"13700000.000000","0.566536","1.109673","0.750019","0.750156","0.750011","1.000008","0.750008",
"13800000.000000","0.569519","1.111183","0.750019","0.750156","0.750011","1.000008","0.750008",
"13900000.000000","0.572498","1.112698","0.750019","0.750156","0.750011","1.000008","0.750008",
"14000000.000000","0.575478","1.114220","0.750019","0.750156","0.750011","1.000008","0.750008",
"14100000.000000","0.578461","1.115746","0.750019","0.750156","0.750011","1.000008","0.750008",
"14200000.000000","0.581444","1.117283","0.750019","0.750156","0.750011","1.000008","0.750008",
"14300000.000000","0.584419","1.118824","0.750019","0.750156","0.750011","1.000008","0.750008",
"14400000.000000","0.587406","1.120384","0.750019","0.750156","0.750011","1.000008","0.750008",
"14500000.000000","0.590385","1.121944","0.750019","0.750156","0.750011","1.000008","0.750008",
"14600000.000000","0.593361","1.123520","0.750019","0.750156","0.750011","1.000008","0.750008",
"14700000.000000","0.596340","1.125095","0.750019","0.750156","0.750011","1.000008","0.750008",
