"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.727273","0.514706","1.000000","0.985294","0.500000","0.500000",
"198.000000","0.989691","0.727273","0.509804","0.970588","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.735632","0.505882","0.988235","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.731429","0.501639","0.990164","0.963934","0.500000","0.500000",
"1740.000000","0.998785","0.720113","0.500870","0.859130","0.991304","0.500000","0.500000",
"3738.000000","0.999426","0.723164","0.500448","0.908520","0.991031","0.500000","0.500000",
"7516.000000","0.999733","0.734050","0.500455","0.858834","0.999089","0.500000","0.500000",
"15172.000000","0.999867","0.733130","0.500230","0.874943","0.999080","0.500000","0.500000",
"30726.000000","0.999934","0.735170","0.500118","0.813521","0.999408","0.500000","0.500000",
"62232.000000","0.999967","0.730809","0.500060","0.888448","1.000000","0.500000","0.500000",
"126270.000000","0.999984","0.731282","0.500030","0.873175","0.999637","0.500000","0.500000",
"256278.000000","0.999992","0.731012","0.500015","0.840736","0.998510","0.500000","0.500000",
"520240.000000","0.999996","0.730597","0.500008","0.814713","0.997510","0.500000","0.500000",
"1056322.000000","0.999998","0.731017","0.500004","0.834130","0.993357","0.500000","0.500000",
"2144976.000000","0.999999","0.730764","0.500002","0.809104","0.990270","0.500000","0.500000",
"4355706.000000","1.000000","0.731012","0.500001","0.792436","0.990402","0.500000","0.500000",
"8844858.000000","1.000000","0.731044","0.500000","0.810193","0.992382","0.500000","0.500000",
"17961078.000000","1.000000","0.731158","0.500000","0.784450","0.987423","0.500000","0.500000",
"36473442.000000","1.000000","0.731242","0.500000","0.767433","0.990009","0.500000","0.500000",
"74066548.000000","1.000000","0.731106","0.500000","0.774237","0.988764","0.500000","0.500000",
"150406842.000000","1.000000","0.731071","0.500000","0.757333","0.989975","0.000000","0.500000",
"305431228.000000","1.000000","0.731072","0.500000","0.748216","0.986365","0.000000","0.500000",
"0.000000","0.000000","0.731059","0.500000","0.746386","0.987074","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
