"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","1.000000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.800000","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.695652","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.727273","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.735632","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.752941","0.505882","1.000000","0.982353","0.500000","0.500000",
"822.000000","0.997555","0.727273","0.501639","0.950820","0.993443","0.500000","0.500000",
"1740.000000","0.998785","0.722144","0.500870","0.859130","0.996522","0.500000","0.500000",
"3738.000000","0.999426","0.722144","0.500448","0.840359","0.999103","0.500000","0.500000",
"7516.000000","0.999733","0.731690","0.500455","0.850638","0.998634","0.500000","0.500000",
"15172.000000","0.999867","0.729995","0.500230","0.857241","1.000000","0.500000","0.500000",
"30726.000000","0.999934","0.732082","0.500118","0.836609","0.993725","0.500000","0.500000",
"62232.000000","0.999967","0.731265","0.500060","0.847037","0.998618","0.500000","0.500000",
"126270.000000","0.999984","0.731167","0.500030","0.855642","0.999001","0.500000","0.500000",
"256278.000000","0.999992","0.731625","0.500015","0.789041","0.999407","0.500000","0.500000",
"520240.000000","0.999996","0.731441","0.500008","0.814393","0.997655","0.500000","0.500000",
"1056322.000000","0.999998","0.730621","0.500004","0.821439","0.993384","0.500000","0.500000",
"2144976.000000","0.999999","0.730924","0.500002","0.817302","0.993236","0.500000","0.500000",
"4355706.000000","1.000000","0.731021","0.500001","0.797130","0.991830","0.500000","0.500000",
"8844858.000000","1.000000","0.730967","0.500000","0.799468","0.991328","0.500000","0.500000",
"17961078.000000","1.000000","0.731198","0.500000","0.764237","0.990403","0.500000","0.500000",
"36473442.000000","1.000000","0.731020","0.500000","0.776903","0.987460","0.500000","0.500000",
"74066548.000000","1.000000","0.731056","0.500000","0.749290","0.988754","0.500000","0.500000",
"150406842.000000","1.000000","0.731046","0.500000","0.778531","0.985806","0.000000","0.500000",
"305431228.000000","1.000000","0.731053","0.500000","0.750344","0.987475","0.000000","0.500000",
"0.000000","0.000000","0.731072","0.500000","0.759457","0.986143","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.737603",
