"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.800000","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.711111","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.727273","0.509804","1.000000","0.990196","0.500000","0.500000",
"408.000000","0.994975","0.735632","0.505882","1.000000","0.994118","0.500000","0.500000",
"822.000000","0.997555","0.742029","0.501639","1.000000","0.996721","0.500000","0.500000",
"1740.000000","0.998785","0.735632","0.500870","0.853913","0.996522","0.500000","0.500000",
"3738.000000","0.999426","0.734050","0.500448","0.895067","0.998206","0.500000","0.500000",
"7516.000000","0.999733","0.731690","0.500455","0.908015","0.999545","0.500000","0.500000",
"15172.000000","0.999867","0.731037","0.500230","0.861839","0.999770","0.500000","0.500000",
"30726.000000","0.999934","0.731951","0.500118","0.822401","0.998698","0.500000","0.500000",
"62232.000000","0.999967","0.730906","0.500060","0.835317","0.999399","0.500000","0.500000",
"126270.000000","0.999984","0.730662","0.500030","0.839895","0.999182","0.500000","0.500000",
"256278.000000","0.999992","0.731886","0.500015","0.846132","0.999498","0.500000","0.500000",
"520240.000000","0.999996","0.730841","0.500008","0.832988","0.995462","0.500000","0.500000",
"1056322.000000","0.999998","0.731086","0.500004","0.843181","0.993727","0.500000","0.500000",
"2144976.000000","0.999999","0.731136","0.500002","0.802849","0.995907","0.500000","0.500000",
"4355706.000000","1.000000","0.731321","0.500001","0.803382","0.992249","0.500000","0.500000",
"8844858.000000","1.000000","0.731066","0.500000","0.793760","0.991015","0.500000","0.500000",
"17961078.000000","1.000000","0.731124","0.500000","0.736328","0.991812","0.500000","0.500000",
"36473442.000000","1.000000","0.731062","0.500000","0.769616","0.990787","0.500000","0.500000",
"74066548.000000","1.000000","0.731075","0.500000","0.778173","0.988693","0.500000","0.500000",
"150406842.000000","1.000000","0.731091","0.500000","0.737613","0.989721","0.000000","0.500000",
"305431228.000000","1.000000","0.731050","0.500000","0.752889","0.988010","0.000000","0.500000",
"0.000000","0.000000","0.731039","0.500000","0.743983","0.986769","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.744980",
