"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.800000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.761905","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.744186","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.744186","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.739884","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.727273","0.505882","1.000000","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.725212","0.501639","0.940984","1.000000","0.500000","0.500000",
"1740.000000","0.998785","0.724187","0.500870","0.869565","0.994783","0.500000","0.500000",
"3738.000000","0.999426","0.731167","0.500448","0.863677","0.998206","0.500000","0.500000",
"7516.000000","0.999733","0.734182","0.500455","0.842441","0.995902","0.500000","0.500000",
"15172.000000","0.999867","0.733853","0.500230","0.879080","0.997931","0.500000","0.500000",
"30726.000000","0.999934","0.731690","0.500118","0.829031","0.999763","0.500000","0.500000",
"62232.000000","0.999967","0.732442","0.500060","0.841808","0.999940","0.500000","0.500000",
"126270.000000","0.999984","0.730467","0.500030","0.864817","0.999788","0.500000","0.500000",
"256278.000000","0.999992","0.731265","0.500015","0.838091","0.999088","0.500000","0.500000",
"520240.000000","0.999996","0.730739","0.500008","0.826698","0.995157","0.500000","0.500000",
"1056322.000000","0.999998","0.731075","0.500004","0.833947","0.995724","0.500000","0.500000",
"2144976.000000","0.999999","0.731039","0.500002","0.794832","0.990239","0.500000","0.500000",
"4355706.000000","1.000000","0.731060","0.500001","0.778004","0.993014","0.500000","0.500000",
"8844858.000000","1.000000","0.731166","0.500000","0.807845","0.990600","0.500000","0.500000",
"17961078.000000","1.000000","0.731108","0.500000","0.776269","0.989529","0.500000","0.500000",
"36473442.000000","1.000000","0.731049","0.500000","0.744566","0.990727","0.500000","0.500000",
"74066548.000000","1.000000","0.731040","0.500000","0.762326","0.988372","0.500000","0.500000",
"150406842.000000","1.000000","0.731059","0.500000","0.779716","0.987405","0.000000","0.500000",
"305431228.000000","1.000000","0.731029","0.500000","0.759149","0.986376","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.732186","0.985764","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.741578",
