"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.339033","0.220705","0.157729","0.161581","0.154630","0.150477","0.145453",
"4000000.000000","0.684925","0.443508","0.315866","0.322180","0.309858","0.301052","0.290171",
"6000000.000000","1.035617","0.667562","0.473982","0.478254","0.465069","0.451494","0.436293",
"8000000.000000","1.383758","0.892986","0.632551","0.634080","0.620609","0.602031","0.581890",
"10000000.000000","1.735553","1.118835","0.790999","0.791072","0.776719","0.753080","0.728012",
"12000000.000000","2.094928","1.345729","0.949476","0.946956","0.933326","0.903759","0.873799",
"14000000.000000","2.459265","1.573223","1.108534","1.104479","1.090158","1.054580","1.019991",
"16000000.000000","2.835268","1.800929","1.268018","1.261653","1.246793","1.205542","1.166521",
"18000000.000000","3.216908","2.029827","1.427096","1.424097","1.403241","1.356658","1.313576",
"20000000.000000","3.604430","2.259121","1.586183","1.586386","1.560107","1.507656","1.459973",
"22000000.000000","3.997278","2.489926","1.744952","1.749664","1.717923","1.658945","1.607194",
"24000000.000000","4.395755","2.721160","1.904709","1.912530","1.875844","1.810228","1.754563",
"26000000.000000","4.799702","2.953144","2.064793","2.075750","2.035300","1.961986","1.902927",
"28000000.000000","5.210164","3.185730","2.224590","2.240173","2.194499","2.114241","2.051021",
"30000000.000000","5.625612","3.418933","2.384863","2.403963","2.354556","2.266194","2.199773",
"32000000.000000","6.046661","3.653206","2.544874","2.567827","2.514760","2.418172","2.349279",
"34000000.000000","6.474008","3.888315","2.705342","2.731878","2.675740","2.570347","2.498920",
"36000000.000000","6.907746","4.124522","2.865740","2.895974","2.837559","2.723221","2.649506",
"38000000.000000","7.347185","4.360965","3.026566","3.060242","3.000144","2.875478","2.799575",
"40000000.000000","7.793972","4.599393","3.187478","3.224563","3.162160","3.028001","2.949939",
"42000000.000000","8.244565","4.839486","3.348563","3.389161","3.325523","3.180728","3.100991",
"44000000.000000","8.700953","5.080508","3.509982","3.553886","3.490156","3.333218","3.252050",
"46000000.000000","9.165180","5.322373","3.671727","3.719547","3.655247","3.486327","3.403917",
"48000000.000000","9.636348","5.565646","3.832910","3.885331","3.820795","3.639983","3.556020",
"50000000.000000","10.112026","5.810057","3.993781","4.051482","3.987430","3.793706","3.708800",
"52000000.000000","10.594172","6.055081","4.155677","4.218040","4.154052","3.947819","3.863412",
"54000000.000000","11.084189","6.301773","4.318182","4.384249","4.320920","4.101876","4.017223",
"56000000.000000","11.579165","6.549098","4.480485","4.550158","4.488750","4.256335","4.172205",
"58000000.000000","12.080061","6.797958","4.643109","4.717297","4.657135","4.411088","4.327195",
"60000000.000000","12.588559","7.048323","4.805993","4.884166","4.826231","4.566234","4.482630",
"62000000.000000","13.103485","7.300197","4.969252","5.050306","4.995733","4.721512","4.638444",
"64000000.000000","13.624280","7.553206","5.132642","5.216818","5.166405","4.877173","4.795094",
"66000000.000000","14.152524","7.807995","5.295592","5.384211","5.338599","5.033137","4.952689",
"68000000.000000","14.687103","8.063608","5.458787","5.552055","5.511353","5.188870","5.110530",
"70000000.000000","15.228024","8.321406","5.623097","5.720338","5.684693","5.345149","5.269455",
"72000000.000000","15.775722","8.580303","5.787103","5.887113","5.858572","5.501801","5.428524",
"74000000.000000","16.329093","8.841057","5.951287","6.054962","6.034150","5.658740","5.589059",
"76000000.000000","16.890202","9.103634","6.115915","6.222430","6.210626","5.815659","5.750049",
"78000000.000000","17.457202","9.367568","6.280692","6.389995","6.387754","5.972822","5.911674",
"80000000.000000","18.031160","9.632572","6.445887","6.557315","6.565755","6.130381","6.073842",
"82000000.000000","18.611640","9.899508","6.611172","6.725707","6.743885","6.288609","6.236610",
"84000000.000000","19.198534","10.168392","6.776601","6.894282","6.924067","6.446973","6.400146",
