"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.341220","0.221559","0.157860","0.161248","0.154803","0.150524","0.144919",
"4000000.000000","0.685732","0.444432","0.316513","0.322886","0.310268","0.300884","0.290802",
"6000000.000000","1.035689","0.667908","0.474883","0.484528","0.465090","0.451098","0.435820",
"8000000.000000","1.391680","0.892899","0.633752","0.646679","0.620170","0.601541","0.581040",
"10000000.000000","1.752437","1.119314","0.792377","0.808798","0.775128","0.752067","0.726355",
"12000000.000000","2.117899","1.345785","0.951444","0.970561","0.931113","0.903086","0.872271",
"14000000.000000","2.489187","1.573629","1.110103","1.133094","1.088258","1.053985","1.018737",
"16000000.000000","2.864775","1.801806","1.269217","1.296245","1.244813","1.204802","1.165471",
"18000000.000000","3.247488","2.030994","1.428355","1.458774","1.402245","1.355949","1.311709",
"20000000.000000","3.626398","2.261054","1.587535","1.621275","1.559635","1.507352","1.458723",
"22000000.000000","4.009007","2.491555","1.747129","1.783977","1.717527","1.658662","1.605932",
"24000000.000000","4.401998","2.723096","1.906776","1.947232","1.876472","1.810215","1.754022",
"26000000.000000","4.805754","2.955662","2.066815","2.110287","2.036463","1.961744","1.902697",
"28000000.000000","5.215365","3.188347","2.227035","2.274381","2.195986","2.113272","2.051145",
"30000000.000000","5.630050","3.422462","2.387369","2.438948","2.356059","2.265005","2.199702",
"32000000.000000","6.052219","3.657694","2.547556","2.603226","2.516438","2.416918","2.349543",
"34000000.000000","6.479259","3.893277","2.707898","2.766497","2.677500","2.569176","2.499590",
"36000000.000000","6.911448","4.130066","2.868565","2.930544","2.838599","2.721677","2.649700",
"38000000.000000","7.351114","4.367966","3.029321","3.095018","3.001608","2.874645","2.800077",
"40000000.000000","7.795825","4.605871","3.190400","3.259013","3.164191","3.027423","2.950635",
"42000000.000000","8.247136","4.844725","3.351495","3.424679","3.327013","3.180341","3.102252",
"44000000.000000","8.703616","5.085125","3.513370","3.589299","3.490101","3.333448","3.253547",
"46000000.000000","9.167477","5.327011","3.674376","3.754733","3.653822","3.486909","3.405309",
"48000000.000000","9.636379","5.569639","3.836124","3.919870","3.818638","3.640937","3.558002",
"50000000.000000","10.112700","5.814358","3.998241","4.085574","3.982858","3.794953","3.710957",
"52000000.000000","10.594656","6.059806","4.160381","4.251004","4.148603","3.949184","3.864886",
"54000000.000000","11.082961","6.306074","4.322616","4.416113","4.314972","4.103514","4.018718",
"56000000.000000","11.577339","6.553894","4.484985","4.581359","4.482827","4.258201","4.173057",
"58000000.000000","12.080040","6.802714","4.647575","4.746670","4.651438","4.413163","4.327667",
"60000000.000000","12.587596","7.053772","4.810674","4.912490","4.820366","4.568423","4.483041",
"62000000.000000","13.102074","7.305787","4.974120","5.078273","4.989746","4.723825","4.639327",
"64000000.000000","13.623399","7.558548","5.137216","5.245419","5.159892","4.879861","4.796582",
"66000000.000000","14.150383","7.813056","5.300545","5.412448","5.331381","5.035584","4.954933",
"68000000.000000","14.683669","8.069338","5.464698","5.579235","5.504055","5.191499","5.112891",
"70000000.000000","15.224986","8.326354","5.629077","5.746114","5.677060","5.347628","5.271681",
"72000000.000000","15.770805","8.584943","5.792622","5.912834","5.851498","5.504159","5.430961",
"74000000.000000","16.324464","8.845867","5.956784","6.079652","6.026050","5.660847","5.590854",
"76000000.000000","16.884232","9.108157","6.120706","6.246736","6.201654","5.818459","5.751486",
"78000000.000000","17.449743","9.372032","6.285430","6.413762","6.378913","5.975782","5.913877",
"80000000.000000","18.023140","9.638308","6.450589","6.581591","6.556270","6.133298","6.076588",
"82000000.000000","18.602444","9.905942","6.615152","6.749815","6.735222","6.291209","6.240136",
"84000000.000000","19.189259","10.175240","6.780134","6.920179","6.914560","6.449479","6.404190",
"86000000.000000","19.783575","10.446566","6.945610","7.088845","7.094683","6.608050","6.568907",
