"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.339776","0.221041","0.157874","0.161569","0.154627","0.150387","0.145709",
"4000000.000000","0.685239","0.443193","0.316294","0.323981","0.309551","0.301138","0.290437",
"6000000.000000","1.035360","0.666564","0.474787","0.486782","0.464475","0.452025","0.435981",
"8000000.000000","1.390712","0.891125","0.633496","0.649465","0.619771","0.602920","0.581267",
"10000000.000000","1.751448","1.116525","0.792287","0.812393","0.775589","0.753517","0.726716",
"12000000.000000","2.117401","1.342843","0.951088","0.975429","0.931646","0.904288","0.872485",
"14000000.000000","2.488795","1.570341","1.110159","1.138344","1.088406","1.055158","1.018560",
"16000000.000000","2.865883","1.798602","1.269378","1.301313","1.245167","1.206126","1.164744",
"18000000.000000","3.248387","2.027327","1.429099","1.464359","1.402916","1.357211","1.311840",
"20000000.000000","3.635764","2.256821","1.588613","1.627507","1.560805","1.508601","1.458896",
"22000000.000000","4.027825","2.487527","1.748101","1.790080","1.718732","1.660008","1.606193",
"24000000.000000","4.426110","2.718222","1.907801","1.953490","1.877065","1.811680","1.754570",
"26000000.000000","4.831259","2.949784","2.067597","2.116224","2.036232","1.962980","1.902692",
"28000000.000000","5.240909","3.182075","2.227273","2.279289","2.195940","2.115024","2.051524",
"30000000.000000","5.657067","3.415091","2.387436","2.443620","2.356483","2.267268","2.200434",
"32000000.000000","6.078177","3.649628","2.547337","2.608035","2.517550","2.420270","2.349028",
"34000000.000000","6.505139","3.885496","2.708319","2.773219","2.678837","2.573057","2.498095",
"36000000.000000","6.938582","4.121781","2.868962","2.938070","2.841290","2.725841","2.648250",
"38000000.000000","7.378377","4.358510","3.029649","3.102358","3.003549","2.878878","2.798964",
"40000000.000000","7.825085","4.596576","3.190456","3.267292","3.165950","3.031851","2.949687",
"42000000.000000","8.277188","4.836144","3.352024","3.432207","3.329337","3.185156","3.101253",
"44000000.000000","8.734676","5.077188","3.513012","3.597743","3.492832","3.338902","3.253122",
"46000000.000000","9.199043","5.318377","3.674557","3.762764","3.656967","3.492733","3.405110",
"48000000.000000","9.669276","5.561505","3.836113","3.927461","3.821115","3.646648","3.558170",
"50000000.000000","10.145544","5.805614","3.997902","4.093861","3.987062","3.800726","3.711315",
"52000000.000000","10.627659","6.050874","4.160488","4.260437","4.152620","3.955119","3.864631",
"54000000.000000","11.116540","6.297088","4.322506","4.425645","4.319850","4.109458","4.018985",
"56000000.000000","11.612193","6.544538","4.485956","4.590657","4.487972","4.264305","4.173556",
"58000000.000000","12.114365","6.793254","4.648543","4.756272","4.656732","4.419460","4.329234",
"60000000.000000","12.622333","7.043548","4.811041","4.922378","4.825481","4.574966","4.485193",
"62000000.000000","13.136878","7.295285","4.973958","5.089430","4.995683","4.730693","4.641396",
"64000000.000000","13.659037","7.548033","5.136971","5.256955","5.166655","4.886498","4.798032",
"66000000.000000","14.187182","7.802546","5.300247","5.424622","5.338063","5.042139","4.955157",
"68000000.000000","14.722512","8.057867","5.464171","5.592203","5.509549","5.198749","5.113728",
"70000000.000000","15.263368","8.314957","5.628032","5.758875","5.682009","5.355033","5.272928",
"72000000.000000","15.810780","8.573496","5.792636","5.925844","5.855968","5.511260","5.432171",
"74000000.000000","16.364782","8.833271","5.957239","6.093803","6.031603","5.667872","5.592248",
"76000000.000000","16.925618","9.095052","6.122111","6.261689","6.207909","5.824815","5.752978",
"78000000.000000","17.492912","9.358968","6.287025","6.430235","6.384881","5.982296","5.914709",
"80000000.000000","18.067337","9.624387","6.452459","6.599358","6.563316","6.140054","6.077161",
"82000000.000000","18.648488","9.891193","6.618276","6.770305","6.742318","6.297874","6.240322",
"84000000.000000","19.235163","10.159976","6.784123","6.939319","6.922351","6.456089","6.404237",
"86000000.000000","19.829423","10.430332","6.949768","7.108895","7.103374","6.614497","6.568814",
"88000000.000000","20.430161","10.702860","7.116140","7.277510","7.285359","6.773582","6.734951",
"90000000.000000","21.037567","10.977243","7.282328","7.447129","7.468494","6.932776","6.902015",
"92000000.000000","21.651685","11.254093","7.449007","7.616699","7.652703","7.092271","7.069485",
"94000000.000000","22.271720","11.532500","7.616014","7.786391","7.837039","7.252368","7.237823",
"96000000.000000","22.899388","11.813440","7.782326","7.956231","8.022539","7.412827","7.407283",
"98000000.000000","23.533747","12.096306","7.949448","8.127114","8.209754","7.573624","7.577587",
"100000000.000000","24.176454","12.381229","8.117073","8.298943","8.397952","7.734583","7.748834",
"102000000.000000","24.822494","12.667587","8.284907","8.470899","8.587067","7.896161","7.920776",
"104000000.000000","25.476018","12.956445","8.453200","8.643314","8.777449","8.058523","8.093806",
"106000000.000000","26.137539","13.248425","8.621208","8.814307","8.969067","8.221469","8.267832",
"108000000.000000","26.804513","13.541906","8.789795","8.985555","9.161998","8.384167","8.443556",
"110000000.000000","27.478667","13.838206","8.958525","9.157025","9.356231","8.548109","8.620109",
"112000000.000000","28.159378","14.136534","9.127839","9.329518","9.552005","8.711871","8.797932",
"114000000.000000","28.846893","14.436958","9.297514","9.503448","9.748653","8.876656","8.976982",
"116000000.000000","29.542564","14.740690","9.467774","9.676298","9.946902","9.041566","9.157559",
"118000000.000000","30.243892","15.046359","9.638175","9.850008","10.147001","9.206984","9.339439",
