"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.345768","0.223016","0.157880","0.161636","0.155131","0.151221","0.145881",
"4000000.000000","0.695725","0.446910","0.316569","0.323460","0.309985","0.301922","0.291160",
"6000000.000000","1.051549","0.671892","0.475296","0.486519","0.464720","0.452738","0.437003",
"8000000.000000","1.412474","0.897926","0.633987","0.648781","0.621021","0.603664","0.583245",
"10000000.000000","1.771482","1.124637","0.793316","0.811832","0.776840","0.754861","0.729376",
"12000000.000000","2.133836","1.351952","0.952810","0.974008","0.932761","0.906598","0.875580",
"14000000.000000","2.510110","1.580280","1.111732","1.136896","1.088519","1.058352","1.021884",
"16000000.000000","2.892537","1.809663","1.271178","1.299992","1.245593","1.209846","1.168212",
"18000000.000000","3.280205","2.039328","1.431027","1.463302","1.402920","1.361247","1.315190",
"20000000.000000","3.673296","2.270082","1.590984","1.626110","1.560741","1.512733","1.463830",
"22000000.000000","4.072337","2.501868","1.750876","1.789551","1.718282","1.664673","1.612055",
"24000000.000000","4.468917","2.735419","1.910808","1.953647","1.876534","1.816798","1.759911",
"26000000.000000","4.868489","2.968852","2.070615","2.118102","2.035411","1.968750","1.908636",
"28000000.000000","5.276564","3.202695","2.231247","2.282536","2.195778","2.121103","2.056971",
"30000000.000000","5.690105","3.436879","2.391804","2.447249","2.355607","2.273096","2.206156",
"32000000.000000","6.105591","3.672372","2.552285","2.612229","2.515609","2.426092","2.356021",
"34000000.000000","6.529383","3.908813","2.712979","2.777502","2.676691","2.579188","2.506485",
"36000000.000000","6.959340","4.145800","2.874026","2.942483","2.838242","2.732340","2.657126",
"38000000.000000","7.396454","4.384819","3.034975","3.106560","3.000706","2.885955","2.808435",
"40000000.000000","7.848921","4.624559","3.196645","3.271354","3.163473","3.039613","2.959929",
"42000000.000000","8.307834","4.865237","3.358840","3.436028","3.326395","3.193219","3.112326",
"44000000.000000","8.772498","5.106293","3.520337","3.601267","3.489380","3.346748","3.264299",
"46000000.000000","9.243196","5.348997","3.682656","3.766432","3.654091","3.500582","3.416559",
"48000000.000000","9.720619","5.592283","3.845400","3.931548","3.818840","3.654622","3.569956",
"50000000.000000","10.203372","5.837027","4.007542","4.096685","3.984907","3.809282","3.723821",
"52000000.000000","10.692660","6.082780","4.170185","4.262451","4.150888","3.963611","3.878040",
"54000000.000000","11.188194","6.330194","4.333284","4.428989","4.317963","4.118714","4.032588",
"56000000.000000","11.689831","6.578420","4.497823","4.595573","4.486898","4.273489","4.187790",
"58000000.000000","12.198201","6.827382","4.660795","4.762690","4.655263","4.429230","4.343438",
"60000000.000000","12.713057","7.077916","4.824877","4.930218","4.824733","4.584926","4.499666",
"62000000.000000","13.235400","7.330296","4.988230","5.097593","4.994628","4.740730","4.656488",
"64000000.000000","13.763254","7.583495","5.152844","5.265197","5.165767","4.897030","4.813674",
"66000000.000000","14.297739","7.837963","5.317243","5.433050","5.336983","5.053488","4.972051",
"68000000.000000","14.838108","8.094470","5.482077","5.600528","5.508609","5.210681","5.130590",
"70000000.000000","15.385043","8.352131","5.646626","5.768578","5.681800","5.367492","5.289800",
"72000000.000000","15.938217","8.611821","5.811164","5.936257","5.856481","5.524970","5.450061",
"74000000.000000","16.497298","8.872697","5.975998","6.104392","6.031588","5.683526","5.610821",
"76000000.000000","17.064644","9.135593","6.141002","6.272824","6.207375","5.841337","5.772881",
"78000000.000000","17.638608","9.399759","6.307160","6.442086","6.384385","5.999045","5.934827",
"80000000.000000","18.219664","9.665815","6.473184","6.611806","6.563100","6.157070","6.097516",
"82000000.000000","18.807086","9.933228","6.639409","6.781966","6.742629","6.316543","6.261300",
"84000000.000000","19.400940","10.203115","6.805741","6.952283","6.923221","6.475421","6.425489",
"86000000.000000","19.984282","10.474510","6.972137","7.122605","7.105046","6.634979","6.590456",
"88000000.000000","20.575586","10.747719","7.145152","7.293356","7.287897","6.795060","6.757246",
"90000000.000000","21.171624","11.022361","7.304735","7.464985","7.471836","6.955532","6.924080",
"92000000.000000","21.774926","11.298823","7.463471","7.635818","7.656453","7.116084","7.092298",
"94000000.000000","22.389284","11.577665","7.624692","7.806852","7.841812","7.277115","7.261320",
"96000000.000000","23.023091","11.858790","7.786193","7.977931","8.028470","7.438566","7.431451",
"98000000.000000","23.663336","12.142386","7.948640","8.149430","8.216863","7.600078","7.601961",
