"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.339788","0.221474","0.158439","0.161188","0.155034","0.150201","0.144587",
"4000000.000000","0.685384","0.444302","0.316833","0.322332","0.309613","0.300643","0.289947",
"6000000.000000","1.035580","0.668706","0.475410","0.484135","0.464269","0.451026","0.435124",
"8000000.000000","1.390992","0.894305","0.634393","0.646624","0.619780","0.601426","0.580392",
"10000000.000000","1.751871","1.120575","0.793479","0.809259","0.775345","0.752286","0.726776",
"12000000.000000","2.117728","1.347672","0.952181","0.972010","0.931406","0.903248","0.872680",
"14000000.000000","2.489226","1.575878","1.111215","1.134779","1.087407","1.054007","1.019369",
"16000000.000000","2.865535","1.804676","1.270832","1.297505","1.244225","1.205004","1.165901",
"18000000.000000","3.247022","2.034062","1.429973","1.459508","1.401938","1.355910","1.313228",
"20000000.000000","3.635081","2.264497","1.589217","1.622234","1.560602","1.507159","1.460794",
"22000000.000000","4.029148","2.495093","1.748628","1.785368","1.718790","1.658382","1.607980",
"24000000.000000","4.428965","2.726769","1.907717","1.948369","1.877435","1.809722","1.755859",
"26000000.000000","4.833184","2.959211","2.067469","2.111684","2.037347","1.961348","1.903742",
"28000000.000000","5.243480","3.192136","2.227648","2.274571","2.197750","2.113119","2.052128",
"30000000.000000","5.659941","3.425970","2.388246","2.438200","2.358466","2.265141","2.201463",
"32000000.000000","6.081879","3.660893","2.548705","2.601497","2.519508","2.417320","2.350415",
"34000000.000000","6.510189","3.896415","2.708974","2.765044","2.680933","2.569297","2.499992",
"36000000.000000","6.944122","4.132492","2.869672","2.928802","2.842521","2.721519","2.649964",
"38000000.000000","7.383979","4.369950","3.030748","3.092707","3.005673","2.874106","2.800389",
"40000000.000000","7.833173","4.608452","3.191775","3.256312","3.168818","3.026969","2.952551",
"42000000.000000","8.285778","4.847983","3.353024","3.421454","3.332381","3.180321","3.103529",
"44000000.000000","8.744144","5.088839","3.513910","3.586253","3.497756","3.333795","3.250569",
"46000000.000000","9.208797","5.330930","3.675921","3.750420","3.662452","3.487406","3.396524",
"48000000.000000","9.679749","5.574484","3.837687","3.914819","3.827926","3.640729","3.543322",
"50000000.000000","10.156605","5.818672","3.999838","4.079251","3.994268","3.794294","3.690703",
"52000000.000000","10.639147","6.064500","4.161814","4.244971","4.160081","3.948070","3.838629",
"54000000.000000","11.128605","6.311198","4.325106","4.410401","4.327790","4.102028","3.984995",
