"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.339485","0.221754","0.158303","0.161149","0.154625","0.150156","0.144814",
"4000000.000000","0.684844","0.444642","0.316660","0.322605","0.309188","0.300556","0.290108",
"6000000.000000","1.035175","0.668894","0.474865","0.483697","0.463446","0.451115","0.435191",
"8000000.000000","1.389545","0.894255","0.633199","0.644839","0.618795","0.602431","0.580313",
"10000000.000000","1.749367","1.120007","0.791559","0.806149","0.773727","0.753030","0.725546",
"12000000.000000","2.113664","1.346445","0.950215","0.967586","0.929026","0.903812","0.870772",
"14000000.000000","2.484233","1.573994","1.108628","1.129164","1.084254","1.054375","1.016523",
"16000000.000000","2.860080","1.802355","1.267632","1.291716","1.240460","1.205311","1.162472",
"18000000.000000","3.240998","2.031305","1.427212","1.453992","1.396513","1.356441","1.309278",
"20000000.000000","3.626868","2.261350","1.586745","1.616949","1.553924","1.507907","1.455653",
"22000000.000000","4.019439","2.491895","1.746565","1.779916","1.711690","1.659380","1.603182",
"24000000.000000","4.416783","2.723634","1.906202","1.943871","1.870083","1.810848","1.750969",
"26000000.000000","4.820388","2.955809","2.066243","2.106995","2.028199","1.962311","1.898481",
"28000000.000000","5.229601","3.189131","2.225989","2.270327","2.186862","2.113922","2.046489",
"30000000.000000","5.646767","3.423567","2.386105","2.434140","2.345981","2.266237","2.195237",
"32000000.000000","6.067468","3.657976","2.546074","2.598227","2.505905","2.418296","2.343805",
"34000000.000000","6.494341","3.894061","2.706397","2.762777","2.666494","2.570583","2.492568",
"36000000.000000","6.927578","4.130973","2.867204","2.927942","2.827900","2.722857","2.642952",
"38000000.000000","7.366273","4.368504","3.028573","3.093138","2.990117","2.875464","2.793621",
"40000000.000000","7.811342","4.607410","3.189837","3.258057","3.153392","3.028259","2.944074",
"42000000.000000","8.262263","4.847060","3.351205","3.423320","3.317237","3.181380","3.094705",
"44000000.000000","8.719602","5.087344","3.513023","3.588594","3.480747","3.334502","3.246139",
"46000000.000000","9.182544","5.329658","3.674712","3.753814","3.645261","3.488289","3.397218",
"48000000.000000","9.652430","5.572303","3.836353","3.918718","3.810114","3.641669","3.549277",
"50000000.000000","10.128066","5.816269","3.998247","4.083624","3.976393","3.795092","3.701727",
"52000000.000000","10.609941","6.061659","4.160360","4.249371","4.143294","3.948772","3.854794",
"54000000.000000","11.098924","6.308298","4.322633","4.414342","4.310323","4.102246","4.008775",
"56000000.000000","11.594561","6.556690","4.485726","4.580447","4.478188","4.256483","4.163238",
"58000000.000000","12.095122","6.805738","4.648350","4.747342","4.647389","4.410942","4.318033",
"60000000.000000","12.603349","7.056227","4.810983","4.913272","4.816222","4.565400","4.473500",
"62000000.000000","13.117725","7.307838","4.973710","5.079383","4.986520","4.720237","4.629502",
"64000000.000000","13.638470","7.560815","5.136844","5.244845","5.156749","4.875203","4.786044",
"66000000.000000","14.165483","7.815489","5.300411","5.410613","5.327887","5.030520","4.942919",
"68000000.000000","14.699981","8.071761","5.464733","5.576999","5.500519","5.186423","5.101271",
"70000000.000000","15.239684","8.329879","5.628661","5.744047","5.673983","5.342186","5.259807",
"72000000.000000","15.787883","8.589438","5.793152","5.910384","5.848653","5.498960","5.419178",
"74000000.000000","16.341705","8.850283","5.956737","6.078262","6.023422","5.655734","5.579144",
"76000000.000000","16.901324","9.112916","6.121308","6.247107","6.198986","5.812889","5.739535",
"78000000.000000","17.467533","9.377175","6.286361","6.415948","6.375624","5.970363","5.901251",
"80000000.000000","18.041188","9.643160","6.451622","6.584604","6.553177","6.127867","6.063454",
"82000000.000000","18.620567","9.911102","6.616086","6.753887","6.732406","6.285869","6.226347",
"84000000.000000","19.207702","10.180363","6.781150","6.923523","6.910890","6.444335","6.389656",
"86000000.000000","19.801172","10.451711","6.946919","7.091234","7.090800","6.603409","6.554360",
"88000000.000000","20.401901","10.724457","7.111694","7.259330","7.272941","6.762362","6.719733",
"90000000.000000","21.009683","10.999583","7.278104","7.429125","7.455605","6.921680","6.886138",
"92000000.000000","21.622966","11.276627","7.444270","7.599637","7.639142","7.081202","7.053142",
"94000000.000000","22.243071","11.555142","7.610875","7.770088","7.824539","7.241099","7.221837",
"96000000.000000","22.869822","11.836112","7.778137","7.940480","8.009431","7.401071","7.390851",
"98000000.000000","23.503849","12.119047","7.945428","8.111210","8.195704","7.561776","7.560731",
"100000000.000000","24.143788","12.404477","8.112761","8.282589","8.383131","7.722415","7.731810",
"102000000.000000","24.790366","12.691956","8.280574","8.454186","8.571887","7.883614","7.904094",
"104000000.000000","25.444669","12.981645","8.449009","8.626760","8.761863","8.045356","8.077039",
"106000000.000000","26.105452","13.273678","8.616797","8.798969","8.953968","8.207408","8.250905",
"108000000.000000","26.771548","13.567370","8.785525","8.970636","9.147235","8.369827","8.425590",
"110000000.000000","27.444819","13.864225","8.954171","9.143910","9.341801","8.532797","8.600842",
"112000000.000000","28.126150","14.163525","9.123035","9.318241","9.537507","8.696159","8.777806",
"114000000.000000","28.812552","14.465124","9.292374","9.490169","9.734794","8.859921","8.955661",
"116000000.000000","29.507230","14.769065","9.461989","9.662912","9.933594","9.024071","9.135857",
