"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.339868","0.221503","0.158022","0.161613","0.154086","0.149887","0.146212",
"4000000.000000","0.684819","0.444097","0.316212","0.323516","0.308386","0.300490","0.290490",
"6000000.000000","1.034670","0.668513","0.474431","0.485483","0.463215","0.450618","0.435317",
"8000000.000000","1.389590","0.893493","0.632735","0.647756","0.618189","0.600874","0.580688",
"10000000.000000","1.749526","1.119136","0.791099","0.810046","0.773611","0.751247","0.725732",
"12000000.000000","2.116067","1.345331","0.949435","0.972395","0.929417","0.901740","0.870969",
"14000000.000000","2.487021","1.572431","1.107831","1.134121","1.085745","1.052175","1.016377",
"16000000.000000","2.862895","1.800237","1.266471","1.296172","1.242205","1.202923","1.162405",
"18000000.000000","3.244377","2.029182","1.425869","1.459126","1.398944","1.353618","1.308714",
"20000000.000000","3.631234","2.258731","1.584936","1.622251","1.556990","1.504579","1.455419",
"22000000.000000","4.023958","2.488716","1.744118","1.786046","1.715629","1.655797","1.602955",
"24000000.000000","4.422351","2.719598","1.903579","1.949658","1.874144","1.806826","1.750609",
"26000000.000000","4.826234","2.950587","2.063347","2.113503","2.032942","1.958006","1.898181",
"28000000.000000","5.236846","3.183378","2.223238","2.276149","2.191813","2.109212","2.046590",
"30000000.000000","5.652110","3.416586","2.383024","2.439850","2.352464","2.260907","2.194484",
"32000000.000000","6.073337","3.650567","2.543586","2.603810","2.513083","2.412750","2.343110",
"34000000.000000","6.500660","3.885493","2.703543","2.767046","2.674056","2.564178","2.492457",
"36000000.000000","6.934134","4.121707","2.864103","2.929925","2.835817","2.715871","2.642342",
"38000000.000000","7.373060","4.358908","3.025013","3.093167","2.997856","2.868060","2.792598",
"40000000.000000","7.817339","4.596864","3.186056","3.256750","3.160298","3.020436","2.943558",
"42000000.000000","8.268503","4.836467","3.347420","3.420652","3.323581","3.173541","3.094291",
"44000000.000000","8.725351","5.076233","3.508963","3.585081","3.487336","3.326318","3.245606",
