"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.340098","0.221672","0.157736","0.161245","0.155104","0.150281","0.146009",
"4000000.000000","0.685177","0.444377","0.315977","0.323212","0.309918","0.300845","0.290828",
"6000000.000000","1.036270","0.668481","0.474251","0.485415","0.466072","0.451138","0.435845",
"8000000.000000","1.392379","0.893781","0.632883","0.647397","0.621110","0.601518","0.581217",
"10000000.000000","1.753248","1.119605","0.791805","0.809668","0.776155","0.751985","0.726844",
"12000000.000000","2.120294","1.346483","0.950086","0.971986","0.932163","0.902649","0.872328",
"14000000.000000","2.491343","1.574095","1.108683","1.135126","1.088734","1.053512","1.018227",
"16000000.000000","2.868475","1.802596","1.267401","1.298025","1.245230","1.204046","1.164696",
"18000000.000000","3.250440","2.031434","1.426241","1.461099","1.401759","1.354904","1.310238",
"20000000.000000","3.637037","2.260166","1.585252","1.623752","1.559761","1.505957","1.451824",
"22000000.000000","4.029457","2.490218","1.744442","1.786677","1.718099","1.657233","1.593372",
"24000000.000000","4.428157","2.721204","1.903826","1.949692","1.876385","1.808549","1.733918",
"26000000.000000","4.832321","2.953259","2.063755","2.112917","2.034628","1.960267","1.876940",
"28000000.000000","5.245874","3.185536","2.223884","2.275277","2.194254","2.112081","2.019983",
"30000000.000000","5.662082","3.418625","2.384169","2.438051","2.353789","2.263340","2.162983",
"32000000.000000","6.085029","3.653310","2.544217","2.601362","2.514464","2.415020","2.306853",
"34000000.000000","6.511857","3.888111","2.704297","2.765215","2.674971","2.566868","2.450618",
"36000000.000000","6.945773","4.124456","2.864723","2.929549","2.837115","2.719171","2.594933",
"38000000.000000","7.385580","4.362011","3.025888","3.094179","2.999082","2.871913","2.738985",
"40000000.000000","7.831390","4.600403","3.186739","3.259203","3.162197","3.024406","2.886579",
"42000000.000000","8.282545","4.839837","3.348114","3.423554","3.326126","3.176688","3.037450",
"44000000.000000","8.740545","5.080590","3.509434","3.588069","3.490853","3.329157","3.189475",
"46000000.000000","9.203828","5.321956","3.671102","3.753296","3.655559","3.482014","3.341165",
"48000000.000000","9.673877","5.564621","3.832758","3.918769","3.821427","3.635242","3.493864",
"50000000.000000","10.149956","5.808787","3.994792","4.084051","3.987025","3.789185","3.646956",
"52000000.000000","10.632833","6.054009","4.156555","4.248745","4.152980","3.943074","3.800668",
"54000000.000000","11.122450","6.300549","4.318674","4.414818","4.319879","4.097297","3.954446",
"56000000.000000","11.618062","6.548341","4.480640","4.580172","4.487505","4.251667","4.108676",
"58000000.000000","12.120570","6.797517","4.642585","4.745720","4.655934","4.406192","4.263422",
"60000000.000000","12.629051","7.047879","4.804915","4.912607","4.825341","4.561270","4.418513",
"62000000.000000","13.144351","7.299498","4.967801","5.078830","4.995110","4.716461","4.574847",
"64000000.000000","13.666481","7.552407","5.130820","5.244700","5.165723","4.872040","4.731661",
"66000000.000000","14.193675","7.806771","5.294060","5.410911","5.337330","5.027547","4.888994",
"68000000.000000","14.728910","8.062492","5.457505","5.577083","5.509129","5.183302","5.047245",
"70000000.000000","15.270501","8.319616","5.621542","5.744158","5.681599","5.339314","5.206302",
"72000000.000000","15.817379","8.578868","5.785831","5.911183","5.855699","5.495697","5.365865",
"74000000.000000","16.370973","8.839527","5.950004","6.078791","6.031083","5.652307","5.526181",
"76000000.000000","16.930763","9.101579","6.114127","6.247134","6.206446","5.809401","5.686853",
"78000000.000000","17.498637","9.365053","6.278592","6.415180","6.382799","5.967092","5.848423",
"80000000.000000","18.071188","9.630166","6.443333","6.584253","6.560097","6.124618","6.010286",
"82000000.000000","18.650664","9.897567","6.608424","6.753367","6.738569","6.282398","6.172824",
"84000000.000000","19.238202","10.166750","6.773159","6.922435","6.917055","6.440575","6.336900",
"86000000.000000","19.831450","10.437480","6.938508","7.091535","7.097781","6.599175","6.501840",
"88000000.000000","20.431583","10.710204","7.104838","7.259508","7.279182","6.758111","6.667680",
"90000000.000000","21.038779","10.984692","7.271043","7.428215","7.461227","6.917668","6.834001",
"92000000.000000","21.654626","11.261343","7.438018","7.597465","7.644855","7.077215","7.001154",
"94000000.000000","22.275793","11.540197","7.604876","7.767238","7.829574","7.237368","7.169177",
"96000000.000000","22.903882","11.820570","7.771462","7.938055","8.015761","7.397686","7.338769",
"98000000.000000","23.536350","12.103508","7.938268","8.107877","8.203441","7.557887","7.509135",
"100000000.000000","24.176499","12.388473","8.105267","8.278528","8.391987","7.718560","7.680325",
"102000000.000000","24.824352","12.675770","8.272501","8.449038","8.581717","7.880117","7.852851",
"104000000.000000","25.478000","12.965497","8.439910","8.619567","8.772358","8.042072","8.025606",
"106000000.000000","26.138775","13.256859","8.607973","8.790346","8.964295","8.204514","8.199668",
"108000000.000000","26.806697","13.550875","8.776538","8.961322","9.157823","8.367056","8.374827",
"110000000.000000","27.479926","13.846730","8.944918","9.133839","9.352438","8.530291","8.551044",
"112000000.000000","28.159877","14.144997","9.113294","9.305709","9.548513","8.693628","8.728300",
"114000000.000000","28.847439","14.446127","9.282112","9.479032","9.744880","8.857578","8.907079",
"116000000.000000","29.542117","14.749990","9.451395","9.653241","9.943386","9.022068","9.086280",
"118000000.000000","30.242319","15.056302","9.621103","9.828617","10.143559","9.187157","9.267769",
"120000000.000000","30.949991","15.364692","9.790904","10.002457","10.345629","9.352804","9.450834",
"122000000.000000","31.666353","15.675468","9.960845","10.175849","10.548893","9.518917","9.635525",
"124000000.000000","32.387993","15.989610","10.131399","10.349622","10.754427","9.685506","9.821898",
"126000000.000000","33.115564","16.305894","10.302521","10.524870","10.961206","9.852322","10.010219",
"128000000.000000","33.850194","16.625144","10.473340","10.700197","11.170420","10.019851","10.200643",
"130000000.000000","34.591385","16.946983","10.645237","10.874912","11.381088","10.187982","10.392602",
