"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.339795","0.220548","0.157846","0.161462","0.154254","0.150371","0.139833",
"4000000.000000","0.685276","0.442842","0.315983","0.322449","0.309263","0.300810","0.283259",
"6000000.000000","1.035885","0.666725","0.474140","0.483423","0.464947","0.451209","0.428492",
"8000000.000000","1.391262","0.890962","0.632348","0.644741","0.621302","0.602011","0.573753",
"10000000.000000","1.751818","1.116674","0.790982","0.806254","0.777221","0.752893","0.719343",
"12000000.000000","2.117633","1.343051","0.949632","0.967889","0.933681","0.903541","0.865894",
"14000000.000000","2.487855","1.569842","1.108688","1.129887","1.090264","1.054297","1.012172",
"16000000.000000","2.864003","1.798058","1.267950","1.292465","1.246725","1.205166","1.158874",
"18000000.000000","3.238008","2.027128","1.426712","1.454683","1.403706","1.356294","1.305416",
"20000000.000000","3.616199","2.256173","1.586013","1.616798","1.560778","1.507612","1.452522",
"22000000.000000","4.001013","2.486288","1.745802","1.779012","1.717937","1.658952","1.600517",
"24000000.000000","4.394470","2.717303","1.905156","1.942207","1.875625","1.810254","1.748084",
"26000000.000000","4.798298","2.948627","2.064560","2.106263","2.034509","1.961691","1.896914",
"28000000.000000","5.207497","3.181430","2.224388","2.270629","2.193817","2.113653","2.044932",
"30000000.000000","5.622700","3.414701","2.384935","2.434797","2.353917","2.265579","2.193318",
"32000000.000000","6.043619","3.649033","2.545069","2.599116","2.514078","2.417691","2.342301",
"34000000.000000","6.470505","3.884376","2.705164","2.763618","2.674546","2.569851","2.491366",
"36000000.000000","6.903706","4.120964","2.865598","2.928568","2.835623","2.722022","2.641510",
"38000000.000000","7.342292","4.358563","3.026447","3.092839","2.997432","2.874098","2.792254",
"40000000.000000","7.787455","4.597331","3.187908","3.256976","3.159327","3.026601","2.942590",
"42000000.000000","8.238008","4.837081","3.349215","3.420561","3.322598","3.179175","3.094297",
"44000000.000000","8.694848","5.077083","3.510695","3.584942","3.486539","3.332059","3.245998",
"46000000.000000","9.158192","5.317915","3.671971","3.749722","3.651131","3.485308","3.397895",
"48000000.000000","9.628331","5.560792","3.833568","3.914845","3.816315","3.638772","3.550036",
"50000000.000000","10.104391","5.804479","3.995371","4.079732","3.981824","3.792086","3.702849",
"52000000.000000","10.586681","6.049385","4.157518","4.244281","4.147721","3.945991","3.856275",
"54000000.000000","11.076181","6.295969","4.319247","4.409119","4.314349","4.100268","4.010710",
"56000000.000000","11.571220","6.543678","4.482059","4.573939","4.481751","4.254551","4.165270",
"58000000.000000","12.072843","6.792326","4.644543","4.740887","4.649630","4.409238","4.320389",
"60000000.000000","12.581048","7.042176","4.807696","4.907948","4.817777","4.564556","4.476044",
"62000000.000000","13.095622","7.293726","4.970704","5.074906","4.986948","4.719667","4.632340",
"64000000.000000","13.615947","7.547094","5.133694","5.240713","5.157291","4.875055","4.789381",
"66000000.000000","14.143498","7.801394","5.297363","5.407528","5.329243","5.030385","4.946735",
"68000000.000000","14.677301","8.057110","5.460825","5.574339","5.501551","5.185924","5.104773",
"70000000.000000","15.217684","8.314300","5.625095","5.741689","5.675561","5.341963","5.263655",
"72000000.000000","15.765330","8.573390","5.789089","5.909811","5.849062","5.498238","5.422715",
"74000000.000000","16.319602","8.834455","5.953007","6.078646","6.022769","5.654763","5.583253",
"76000000.000000","16.880526","9.096623","6.117132","6.247288","6.198041","5.811712","5.743911",
"78000000.000000","17.446581","9.360495","6.281859","6.415260","6.374355","5.968953","5.905272",
"80000000.000000","18.019971","9.626010","6.447021","6.583475","6.551501","6.126057","6.067200",
"82000000.000000","18.599855","9.893478","6.612280","6.751399","6.730326","6.283945","6.230305",
"84000000.000000","19.187843","10.162802","6.777769","6.920448","6.909724","6.442043","6.393948",
"86000000.000000","19.781845","10.433648","6.943576","7.090266","7.090596","6.600487","6.558337",
"88000000.000000","20.382528","10.706519","7.109345","7.258651","7.272682","6.759536","6.723622",
"90000000.000000","20.990164","10.981416","7.275482","7.427541","7.455854","6.918796","6.890632",
"92000000.000000","21.603988","11.257843","7.441669","7.597553","7.640053","7.078622","7.057819",
"94000000.000000","22.223243","11.535962","7.608094","7.768029","7.825177","7.238800","7.225702",
"96000000.000000","22.850630","11.816273","7.774774","7.938896","8.011799","7.399304","7.394777",
"98000000.000000","23.482968","12.098699","7.941576","8.109477","8.199117","7.560269","7.564609",
"100000000.000000","24.123271","12.383541","8.108598","8.280351","8.387129","7.721888","7.735406",
"102000000.000000","24.769947","12.670460","8.276599","8.451785","8.576393","7.883580","7.907132",
"104000000.000000","25.423328","12.959867","8.444480","8.623429","8.765942","8.045766","8.079638",
"106000000.000000","26.084001","13.251085","8.612709","8.796142","8.956658","8.208291","8.253663",
"108000000.000000","26.751306","13.545033","8.781015","8.968147","9.148932","8.371579","8.428847",
"110000000.000000","27.425095","13.841406","8.949705","9.139556","9.342853","8.535257","8.605770",
"112000000.000000","28.104328","14.139990","9.118894","9.311742","9.537976","8.698994","8.783161",
"114000000.000000","28.791667","14.441078","9.288051","9.483916","9.734834","8.863129","8.960918",
"116000000.000000","29.486533","14.744096","9.457398","9.656381","9.932452","9.027907","9.140603",
"118000000.000000","30.187893","15.050376","9.627788","9.829655","10.131632","9.193022","9.322097",
"120000000.000000","30.895314","15.358326","9.798721","10.004552","10.332313","9.358964","9.505170",
"122000000.000000","31.609897","15.668999","9.969523","10.180198","10.534108","9.525098","9.689815",
"124000000.000000","32.331146","15.982678","10.140425","10.354829","10.738719","9.691910","9.876069",
"126000000.000000","33.058916","16.299656","10.311746","10.529672","10.944588","9.859318","10.064477",
"128000000.000000","33.793550","16.619691","10.482993","10.704659","11.153214","10.027158","10.255007",
"130000000.000000","34.536413","16.941413","10.654344","10.879791","11.363914","10.195665","10.447648",
"132000000.000000","35.283515","17.266959","10.826184","11.055817","11.576939","10.364602","10.642034",
"134000000.000000","36.037608","17.594799","10.998335","11.232249","11.792072","10.534338","10.838727",
"136000000.000000","36.799064","17.925496","11.171296","11.408875","12.007797","10.704175","16.920664",
"138000000.000000","37.567755","18.259392","11.343713","11.586458","12.226952","10.875086","17.084358",
"140000000.000000","38.342967","18.595881","11.516964","11.765991","12.449382","11.046606","17.248708",
"142000000.000000","39.124356","18.935112","11.691095","11.945239","12.673957","11.218530","17.413219",
"144000000.000000","39.913547","19.277528","11.864791","12.124172","12.901547","11.391079","17.578120",
"146000000.000000","40.709383","19.623563","12.038824","12.303273","13.131983","11.564597","17.742538",
"148000000.000000","41.511233","19.972942","12.213931","12.483755","13.365514","11.738390","17.907566",
"150000000.000000","42.320327","20.326152","12.389005","12.665627","13.602943","11.912843","18.072838",
"152000000.000000","43.135069","20.681370","12.564636","12.848143","13.844137","12.088375","18.238870",
"154000000.000000","43.957535","21.040373","12.740429","13.029758","14.089635","12.264178","18.405173",
"156000000.000000","44.787596","21.403329","12.916636","13.212883","14.339369","12.441238","18.571430",
"158000000.000000","45.623375","21.767765","13.093250","13.394516","14.593029","12.618578","18.738359",
"160000000.000000","46.466315","22.136169","13.269632","13.576381","14.851570","12.796921","18.905612",
"162000000.000000","47.316049","22.508562","13.447089","13.760570","15.115346","12.975848","19.072560",
"164000000.000000","48.171918","22.883883","13.625434","13.944299","15.385279","13.155853","19.240344",
"166000000.000000","49.034407","23.261964","13.803428","14.128739","15.660013","13.336284","19.408828",
"168000000.000000","49.905725","23.644160","13.981869","14.312654","15.940458","13.518233","19.577396",
"170000000.000000","50.782639","24.029644","14.161311","14.497286","16.227058","13.700478","19.746100",
"172000000.000000","51.667100","24.417734","14.340883","14.682803","16.520820","13.883596","19.915714",
"174000000.000000","52.557079","24.809295","14.520702","14.868030","16.821254","14.068482","20.085939",
"176000000.000000","53.454429","25.204800","14.701156","15.053807","17.127740","14.253455","20.256041",
"178000000.000000","54.359117","25.603359","14.881692","15.240432","17.441582","14.438826","20.426338",
"180000000.000000","55.269917","26.005318","15.062720","15.427334","17.762371","14.624967","20.596766",
"182000000.000000","56.187173","26.409333","15.244175","15.615300","18.091230","14.812202","20.768084",
"184000000.000000","57.111154","26.817353","15.426494","15.805599","18.428921","15.000745","20.939757",
"186000000.000000","58.041149","27.230081","15.609281","15.994677","18.773453","15.190433","21.111868",
"188000000.000000","58.979303","27.645328","15.792318","16.184421","19.126386","15.381073","21.284577",
"190000000.000000","59.923229","28.064189","15.975801","16.374791","19.487165","15.572560","21.457709",
"192000000.000000","60.874402","28.486854","16.160080","16.565376","19.855799","15.764578","21.631298",
"194000000.000000","61.832105","28.911783","16.344695","16.757279","20.232413","15.957971","21.805162",
"196000000.000000","62.799143","29.340345","16.529649","16.947417","20.616997","16.152240","21.979446",
"198000000.000000","63.771645","29.773058","16.714741","17.139929","21.008983","16.348151","22.154218",
"200000000.000000","64.749443","30.210430","16.900975","17.331377","21.411112","16.544351","22.329674",
