"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.339433","0.221809","0.157441","0.161625","0.155244","0.150056","0.145150",
"4000000.000000","0.684151","0.445042","0.315436","0.323351","0.310076","0.300219","0.289698",
"6000000.000000","1.034933","0.668788","0.473677","0.486076","0.465622","0.450555","0.434550",
"8000000.000000","1.390336","0.893798","0.632452","0.648453","0.621391","0.601206","0.579413",
"10000000.000000","1.750550","1.119926","0.791126","0.811494","0.777107","0.751882","0.724862",
"12000000.000000","2.116299","1.347038","0.949875","0.974505","0.933644","0.902435","0.870657",
"14000000.000000","2.486817","1.574923","1.108415","1.137315","1.090486","1.053050","1.016964",
"16000000.000000","2.863691","1.803700","1.266865","1.299858","1.247409","1.203688","1.162868",
"18000000.000000","3.245367","2.032877","1.425997","1.462908","1.405293","1.354787","1.309222",
"20000000.000000","3.631823","2.262458","1.585244","1.625995","1.562708","1.505791","1.456267",
"22000000.000000","4.024406","2.493169","1.744374","1.789443","1.721448","1.656907","1.603189",
"24000000.000000","4.422907","2.725101","1.903386","1.953021","1.881171","1.808012","1.750683",
"26000000.000000","4.826021","2.957427","2.063380","2.116034","2.040638","1.959447","1.899296",
"28000000.000000","5.235031","3.190379","2.222335","2.279293","2.201270","2.110511","2.048073",
"30000000.000000","5.650436","3.423989","2.382016","2.441865","2.361160","2.262082","2.196311",
"32000000.000000","6.072378","3.658499","2.541978","2.604921","2.521753","2.414197","2.344811",
"34000000.000000","6.499633","3.894261","2.702816","2.768128","2.683193","2.566360","2.494369",
"36000000.000000","6.933032","4.130494","2.863308","2.931905","2.844840","2.718423","2.644212",
"38000000.000000","7.372208","4.368599","3.024197","3.095635","3.007061","2.871136","2.794325",
"40000000.000000","7.817144","4.607232","3.185213","3.259694","3.169785","3.023232","2.946487",
"42000000.000000","8.268697","4.846938","3.346350","3.424127","3.333211","3.175537","3.097618",
"44000000.000000","8.726776","5.087673","3.507543","3.588497","3.496934","3.328312","3.248859",
"46000000.000000","9.189707","5.329511","3.668428","3.753017","3.661636","3.481147","3.401109",
"48000000.000000","9.659467","5.572474","3.830685","3.917255","3.827070","3.634164","3.554262",
"50000000.000000","10.135841","5.816773","3.992663","4.082042","3.992882","3.787576","3.706911",
"52000000.000000","10.619074","6.062156","4.154415","4.246908","4.158997","3.941148","3.860468",
"54000000.000000","11.107293","6.308369","4.316516","4.412643","4.326190","4.094841","4.014954",
"56000000.000000","11.602661","6.556496","4.478883","4.577946","4.493553","4.249257","4.169135",
"58000000.000000","12.103978","6.805573","4.641404","4.743491","4.663016","4.404008","4.324561",
"60000000.000000","12.611606","7.056350","4.803777","4.909298","4.832642","4.558494","4.479915",
"62000000.000000","13.126018","7.308066","4.966612","5.075463","5.003530","4.713252","4.635812",
"64000000.000000","13.647449","7.561744","5.129497","5.241681","5.174060","4.868288","4.792680",
"66000000.000000","14.174991","7.816488","5.292565","5.407720","5.346308","5.023574","4.949739",
"68000000.000000","14.709250","8.072659","5.456443","5.573940","5.519866","5.179192","5.107207",
"70000000.000000","15.249799","8.331176","5.619788","5.740312","5.693866","5.335941","5.264886",
"72000000.000000","15.797418","8.591003","5.783976","5.907342","5.868470","5.492173","5.424447",
"74000000.000000","16.351594","8.851789","5.947686","6.074451","6.043139","5.649036","5.584131",
"76000000.000000","16.912016","9.114303","6.112420","6.242334","6.219788","5.806090","5.744950",
"78000000.000000","17.479736","9.378374","6.277202","6.410639","6.396984","5.963253","5.906263",
"80000000.000000","18.053557","9.643414","6.442203","6.580378","6.575097","6.120756","6.068535",
"82000000.000000","18.633802","9.910356","6.606676","6.749791","6.754233","6.278441","6.231868",
"84000000.000000","19.220832","10.180046","6.771801","6.918466","6.934008","6.436368","6.396405",
"86000000.000000","19.815021","10.450835","6.937070","7.087251","7.114039","6.594851","6.560858",
"88000000.000000","20.417018","10.723434","7.102753","7.256295","7.296131","6.753663","6.725792",
"90000000.000000","21.024020","10.997812","7.268846","7.425056","7.479262","6.913085","6.891722",
"92000000.000000","21.637986","11.274812","7.434613","7.594819","7.662834","7.072959","7.059022",
"94000000.000000","22.258385","11.554211","7.600634","7.765613","7.847036","7.233081","7.226696",
"96000000.000000","22.885071","11.834046","7.767439","7.937103","8.032577","7.393109","7.396172",
"98000000.000000","23.518319","12.116902","7.934395","8.109064","8.219955","7.553620","7.565691",
"100000000.000000","24.158605","12.401507","8.101700","8.281142","8.408497","7.714679","7.736960",
"102000000.000000","24.805230","12.688721","8.269332","8.451922","8.598284","7.875879","7.909259",
"104000000.000000","25.459301","12.978237","8.436940","8.624484","8.789297","8.037112","8.082285",
"106000000.000000","26.118903","13.270518","8.604888","8.797537","8.981995","8.198961","8.256116",
"108000000.000000","26.785994","13.564179","8.773053","8.970561","9.175071","8.361271","8.431084",
"110000000.000000","27.459819","13.859882","8.941681","9.143820","9.369258","8.525034","8.607127",
"112000000.000000","28.140955","14.158023","9.110358","9.317750","9.565030","8.689051","8.784928",
"114000000.000000","28.827429","14.459489","9.280003","9.492154","9.761600","8.853839","8.963729",
"116000000.000000","29.522600","14.762766","9.449155","9.666707","9.960071","9.019097","9.143707",
"118000000.000000","30.222698","15.068425","9.619066","9.840954","10.159878","9.184642","9.325632",
"120000000.000000","30.930440","15.378038","9.789303","10.016247","10.362098","9.350446","9.508961",
"122000000.000000","31.643668","15.689847","9.960223","10.191553","10.565483","9.516874","9.693783",
"124000000.000000","32.364694","16.004559","10.131514","10.366879","10.770150","9.683663","9.880388",
"126000000.000000","33.092967","16.321160","10.301899","10.541797","10.976226","9.851233","10.068340",
"128000000.000000","33.829466","16.641041","10.472805","10.717602","11.184388","10.019485","10.257450",
"130000000.000000","34.570824","16.963767","10.644327","10.893271","11.394050","10.187871","10.448974",
"132000000.000000","35.319482","17.289583","10.816713","11.068857","11.606755","10.357088","10.643947",
"134000000.000000","36.073781","17.617664","10.989256","11.245144","11.818611","10.526449","10.840949",
"136000000.000000","36.834891","17.948910","11.162585","11.421285","12.034940","10.696318","16.930284",
"138000000.000000","37.603028","18.283131","11.335492","11.597541","12.254604","10.866612","17.094112",
"140000000.000000","38.378542","18.620023","11.508737","11.774606","12.476702","11.037535","17.258450",
"142000000.000000","39.160498","18.959590","11.682107","11.954287","12.702031","11.209319","17.423091",
"144000000.000000","39.949103","19.302485","11.856224","12.134312","12.929941","11.382279","17.588042",
"146000000.000000","40.745231","19.648496","12.031157","12.315122","13.160804","11.555276","17.752930",
"148000000.000000","41.547831","19.997741","12.205824","12.496085","13.394898","11.728973","17.918544",
"150000000.000000","42.355339","20.351048","12.380550","12.678055","13.632967","11.903666","18.084009",
"152000000.000000","43.172014","20.706378","12.555992","12.860267","13.873557","12.079125","18.249425",
"154000000.000000","43.995727","21.065083","12.731857","13.043020","14.118527","12.256230","18.415187",
"156000000.000000","44.825935","21.426798","12.908341","13.226399","14.367777","12.432929","18.581206",
"158000000.000000","45.662750","21.791997","13.085533","13.409997","14.621330","12.610858","18.747632",
"160000000.000000","46.505666","22.160929","13.263066","13.594190","14.879369","12.789442","18.914549",
"162000000.000000","47.355881","22.532799","13.440614","13.778864","15.142139","12.968512","19.082141",
"164000000.000000","48.213021","22.906999","13.618451","13.963132","15.410940","13.148453","19.250067",
"166000000.000000","49.075999","23.285942","13.796640","14.148754","15.685328","13.329264","19.418153",
"168000000.000000","49.947729","23.668065","13.975368","14.333135","15.965886","13.510920","19.586427",
"170000000.000000","50.826151","24.052785","14.154378","14.518197","16.252499","13.692972","19.754968",
"172000000.000000","51.709759","24.440565","14.333489","14.703965","16.545355","13.876148","19.924560",
"174000000.000000","52.599457","24.832733","14.513470","14.890167","16.844223","14.059979","20.094322",
"176000000.000000","53.496804","25.228341","14.693509","15.077369","17.150198","14.245091","20.264602",
"178000000.000000","54.400180","25.626410","14.874297","15.265498","17.462675","14.431286","20.435068",
"180000000.000000","55.311258","26.027440","15.055254","15.454489","17.783417","14.617679","20.606082",
"182000000.000000","56.227958","26.431632","15.236788","15.642775","18.111781","14.804956","20.777701",
"184000000.000000","57.151337","26.840534","15.419035","15.831601","18.447236","14.993586","20.949734",
"186000000.000000","58.083291","27.252332","15.601692","16.020669","18.790338","15.183107","21.121843",
"188000000.000000","59.020653","27.668544","15.784573","16.211016","19.142424","15.373649","21.294598",
"190000000.000000","59.965652","28.087565","15.968326","16.401556","19.502568","15.564705","21.467345",
"192000000.000000","60.916930","28.507054","16.151937","16.591686","19.870021","15.757474","21.640624",
"194000000.000000","61.874730","28.930699","16.336679","16.782145","20.246547","15.950906","21.814482",
"196000000.000000","62.839013","29.359731","16.521971","16.974429","20.631639","16.145424","21.988634",
"198000000.000000","63.811115","29.791406","16.707934","17.167719","21.024307","16.340818","22.163409",
"200000000.000000","64.788476","30.226368","16.893922","17.362560","21.425147","16.536954","22.339371",
