"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.340598","0.221264","0.158154","0.161190","0.154416","0.150397","0.144957",
"4000000.000000","0.686105","0.443315","0.316572","0.323176","0.308491","0.300705","0.290111",
"6000000.000000","1.036586","0.666961","0.475160","0.485624","0.463707","0.451195","0.435126",
"8000000.000000","1.392994","0.891799","0.634105","0.644481","0.619327","0.601695","0.580026",
"10000000.000000","1.757642","1.117535","0.792694","0.802065","0.774549","0.752303","0.725400",
"12000000.000000","2.123301","1.344796","0.951401","0.957997","0.929819","0.903046","0.871362",
"14000000.000000","2.495118","1.572489","1.110305","1.114401","1.085973","1.053847","1.017948",
"16000000.000000","2.871841","1.800296","1.269405","1.271741","1.242346","1.205201","1.164094",
"18000000.000000","3.254794","2.029739","1.429015","1.427726","1.399147","1.356032","1.310488",
"20000000.000000","3.642350","2.259372","1.588307","1.584409","1.555950","1.507313","1.457499",
"22000000.000000","4.035050","2.489744","1.747520","1.740799","1.713835","1.658400","1.604704",
"24000000.000000","4.434309","2.721198","1.906893","1.896311","1.872270","1.809678","1.751958",
"26000000.000000","4.838308","2.953685","2.067093","2.053095","2.030903","1.961218","1.899732",
"28000000.000000","5.248529","3.186221","2.226913","2.216275","2.189308","2.112678","2.048385",
"30000000.000000","5.664809","3.420165","2.386950","2.378954","2.348318","2.264549","2.197998",
"32000000.000000","6.087157","3.654912","2.547030","2.542260","2.507998","2.416587","2.347153",
"34000000.000000","6.513927","3.890972","2.707578","2.705553","2.668279","2.568652","2.496807",
"36000000.000000","6.947011","4.128011","2.868270","2.869716","2.829344","2.720915","2.646718",
"38000000.000000","7.387017","4.365740","3.029279","3.033962","2.990831","2.874010","2.797148",
"40000000.000000","7.831738","4.603776","3.190052","3.198390","3.152481","3.027138","2.947678",
"42000000.000000","8.283673","4.843144","3.351311","3.363099","3.315514","3.180384","3.098771",
"44000000.000000","8.741437","5.083638","3.512775","3.528136","3.479221","3.333649","3.250511",
"46000000.000000","9.205540","5.325295","3.674260","3.693299","3.643810","3.487153","3.402348",
"48000000.000000","9.675978","5.567817","3.835631","3.858458","3.809088","3.640732","3.555296",
"50000000.000000","10.152565","5.812215","3.997334","4.023697","3.974657","3.794533","3.709067",
"52000000.000000","10.635016","6.057585","4.159162","4.189167","4.140231","3.948426","3.862592",
"54000000.000000","11.123721","6.304150","4.321670","4.355138","4.307342","4.102755","4.016722",
"56000000.000000","11.619620","6.551732","4.484028","4.520656","4.474628","4.257162","4.171505",
"58000000.000000","12.120756","6.800810","4.646481","4.685445","4.642361","4.411942","4.325832",
"60000000.000000","12.628499","7.051057","4.809283","4.851023","4.811116","4.566377","4.480863",
"62000000.000000","13.143418","7.303438","4.972930","5.016625","4.980646","4.721029","4.636674",
"64000000.000000","13.664473","7.556762","5.136736","5.182789","5.151796","4.876195","4.793594",
"66000000.000000","14.191110","7.811448","5.300791","5.348839","5.324304","5.031599","4.951184",
"68000000.000000","14.725356","8.067618","5.465183","5.515361","5.496448","5.187374","5.108967",
"70000000.000000","15.265269","8.325239","5.629262","5.681922","5.669398","5.343449","5.267675",
"72000000.000000","15.812014","8.584558","5.793140","5.849191","5.843455","5.499605","5.427344",
"74000000.000000","16.366005","8.845477","5.957906","6.016340","6.018094","5.656103","5.587225",
"76000000.000000","16.925653","9.107068","6.122469","6.183617","6.194389","5.813433","5.747772",
"78000000.000000","17.493133","9.370745","6.287579","6.351215","6.371715","5.971064","5.909257",
"80000000.000000","18.068858","9.636043","6.452984","6.519749","6.549909","6.128228","6.071296",
"82000000.000000","18.648512","9.903209","6.617869","6.687802","6.729127","6.285727","6.234232",
"84000000.000000","19.235994","10.172356","6.783970","6.856109","6.909160","6.443562","6.398143",
"86000000.000000","19.829638","10.443139","6.950086","7.024520","7.090464","6.601721","6.562624",
"88000000.000000","20.430284","10.715739","7.116667","7.194338","7.273346","6.760178","6.728288",
"90000000.000000","21.038097","10.990275","7.283172","7.363559","7.455841","6.919076","6.894720",
"92000000.000000","21.651720","11.266914","7.448599","7.532635","7.639544","7.078429","7.062416",
"94000000.000000","22.272263","11.545749","7.615148","7.702713","7.823966","7.238559","7.230168",
"96000000.000000","22.899076","11.826185","7.782718","7.873587","8.009549","7.398658","7.399252",
"98000000.000000","23.532286","12.108527","7.950682","8.043516","8.196949","7.559180","7.569023",
"100000000.000000","24.172830","12.393089","8.117729","8.213574","8.385571","7.720303","7.740149",
"102000000.000000","24.819851","12.680428","8.284994","8.384718","8.575357","7.881841","7.912401",
"104000000.000000","25.474086","12.970007","8.452769","8.555835","8.766073","8.043941","8.085295",
"106000000.000000","26.134706","13.261261","8.619967","8.728109","8.957422","8.206533","8.259471",
"108000000.000000","26.802534","13.555672","8.788738","8.900697","9.150477","8.369496","8.434267",
"110000000.000000","27.476603","13.851777","8.957205","9.073758","9.344965","8.532946","8.610538",
"112000000.000000","28.157738","14.150230","9.126818","9.247283","9.539523","8.697067","8.787828",
"114000000.000000","28.843629","14.452013","9.296331","9.421495","9.735448","8.861258","8.966405",
"116000000.000000","29.538846","14.756239","9.465349","9.595290","9.933695","9.025638","9.146355",
"118000000.000000","30.240232","15.062559","9.634786","9.769403","10.132326","9.190839","9.328743",
"120000000.000000","30.947879","15.371303","9.805116","9.943903","10.332811","9.356412","9.512291",
"122000000.000000","31.661720","15.683052","9.975855","10.118422","10.536117","9.522820","9.697267",
"124000000.000000","32.382403","15.997251","10.146693","10.293856","10.739022","9.688832","9.883465",
"126000000.000000","33.111062","16.314559","10.317794","10.468028","10.945440","9.855691","10.071296",
"128000000.000000","33.846003","16.634583","10.489091","10.642599","11.153774","10.023581","10.261322",
"130000000.000000","34.587511","16.956888","10.661402","10.819056","11.363880","10.191546","10.452718",
"132000000.000000","35.335570","17.281593","10.833441","10.995443","11.576014","10.360468","10.647027",
"134000000.000000","36.091626","17.610154","11.006005","11.172634","11.790441","10.530014","10.843549",
"136000000.000000","36.853585","17.941470","11.178677","11.350735","12.007642","10.699962","16.924681",
"138000000.000000","37.623242","18.275505","11.352177","11.529270","12.226733","10.870567","17.088216",
"140000000.000000","38.400077","18.612223","11.525799","11.707661","12.448498","11.042194","17.251594",
"142000000.000000","39.182008","18.953887","11.699644","11.887044","12.672276","11.214532","17.415524",
"144000000.000000","39.971365","19.296876","11.873590","12.064646","12.899957","11.386713","17.580489",
"146000000.000000","40.767429","19.643414","12.048403","12.244863","13.129838","11.560193","17.745383",
"148000000.000000","41.570079","19.993275","12.223082","12.425331","13.363525","11.734089","17.910789",
"150000000.000000","42.377510","20.345927","12.398062","12.605326","13.600147","11.908603","18.076227",
"152000000.000000","43.193720","20.701385","12.574105","12.785809","13.840440","12.083794","18.242254",
"154000000.000000","44.015819","21.060021","12.749850","12.968021","14.085287","12.259726","18.408781",
"156000000.000000","44.846080","21.421733","12.926728","13.150981","14.334429","12.436089","18.575496",
"158000000.000000","45.683057","21.787211","13.103593","13.334383","14.587909","12.614534","18.742671",
"160000000.000000","46.527104","22.155463","13.280518","13.517023","14.847045","12.792794","18.909687",
"162000000.000000","47.376885","22.527353","13.458117","13.701849","15.109866","12.972393","19.077283",
"164000000.000000","48.234754","22.902819","13.635856","13.886977","15.377888","13.152222","19.245224",
"166000000.000000","49.099254","23.281554","13.814052","14.070770","15.652174","13.332652","19.413530",
"168000000.000000","49.970284","23.664086","13.992514","14.254842","15.931871","13.514155","19.582826",
"170000000.000000","50.847918","24.049063","14.171345","14.438573","16.218603","13.696579","19.752087",
