"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.339535","0.221246","0.157331","0.160949","0.154771","0.150218","0.145199",
"4000000.000000","0.684727","0.443911","0.314645","0.322037","0.309806","0.300494","0.290226",
"6000000.000000","1.034786","0.667967","0.472560","0.483393","0.465339","0.451284","0.435120",
"8000000.000000","1.390433","0.893012","0.630666","0.644982","0.620684","0.601786","0.580346",
"10000000.000000","1.752206","1.119134","0.788338","0.807386","0.776451","0.752356","0.726039",
"12000000.000000","2.118145","1.345603","0.946433","0.969525","0.932104","0.903105","0.871721",
"14000000.000000","2.490114","1.573219","1.104733","1.132226","1.088210","1.053969","1.017374",
"16000000.000000","2.866865","1.801838","1.263203","1.295171","1.245181","1.204942","1.163174",
"18000000.000000","3.249361","2.030696","1.421968","1.458268","1.402171","1.355858","1.309376",
"20000000.000000","3.636471","2.260143","1.580574","1.621736","1.559876","1.507041","1.456678",
"22000000.000000","4.029051","2.490408","1.739729","1.785064","1.718191","1.658240","1.604109",
"24000000.000000","4.427479","2.721719","1.898740","1.948392","1.877293","1.809691","1.752666",
"26000000.000000","4.831757","2.953165","2.058367","2.110869","2.035902","1.960962","1.901142",
"28000000.000000","5.241083","3.186193","2.217770","2.273919","2.195018","2.112518","2.050091",
"30000000.000000","5.657435","3.420447","2.377884","2.437481","2.354125","2.264908","2.198827",
"32000000.000000","6.078902","3.654321","2.538301","2.601634","2.514596","2.417021","2.347663",
"34000000.000000","6.506426","3.889405","2.698493","2.765136","2.675811","2.569298","2.496779",
"36000000.000000","6.939390","4.125657","2.858590","2.929692","2.837621","2.721704","2.646432",
"38000000.000000","7.379067","4.363012","3.018737","3.094432","2.999803","2.874261","2.797368",
"40000000.000000","7.824399","4.601121","3.179066","3.258972","3.163021","3.027057","2.947830",
"42000000.000000","8.276382","4.840485","3.340217","3.423338","3.326318","3.180073","3.099847",
"44000000.000000","8.729722","5.081660","3.501484","3.587884","3.490366","3.333321","3.251492",
"46000000.000000","9.181170","5.323506","3.663008","3.752032","3.655072","3.487107","3.403552",
"48000000.000000","9.648520","5.566389","3.823852","3.917120","3.820961","3.640634","3.556351",
"50000000.000000","10.124842","5.810518","3.985441","4.082772","3.987136","3.794850","3.709342",
"52000000.000000","10.607733","6.055298","4.147378","4.248775","4.154686","3.949115","3.862778",
"54000000.000000","11.096137","6.301405","4.309002","4.415385","4.321818","4.103874","4.017231",
"56000000.000000","11.590505","6.548783","4.471704","4.582251","4.489782","4.258520","4.171629",
