"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.338400","0.221977","0.158019","0.160622","0.154186","0.150231","0.145267",
"4000000.000000","0.683086","0.444106","0.316100","0.322087","0.308649","0.300572","0.289828",
"6000000.000000","1.032690","0.667854","0.474064","0.483332","0.463406","0.451239","0.434931",
"8000000.000000","1.387552","0.892916","0.632590","0.645080","0.618790","0.601861","0.580952",
"10000000.000000","1.747777","1.118068","0.791027","0.806871","0.775305","0.753371","0.726983",
"12000000.000000","2.112863","1.345128","0.949035","0.969004","0.932157","0.904611","0.872758",
"14000000.000000","2.482975","1.572511","1.107568","1.131127","1.089999","1.055709","1.018858",
"16000000.000000","2.860136","1.800799","1.266398","1.292978","1.247913","1.206988","1.165250",
"18000000.000000","3.242210","2.029179","1.425334","1.455293","1.405858","1.358371","1.311795",
"20000000.000000","3.628628","2.258324","1.584895","1.617925","1.564087","1.509687","1.459322",
"22000000.000000","4.021288","2.489409","1.744017","1.780616","1.723055","1.661186","1.606140",
"24000000.000000","4.420044","2.720430","1.903846","1.943620","1.882214","1.812746","1.753861",
"26000000.000000","4.823243","2.952349","2.063279","2.107057","2.040518","1.964383","1.901737",
"28000000.000000","5.232330","3.185139","2.222733","2.270701","2.200026","2.116347","2.050059",
"30000000.000000","5.647437","3.418123","2.382341","2.435505","2.359844","2.268398","2.198616",
"32000000.000000","6.068445","3.651969","2.542248","2.599638","2.519715","2.420850","2.347279",
"34000000.000000","6.495573","3.887763","2.702767","2.764030","2.679875","2.573599","2.497168",
"36000000.000000","6.928324","4.123975","2.863211","2.928089","2.840473","2.726060","2.647104",
"38000000.000000","7.367531","4.361555","3.023982","3.092864","3.001683","2.878570","2.798075",
"40000000.000000","7.812311","4.600137","3.184865","3.257518","3.163800","3.031194","2.949074",
"42000000.000000","8.263263","4.839635","3.346304","3.422856","3.326463","3.183793","3.099786",
"44000000.000000","8.720975","5.080343","3.508261","3.588198","3.490068","3.336841","3.252209",
"46000000.000000","9.185527","5.322438","3.670149","3.753570","3.654103","3.489936","3.404800",
"48000000.000000","9.655687","5.565958","3.831390","3.918276","3.817610","3.643241","3.557061",
"50000000.000000","10.132056","5.809910","3.993167","4.083600","3.982480","3.796588","3.709870",
"52000000.000000","10.614713","6.055035","4.154693","4.249523","4.148361","3.950157","3.863208",
"54000000.000000","11.103085","6.300891","4.316599","4.415579","4.314479","4.104015","4.017444",
"56000000.000000","11.598230","6.547957","4.479019","4.580678","4.480878","4.258668","4.172072",
"58000000.000000","12.100027","6.797450","4.641521","4.746251","4.647415","4.413489","4.327839",
"60000000.000000","12.608502","7.047724","4.803498","4.911729","4.817337","4.568244","4.483813",
"62000000.000000","13.122722","7.299416","4.966654","5.078339","4.987123","4.723112","4.640111",
"64000000.000000","13.644066","7.552487","5.129930","5.244772","5.157369","4.878205","4.797205",
"66000000.000000","14.170276","7.806716","5.292824","5.411594","5.328780","5.033227","4.954423",
"68000000.000000","14.704436","8.062341","5.456842","5.578351","5.500423","5.188581","5.112686",
"70000000.000000","15.244579","8.319109","5.621145","5.745915","5.673590","5.344311","5.271572",
"72000000.000000","15.791387","8.577982","5.784502","5.913417","5.847244","5.500297","5.431104",
"74000000.000000","16.344828","8.838687","5.948379","6.081060","6.021867","5.657213","5.590941",
"76000000.000000","16.905292","9.100896","6.112806","6.248762","6.196261","5.813950","5.751418",
"78000000.000000","17.471208","9.364415","6.277854","6.417279","6.371437","5.970871","5.913013",
"80000000.000000","18.044807","9.630020","6.442824","6.586990","6.547919","6.128386","6.074872",
"82000000.000000","18.624111","9.896666","6.607756","6.755736","6.725926","6.286524","6.238035",
"84000000.000000","19.211766","10.165436","6.772651","6.924268","6.904063","6.444976","6.401760",
"86000000.000000","19.805676","10.437058","6.938526","7.093579","7.083171","6.603678","6.566085",
"88000000.000000","20.404897","10.709737","7.103991","7.262608","7.263994","6.762513","6.731384",
"90000000.000000","21.011324","10.984409","7.269930","7.432622","7.446563","6.921793","6.897758",
"92000000.000000","21.625059","11.261129","7.436167","7.603054","7.629978","7.081609","7.064853",
"94000000.000000","22.245218","11.539489","7.602607","7.773862","7.814537","7.242177","7.233151",
"96000000.000000","22.873104","11.820168","7.769598","7.944083","8.000780","7.402533","7.402420",
"98000000.000000","23.506339","12.102115","7.937121","8.116015","8.187361","7.563462","7.572551",
"100000000.000000","24.146263","12.386950","8.104768","8.288936","8.375130","7.724227","7.743994",
"102000000.000000","24.792727","12.674185","8.272572","8.461757","8.565131","7.885305","7.916181",
"104000000.000000","25.446505","12.963507","8.440110","8.635135","8.755904","8.047630","8.088969",
"106000000.000000","26.106561","13.254762","8.607250","8.808597","8.946647","8.210509","8.263535",
"108000000.000000","26.773321","13.548533","8.775557","8.982046","9.139039","8.373193","8.437774",
"110000000.000000","27.446562","13.844362","8.944405","9.156134","9.332226","8.536553","8.613534",
"112000000.000000","28.126246","14.142275","9.112933","9.329333","9.528042","8.700221","8.790922",
"114000000.000000","28.814087","14.442607","9.282427","9.502639","9.725639","8.864012","8.969892",
"116000000.000000","29.508636","14.745643","9.452088","9.677121","9.924430","9.028533","9.150092",
"118000000.000000","30.208521","15.051421","9.622044","9.850697","10.124674","9.193644","9.331715",
"120000000.000000","30.915538","15.360654","9.792557","10.024574","10.326658","9.359316","9.514666",
"122000000.000000","31.629684","15.671348","9.963429","10.198433","10.530205","9.525596","9.699134",
"124000000.000000","32.350567","15.985398","10.134394","10.373627","10.735481","9.692131","9.885621",
"126000000.000000","33.078927","16.301671","10.304861","10.549973","10.942681","9.859176","10.073727",
"128000000.000000","33.813502","16.620835","10.476026","10.725792","11.151497","10.027373","10.263340",
