"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.340283","0.221538","0.157424","0.162286","0.155872","0.150202","0.144961",
"4000000.000000","0.685673","0.444434","0.315618","0.324484","0.310938","0.300202","0.289648",
"6000000.000000","1.035884","0.667988","0.473873","0.486862","0.465813","0.450121","0.434529",
"8000000.000000","1.391673","0.892971","0.632547","0.649540","0.621298","0.600376","0.580183",
"10000000.000000","1.752238","1.119378","0.791100","0.811916","0.776744","0.750747","0.726175",
"12000000.000000","2.118215","1.346112","0.950140","0.974661","0.932815","0.901422","0.871624",
"14000000.000000","2.490127","1.573478","1.108969","1.137364","1.089564","1.052282","1.017602",
"16000000.000000","2.866559","1.801744","1.267967","1.299970","1.245774","1.203062","1.164169",
"18000000.000000","3.249292","2.030225","1.426921","1.462821","1.402928","1.354363","1.310814",
"20000000.000000","3.636924","2.260326","1.586398","1.625667","1.560375","1.505653","1.457727",
"22000000.000000","4.029969","2.490701","1.745948","1.789094","1.718633","1.657440","1.605139",
"24000000.000000","4.429521","2.721846","1.905103","1.952246","1.877511","1.808875","1.751808",
"26000000.000000","4.833804","2.954388","2.064670","2.115768","2.036083","1.960644","1.900434",
"28000000.000000","5.244955","3.187854","2.224142","2.279555","2.194825","2.112204","2.048369",
"30000000.000000","5.661753","3.422019","2.384363","2.443126","2.354737","2.264131","2.196169",
"32000000.000000","6.083409","3.656806","2.544415","2.606505","2.515116","2.416055","2.345551",
"34000000.000000","6.511453","3.892246","2.704697","2.770479","2.676051","2.568344","2.494778",
"36000000.000000","6.945480","4.128683","2.865346","2.934232","2.837299","2.720846","2.644443",
"38000000.000000","7.385177","4.366570","3.026230","3.098716","2.998518","2.873540","2.794397",
"40000000.000000","7.830146","4.605458","3.187767","3.264026","3.160697","3.026539","2.944849",
"42000000.000000","8.282333","4.845150","3.349831","3.429290","3.323571","3.179402","3.095403",
"44000000.000000","8.741011","5.085766","3.511336","3.594928","3.486148","3.332767","3.246768",
"46000000.000000","9.204597","5.327180","3.673068","3.760560","3.649853","3.486124","3.398770",
"48000000.000000","9.675536","5.569765","3.834965","3.926048","3.813827","3.639343","3.550920",
"50000000.000000","10.152144","5.814158","3.996743","4.092071","3.978545","3.793031","3.703981",
"52000000.000000","10.634708","6.059404","4.159102","4.257755","4.143820","3.947010","3.857266",
"54000000.000000","11.123845","6.305944","4.321595","4.423725","4.310296","4.101172","4.010443",
"56000000.000000","11.619069","6.553542","4.484288","4.591232","4.477594","4.255305","4.164671",
"58000000.000000","12.120349","6.802016","4.647188","4.758048","4.644472","4.410144","4.319664",
"60000000.000000","12.628463","7.052665","4.809803","4.925372","4.812770","4.565029","4.475056",
"62000000.000000","13.143938","7.304324","4.973033","5.091657","4.981319","4.719999","4.631120",
"64000000.000000","13.664756","7.557385","5.136257","5.257995","5.151002","4.875195","4.788475",
