"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.639440","0.401077","0.165240","0.208395","0.359884","0.147443","0.154014",
"4000000.000000","1.456757","0.881557","0.348596","0.434576","0.805173","0.316916","0.324553",
"6000000.000000","2.460717","1.563065","0.588970","0.624102","1.301020","0.537037","0.555104",
"8000000.000000","3.166640","1.859153","0.723800","0.924068","1.728032","0.673522","0.678998",
"10000000.000000","4.606972","3.025577","1.097184","1.101870","2.438384","1.025311","1.032036",
"12000000.000000","5.250492","3.284399","1.232675","1.349227","2.675735","1.147244","1.154186",
"14000000.000000","5.945059","3.578680","1.379420","1.816894","3.024468","1.283075","1.287229",
"16000000.000000","6.689732","3.907854","1.540026","1.987375","3.624419","1.435595","1.432573",
"18000000.000000","9.084961","6.163667","2.210947","2.178336","4.890647","1.910560","2.065727",
"20000000.000000","9.714758","6.435761","2.357366","2.396748","5.095773","2.034454","2.199877",
"22000000.000000","10.377222","6.728066","2.509429","2.653090","5.340683","2.165607","2.339789",
"24000000.000000","11.067183","7.041437","2.666187","2.960603","5.636535","2.305033","2.484359",
"26000000.000000","11.788386","7.376948","2.828932","3.844139","5.988351","2.453571","2.633928",
"28000000.000000","12.542265","7.733967","2.997318","4.018064","6.407054","2.613143","2.788986",
"30000000.000000","13.328921","8.111897","3.172737","4.199217","6.912202","2.783400","2.950133",
"32000000.000000","14.146278","8.503234","3.354461","4.390958","7.663353","2.965259","3.119106",
"34000000.000000","14.997093","13.661491","4.935359","4.594370","9.993845","4.066307","4.630839",
"36000000.000000","15.879451","13.956127","5.095284","4.809625","10.198247","4.208638","4.779619",
"38000000.000000","20.269881","14.261709","5.256078","5.038365","10.417160","4.352879","4.930491",
"40000000.000000","20.986217","14.578267","5.418897","5.282513","10.650433","4.501037","5.084019",
"42000000.000000","21.720555","14.907210","5.584361","5.546762","10.902863","4.652735","5.238678",
"44000000.000000","22.475822","15.245572","5.752498","5.834614","11.176603","4.808509","5.395331",
"46000000.000000","23.249500","15.592407","5.922980","6.150242","11.476854","4.968877","5.553932",
"48000000.000000","24.041937","15.952364","6.095395","6.495265","11.807832","5.133002","5.714829",
"50000000.000000","24.852727","16.324809","6.270515","6.871338","12.169786","5.302071","5.877865",
"52000000.000000","25.682661","16.708158","6.447088","8.638364","12.564598","5.476439","6.043281",
"54000000.000000","26.533612","17.103621","6.626052","8.824917","12.989842","5.655344","6.210881",
"56000000.000000","27.401473","17.511351","6.807656","9.014648","13.449701","5.838862","6.381216",
"58000000.000000","28.289196","17.932680","6.992211","9.207468","13.950117","6.028265","6.553931",
"60000000.000000","29.195003","18.364498","7.179480","9.403703","14.504632","6.223136","6.729566",
"62000000.000000","30.121904","18.807955","7.370653","9.604225","15.154865","6.423227","6.908897",
"64000000.000000","31.065682","19.263688","7.565387","9.809067","16.044010","6.628473","7.091954",
"66000000.000000","32.027922","19.730231","7.764374","10.015438","18.277675","6.838293","7.278488",
"68000000.000000","33.010120","27.865063","10.931267","10.226525","20.361353","9.001907","10.436698",
"70000000.000000","34.009301","28.229410","11.099733","10.444544","20.576253","9.162323","10.595910",
"72000000.000000","35.028586","28.559487","11.269184","10.667832","20.796795","9.323637","10.755780",
"74000000.000000","36.066543","28.892912","11.439418","10.899843","21.023539","9.486627","10.916418",
"76000000.000000","45.717829","29.234157","11.610393","11.139470","21.257435","9.651212","11.077065",
"78000000.000000","46.533373","29.579471","11.782363","11.387162","21.498489","9.817409","11.238653",
"80000000.000000","47.359202","29.930770","11.955097","11.643900","21.747926","9.985753","11.400464",
"82000000.000000","48.196226","30.288131","12.128952","11.911204","22.006840","10.155603","11.563162",
"84000000.000000","49.042809","30.650802","12.303795","12.189814","22.275519","10.327146","11.726840",
"86000000.000000","49.899489","31.019080","12.479320","12.480533","22.555615","10.500510","11.891717",
"88000000.000000","50.765834","31.394016","12.655170","12.785007","22.848256","10.675179","12.057206",
"90000000.000000","51.642784","31.775412","12.832305","13.103363","23.154281","10.852430","12.223792",
"92000000.000000","52.530933","32.163804","13.010829","13.436205","23.475443","11.031339","12.391635",
"94000000.000000","53.426613","32.558316","13.190222","13.784510","23.811883","11.212552","12.560372",
"96000000.000000","54.331577","32.958268","13.370785","14.148600","24.164986","11.395975","12.729700",
"98000000.000000","55.246806","33.365211","13.552517","17.455113","24.534268","11.580750","12.899847",
"100000000.000000","56.171778","33.778260","13.734429","17.645094","24.918719","11.767956","13.071262",
"102000000.000000","57.105427","34.198610","13.917808","17.834746","25.320953","11.956605","13.243399",
"104000000.000000","58.049604","34.624708","14.102737","18.025692","25.739082","12.148051","13.416649",
"106000000.000000","59.004257","35.055425","14.287988","18.218653","26.172730","12.341584","13.590735",
"108000000.000000","59.968260","35.492402","14.474917","18.414012","26.624080","12.537602","13.766506",
"110000000.000000","60.940126","35.936189","14.662972","18.610345","27.092094","12.735779","13.943072",
"112000000.000000","61.922498","36.384849","14.851868","18.808139","27.578526","12.936675","14.120529",
"114000000.000000","62.914533","36.840762","15.041375","19.007658","28.083268","13.139186","14.299465",
"116000000.000000","63.917643","37.303725","15.232495","19.208449","28.608615","13.344213","14.479712",
"118000000.000000","64.928264","37.772012","15.425377","19.411108","29.160437","13.551688","14.661890",
"120000000.000000","65.949148","38.247877","15.619462","19.610642","29.746680","13.761206","14.845471",
"122000000.000000","66.979483","38.730368","15.815923","19.812018","30.378320","13.973111","15.030412",
"124000000.000000","68.017721","39.218285","16.014550","20.016768","31.076172","14.187919","15.216912",
"126000000.000000","69.066563","39.713403","16.214286","20.224345","31.878920","14.404669","15.404888",
"128000000.000000","70.124665","40.215819","16.415259","20.431965","32.876414","14.623863","15.595570",
"130000000.000000","71.190961","40.724488","16.617717","20.643461","34.332141","14.845170","15.788060",
"132000000.000000","72.268361","41.239717","16.822191","20.856015","37.412544","15.068611","15.982658",
"134000000.000000","73.353518","41.761518","17.030286","21.070003","42.601792","15.294440","16.179989",
"136000000.000000","74.448666","59.331211","23.170113","21.290518","42.816757","19.382097","22.276366",
"138000000.000000","75.552649","59.752287","23.343245","21.515153","43.034164","19.553006","22.440635",
"140000000.000000","76.665399","60.093484","23.516624","21.743175","43.255037","19.724696","22.605330",
"142000000.000000","77.788430","60.436115","23.690147","21.973928","43.478133","19.896722","22.769404",
"144000000.000000","78.920016","60.780316","23.864148","22.208169","43.703748","20.069356","22.933373",
"146000000.000000","80.060247","61.126550","24.038613","22.447112","43.933030","20.242896","23.097781",
"148000000.000000","81.210904","61.475405","24.213215","22.688922","44.166909","20.417095","23.262919",
"150000000.000000","82.369931","61.827307","24.388458","22.934302","44.403835","20.591988","23.428770",
"152000000.000000","103.974642","62.181484","24.563781","23.184321","44.643412","20.767485","23.595043",
"154000000.000000","104.868638","62.538580","24.739696","23.438278","44.887707","20.943764","23.760960",
"156000000.000000","105.767045","62.898751","24.915790","23.696861","45.136422","21.120293","23.927444",
"158000000.000000","106.669896","63.261826","25.092407","23.959566","45.389033","21.297839","24.094853",
"160000000.000000","107.577491","63.628613","25.269873","24.226901","45.646179","21.476323","24.262269",
"162000000.000000","108.489678","63.997488","25.448045","24.499937","45.907573","21.655807","24.429846",
"164000000.000000","109.406924","64.369406","25.626670","24.779674","46.174598","21.836353","24.598126",
"166000000.000000","110.329304","64.745044","25.804936","25.064296","46.446216","22.017353","24.766252",
"168000000.000000","111.255831","65.125063","25.983672","25.355575","46.723092","22.198848","24.934552",
"170000000.000000","112.188687","65.507687","26.163113","25.653860","47.006258","22.380881","25.103299",
"172000000.000000","113.124212","65.892589","26.342765","25.958194","47.297380","22.564451","25.272792",
"174000000.000000","114.065227","66.281018","26.522271","26.269875","47.594193","22.748407","25.443024",
"176000000.000000","115.011732","66.672721","26.701853","26.588955","47.898969","22.933079","25.613511",
"178000000.000000","115.961168","67.066963","26.882616","26.914275","48.210705","23.119415","25.783801",
"180000000.000000","116.917339","67.465205","27.063989","27.247382","48.528748","23.306888","25.954662",
"182000000.000000","117.878038","67.867007","27.245434","27.587618","48.855122","23.494540","26.126170",
"184000000.000000","118.843475","68.271169","27.427385","27.935684","49.188938","23.683380","26.297937",
"186000000.000000","119.813336","68.679761","27.610438","28.291748","49.530800","23.872987","26.470310",
"188000000.000000","120.788490","69.092436","27.794197","28.654950","49.880332","24.063625","26.643221",
"190000000.000000","121.765037","69.507455","27.978026","29.027738","50.238481","24.255154","26.816773",
"192000000.000000","122.748406","69.926555","28.161434","29.407703","50.605117","24.447831","26.990901",
"194000000.000000","123.735976","70.348412","28.346590","29.796605","50.980495","24.641591","27.164980",
"196000000.000000","124.728496","70.773491","28.531659","30.192614","51.364501","24.835901","27.339381",
"198000000.000000","125.725762","71.201719","28.717261","30.597232","51.755159","25.030823","27.515135",
"200000000.000000","126.727980","71.632729","28.902994","37.084311","52.154537","25.226803","27.690637",
