"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.638634","0.394096","0.166247","0.210340","0.380635","0.147822","0.155008",
"4000000.000000","1.453765","0.858713","0.348893","0.444962","0.803366","0.318184","0.326069",
"6000000.000000","2.455392","1.547843","0.591371","0.634304","1.269896","0.538626","0.556596",
"8000000.000000","3.159203","1.838435","0.726480","0.937497","1.695778","0.676245","0.680176",
"10000000.000000","4.590401","3.104949","1.102636","1.115260","2.570206","1.028271","1.033635",
"12000000.000000","5.232269","3.363546","1.237334","1.363524","2.804700","1.150844","1.155820",
"14000000.000000","5.923730","3.658703","1.383254","1.851743","3.152406","1.288825","1.289006",
"16000000.000000","6.665444","3.989123","1.544075","2.019794","3.754590","1.443135","1.435130",
"18000000.000000","9.042246","6.244939","2.217710","2.207737","5.057495","1.922912","2.066041",
"20000000.000000","9.668333","6.516823","2.365704","2.420092","5.265765","2.048466","2.200852",
"22000000.000000","10.328439","6.809341","2.517775","2.673914","5.510239","2.180109","2.340642",
"24000000.000000","11.015577","7.121927","2.676086","2.981068","5.800159","2.321016","2.485529",
"26000000.000000","11.733823","7.457194","2.839483","3.866709","6.152683","2.470720","2.636420",
"28000000.000000","12.484880","7.809671","3.008748","4.042850","6.573627","2.630400","2.792745",
"30000000.000000","13.268933","8.178465","3.184419","4.226961","7.082746","2.801294","2.954769",
"32000000.000000","14.083996","8.574288","3.367579","4.418932","7.845158","2.983978","3.124198",
"34000000.000000","14.930606","13.475232","4.962540","4.621138","10.529500","4.088584","4.638000",
"36000000.000000","15.810595","13.770138","5.122453","4.833868","10.733990","4.231104","4.787406",
"38000000.000000","20.180533","14.076120","5.283818","5.060889","10.953144","4.375754","4.938595",
"40000000.000000","20.892890","14.393230","5.447303","5.304961","11.186671","4.524677","5.091586",
"42000000.000000","21.623483","14.722605","5.613361","5.567113","11.436518","4.676659","5.246334",
"44000000.000000","22.374547","15.062207","5.781696","5.848564","11.712491","4.833491","5.403422",
"46000000.000000","23.144781","15.414163","5.951707","6.156933","12.013957","4.994523","5.562851",
"48000000.000000","23.934790","15.778275","6.123858","6.495224","12.341451","5.160663","5.724279",
"50000000.000000","24.744620","16.155260","6.297863","8.269992","12.700562","5.330509","5.888504",
"52000000.000000","25.573035","16.543820","6.474302","8.452745","13.094037","5.505460","6.054089",
"54000000.000000","26.420236","16.944753","6.653664","8.640067","13.521190","5.685408","6.222066",
"56000000.000000","27.285317","17.358200","6.835162","8.830366","13.982866","5.870614","6.392745",
"58000000.000000","28.169539","17.785282","7.019793","9.023903","14.483453","6.060957","6.566072",
"60000000.000000","29.073172","18.221011","7.208133","9.219529","15.040420","6.256533","6.742300",
"62000000.000000","30.001516","18.665360","7.399865","9.419269","15.693748","6.457842","6.921973",
"64000000.000000","30.942484","19.121114","7.594155","9.623123","16.587070","6.664268","7.105412",
"66000000.000000","31.902253","19.588924","7.792993","9.829185","18.871437","6.875866","7.293768",
"68000000.000000","32.880931","30.749666","10.974389","10.039851","21.456431","9.041668","10.450011",
"70000000.000000","33.878474","31.065901","11.143326","10.255150","21.671977","9.203318","10.609694",
"72000000.000000","34.892695","31.388289","11.312995","10.476512","21.891897","9.366494","10.770406",
"74000000.000000","35.925377","31.716351","11.483202","10.705924","22.117930","9.530333","10.931043",
"76000000.000000","45.590802","32.051137","11.654584","10.947268","22.350900","9.696173","11.092433",
"78000000.000000","46.408651","32.391370","11.826886","11.198040","22.591938","9.863298","11.254967",
"80000000.000000","47.234338","32.737414","11.999969","11.459040","22.840879","10.032044","11.417940",
"82000000.000000","48.069100","33.089821","12.173805","11.730139","23.098844","10.202263","11.582761",
"84000000.000000","48.915462","33.449702","12.347900","12.012960","23.367587","10.374441","11.747955",
"86000000.000000","49.771271","33.814467","12.522689","12.307324","23.648542","10.548781","11.912988",
"88000000.000000","50.637902","34.186481","12.698391","12.613762","23.942580","10.724560","12.079446",
"90000000.000000","51.513569","34.563860","12.875371","12.934359","24.250964","10.902644","12.246504",
"92000000.000000","52.401273","34.947446","13.054096","13.268625","24.573496","11.083288","12.414435",
"94000000.000000","53.298390","35.338427","13.233709","13.618132","24.905551","11.265148","12.583222",
"96000000.000000","54.202674","35.736188","13.413333","13.985870","25.254868","11.448810","12.753800",
"98000000.000000","55.117206","36.138245","13.594028","14.367565","25.622102","11.634498","12.924981",
"100000000.000000","56.041924","36.548458","13.776742","14.764923","26.005799","11.822474","13.097387",
"102000000.000000","56.977646","36.966319","13.959916","15.178217","26.406549","12.011992","13.270381",
"104000000.000000","57.922292","37.389638","14.144718","18.434046","26.823604","12.203439","13.444400",
"106000000.000000","58.875466","37.820158","14.330167","18.625378","27.256191","12.397678","13.619399",
"108000000.000000","59.838381","38.255800","14.516926","18.819276","27.704781","12.594622","13.795496",
"110000000.000000","60.810888","38.698075","14.705093","19.016582","28.170230","12.793282","13.972515",
"112000000.000000","61.791719","39.146085","14.893968","19.213931","28.657251","12.994508","14.150888",
"114000000.000000","62.783987","39.600788","15.084156","19.411841","29.161922","13.198513","14.330341",
"116000000.000000","63.785350","40.064097","15.275996","19.613113","29.689013","13.404174","14.511792",
"118000000.000000","64.796618","40.532825","15.469142","19.815324","30.242991","13.612655","14.694510",
"120000000.000000","65.817117","41.008174","15.663851","20.018587","30.830552","13.824047","14.878543",
"122000000.000000","66.846004","41.490915","15.860535","20.225665","31.463800","14.037070","15.063950",
"124000000.000000","67.884224","41.979023","16.058791","20.434273","32.161902","14.252247","15.251388",
"126000000.000000","68.932619","42.473770","16.258547","20.642525","32.968923","14.469815","15.440850",
"128000000.000000","69.990194","42.975586","16.460087","20.853875","33.973931","14.689968","15.631654",
"130000000.000000","71.056479","43.484588","16.663795","21.068089","35.443301","14.912290","15.824387",
"132000000.000000","72.132559","43.999577","16.869383","21.284495","38.549076","15.136376","16.020096",
"134000000.000000","73.217908","44.521281","17.077853","21.503650","42.941384","15.363699","16.218308",
"136000000.000000","74.313015","62.089209","23.212099","21.727493","43.155698","19.457472","22.329332",
"138000000.000000","75.415529","62.510480","23.385313","21.953135","43.373777","19.629095","22.494150",
"140000000.000000","76.526822","62.851768","23.559120","22.181238","43.593960","19.801611","22.659234",
"142000000.000000","77.649180","63.195373","23.732782","22.412010","43.819036","19.974207","22.824606",
"144000000.000000","78.780345","63.538714","23.906755","22.648256","44.047510","20.146842","22.989967",
"146000000.000000","79.920134","63.884988","24.082126","22.884744","44.278855","20.320122","23.155906",
"148000000.000000","81.069300","64.234316","24.256910","23.125191","44.513702","20.494486","23.322313",
"150000000.000000","82.227897","64.585830","24.432304","23.369885","44.751802","20.669623","23.489047",
"152000000.000000","103.794546","64.939276","24.607914","23.618430","44.992991","20.846033","23.655999",
"154000000.000000","104.687047","65.296850","24.783959","23.873650","45.237846","21.023033","23.822710",
"156000000.000000","105.583904","65.656620","24.961077","24.132846","45.487184","21.201009","23.990333",
"158000000.000000","106.485957","66.020538","25.137492","24.396536","45.740602","21.379572","24.158111",
