"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.632539","0.403482","0.165615","0.207632","0.339334","0.146887","0.153701",
"4000000.000000","1.442950","0.860640","0.346307","0.445366","0.767071","0.315508","0.323259",
"6000000.000000","2.439691","1.573523","0.586147","0.630793","1.224050","0.534690","0.552331",
"8000000.000000","3.141214","1.868120","0.720979","0.926353","1.644271","0.670619","0.674943",
"10000000.000000","4.569873","3.063352","1.096485","1.105937","2.397504","1.021562","1.026145",
"12000000.000000","5.208682","3.322664","1.231242","1.352072","2.628454","1.143582","1.147528",
"14000000.000000","5.897966","3.615283","1.376966","1.818355","2.968066","1.278805","1.279546",
"16000000.000000","6.636498","3.943931","1.537051","1.984315","3.563558","1.430933","1.423928",
"18000000.000000","9.009422","6.175579","2.222675","2.172776","4.744856","1.905994","2.058256",
"20000000.000000","9.633385","6.434862","2.369711","2.388804","4.952238","2.029737","2.191940",
"22000000.000000","10.288469","6.713755","2.521078","2.640467","5.192847","2.161071","2.330414",
"24000000.000000","10.971664","7.015165","2.678651","2.939406","5.479165","2.299605","2.474562",
"26000000.000000","11.684391","7.338617","2.840505","3.762438","5.824152","2.446969","2.623509",
"28000000.000000","12.428772","7.683447","3.008573","3.935332","6.234945","2.604097","2.777764",
"30000000.000000","13.204108","8.048462","3.182759","4.115146","6.735410","2.772799","2.938714",
"32000000.000000","14.011501","8.435537","3.362901","4.302382","7.488532","2.953494","3.106351",
"34000000.000000","14.851077","13.232731","4.936845","4.498598","9.941762","4.052262","4.616307",
"36000000.000000","15.722526","13.526018","5.095357","4.706526","10.147274","4.193344","4.763608",
"38000000.000000","20.066103","13.829989","5.256045","4.928140","10.365215","4.337164","4.913173",
"40000000.000000","20.772882","14.144813","5.419363","5.169032","10.597682","4.484660","5.064669",
"42000000.000000","21.498726","14.470221","5.584349","5.428467","10.846785","4.635708","5.218502",
"44000000.000000","22.245500","14.804480","5.751168","5.710178","11.116165","4.791290","5.374368",
"46000000.000000","23.010545","15.153164","5.919569","6.016287","11.409787","4.951435","5.531881",
"48000000.000000","23.794639","15.511887","6.090473","6.350711","11.732554","5.114972","5.691718",
"50000000.000000","24.596397","15.883682","6.263628","6.715016","12.084623","5.284425","5.854258",
"52000000.000000","25.418889","16.265856","6.439569","8.428138","12.468734","5.457704","6.018220",
"54000000.000000","26.258257","16.659683","6.617135","8.612990","12.886351","5.635851","6.185069",
"56000000.000000","27.118919","17.069220","6.797474","8.802535","13.339385","5.819501","6.353809",
"58000000.000000","27.997004","17.487056","6.981367","8.995374","13.832898","6.008637","6.525388",
"60000000.000000","28.894763","17.916914","7.168207","9.191698","14.382464","6.202676","6.700770",
"62000000.000000","29.811820","18.358059","7.358462","9.390826","15.029412","6.401484","6.878665",
"64000000.000000","30.747062","18.809329","7.552418","9.592379","15.914008","6.604934","7.060462",
"66000000.000000","31.699278","19.272254","7.749934","9.800256","19.655519","6.813640","7.246539",
"68000000.000000","32.643655","27.390086","10.922321","10.015516","19.862788","8.966940","10.393229",
"70000000.000000","33.606989","27.741422","11.090381","10.235213","20.076163","9.126157","10.551479",
"72000000.000000","34.614330","28.059263","11.259416","10.461461","20.294900","9.287135","10.709684",
"74000000.000000","35.639749","28.391013","11.429252","10.694991","20.520126","9.449879","10.868996",
"76000000.000000","45.195082","28.729290","11.598828","10.935578","20.750643","9.613738","11.028806",
"78000000.000000","46.003522","29.072579","11.769826","11.184073","20.989047","9.779145","11.189447",
"80000000.000000","46.823105","29.422384","11.940929","11.441171","21.235056","9.946393","11.350552",
"82000000.000000","47.652478","29.777554","12.113670","11.706490","21.490524","10.115267","11.513068",
"84000000.000000","48.491650","30.138962","12.286834","11.983274","21.755341","10.285823","11.676647",
"86000000.000000","49.339644","30.506203","12.461207","12.270156","22.030866","10.458200","11.840148",
"88000000.000000","50.198121","30.878963","12.635092","12.569083","22.317708","10.632456","12.004892",
"90000000.000000","51.067374","31.258696","12.811043","12.882135","22.617591","10.808857","12.170270",
"92000000.000000","51.944814","31.645338","12.988708","13.208680","22.930404","10.986697","12.336318",
"94000000.000000","52.830713","32.038243","13.166539","16.560324","23.258084","11.166481","12.503603",
"96000000.000000","53.729098","32.437871","13.345159","16.743948","23.601245","11.348466","12.672071",
"98000000.000000","54.635642","32.843629","13.524008","16.929472","23.959149","11.532185","12.840811",
"100000000.000000","55.552808","33.255947","13.704531","17.116048","24.333023","11.718107","13.011011",
"102000000.000000","56.478337","33.673943","13.886345","17.305485","24.723706","11.906349","13.182690",
"104000000.000000","57.413965","34.098061","14.069387","17.495873","25.131219","12.096335","13.355192",
"106000000.000000","58.359696","34.528163","14.253437","17.687649","25.555646","12.289465","13.528607",
"108000000.000000","59.315131","34.959793","14.438652","17.882214","25.996674","12.484192","13.702734",
"110000000.000000","60.279405","35.399725","14.624883","18.078727","26.455736","12.681337","13.878126",
"112000000.000000","61.253206","35.845037","14.812680","18.276510","26.932859","12.880328","14.054573",
"114000000.000000","62.236337","36.296436","15.002039","18.473827","27.430698","13.081647","14.232225",
"116000000.000000","63.228940","36.753160","15.192748","18.673549","27.950909","13.285546","14.411356",
"118000000.000000","64.230895","37.218795","15.384494","18.875581","28.497483","13.491574","14.592165",
"120000000.000000","65.241090","37.692346","15.577810","19.078823","29.077635","13.700686","14.774245",
"122000000.000000","66.261416","38.171037","15.772972","19.283873","29.704149","13.911163","14.957895",
"124000000.000000","67.290634","38.654605","15.969252","19.490704","30.395985","14.124263","15.143349",
"126000000.000000","68.330673","39.145553","16.167707","19.699759","31.195005","14.339621","15.330594",
"128000000.000000","69.378973","39.641739","16.367941","19.910849","32.189846","14.557471","15.520157",
"130000000.000000","70.435785","40.143761","16.569835","20.124451","33.641827","14.777449","15.711356",
"132000000.000000","71.502125","40.653379","16.774150","20.340670","36.717288","14.999507","15.905271",
"134000000.000000","72.578036","41.167982","16.981138","20.559619","41.316989","15.224238","16.101670",
"136000000.000000","73.662497","58.599891","23.124936","20.782278","41.532443","19.295698","22.192091",
"138000000.000000","74.755178","59.019195","23.297038","21.006109","41.750094","19.465658","22.355071",
"140000000.000000","75.858322","59.359019","23.469072","21.234546","41.970577","19.636398","22.518446",
"142000000.000000","76.970949","59.699468","23.641788","21.465758","42.194405","19.807285","22.682069",
"144000000.000000","78.092480","60.042148","23.815304","21.700172","42.420666","19.978979","22.846004",
"146000000.000000","79.222517","60.386717","23.988683","21.936367","42.649915","20.151058","23.010431",
