"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.637915","0.405705","0.167636","0.207759","0.342857","0.147100","0.154457",
"4000000.000000","1.457378","0.872382","0.349940","0.444514","0.756882","0.317490","0.325636",
"6000000.000000","2.462369","1.566618","0.593830","0.635123","1.214539","0.537886","0.556083",
"8000000.000000","3.169713","1.863906","0.730525","0.940191","1.647521","0.675142","0.679826",
"10000000.000000","4.608323","3.185910","1.106087","1.121307","2.395072","1.027271","1.032641",
"12000000.000000","5.253557","3.446775","1.241786","1.379123","2.641284","1.150357","1.154739",
"14000000.000000","5.949722","3.744032","1.388639","1.874660","2.999963","1.286485","1.287749",
"16000000.000000","6.696188","4.072972","1.550262","2.042860","3.605021","1.440171","1.433329",
"18000000.000000","9.093580","6.403708","2.229784","2.231738","4.845707","1.918107","2.069593",
"20000000.000000","9.724686","6.666570","2.378049","2.449133","5.056816","2.042932","2.204142",
"22000000.000000","10.386055","6.949572","2.530552","2.708622","5.307328","2.174014","2.342910",
"24000000.000000","11.076260","7.253677","2.687803","3.022921","5.612640","2.312986","2.487409",
"26000000.000000","11.797624","7.580511","2.850268","3.920292","5.981098","2.462178","2.637951",
"28000000.000000","12.551233","7.929272","3.019379","4.094318","6.413453","2.621702","2.793470",
"30000000.000000","13.337445","8.299744","3.195364","4.276542","6.927180","2.791918","2.954904",
"32000000.000000","14.156029","8.690033","3.379125","4.467859","7.685723","2.973987","3.124025",
"34000000.000000","15.006625","13.984868","4.963953","4.671559","9.948260","4.073205","4.633402",
"36000000.000000","15.888413","14.281809","5.125397","4.887318","10.155210","4.216360","4.782774",
"38000000.000000","20.275052","14.588411","5.288232","5.118246","10.375213","4.361590","4.932813",
"40000000.000000","20.989671","14.905545","5.452699","5.365250","10.612000","4.509867","5.085694",
"42000000.000000","21.724409","15.235048","5.619291","5.634627","10.870021","4.662308","5.240676",
"44000000.000000","22.480385","15.576756","5.788321","5.931151","11.152345","4.818507","5.397206",
"46000000.000000","23.253703","15.930325","5.959373","6.256720","11.464569","4.980275","5.556049",
"48000000.000000","24.046921","16.296002","6.131744","6.613397","11.808749","5.145463","5.717054",
"50000000.000000","24.859019","16.673901","6.306856","8.456521","12.186846","5.315467","5.880421",
"52000000.000000","25.690726","17.063909","6.484292","8.640943","12.596490","5.490812","6.046067",
"54000000.000000","26.541317","17.462783","6.664168","8.828919","13.035488","5.670940","6.214001",
"56000000.000000","27.411281","17.875611","6.845671","9.018970","13.506336","5.855930","6.384915",
"58000000.000000","28.301197","18.302620","7.029958","9.212376","14.014912","6.047300","6.557560",
"60000000.000000","29.208198","18.737120","7.218693","9.409404","14.576704","6.242731","6.732734",
"62000000.000000","30.133864","19.182237","7.410746","9.610705","15.234066","6.442346","6.912132",
"64000000.000000","31.078041","19.638654","7.607245","9.815920","16.127972","6.647887","7.095796",
"66000000.000000","32.040959","20.107832","7.806981","10.023802","18.399332","6.858901","7.284109",
"68000000.000000","33.025216","28.296140","10.968603","10.237438","21.129844","9.017580","10.432816",
"70000000.000000","34.026679","28.660525","11.137525","10.457923","21.343569","9.178571","10.592803",
"72000000.000000","35.046878","28.991286","11.307265","10.685417","21.565443","9.340582","10.752968",
"74000000.000000","36.084586","29.326938","11.478446","10.921059","21.793557","9.504391","10.913434",
"76000000.000000","45.761220","29.667690","11.650514","11.166497","22.029614","9.670281","11.075012",
"78000000.000000","46.579969","30.013487","11.823096","11.419594","22.273760","9.837526","11.237239",
"80000000.000000","47.408994","30.365517","11.996721","11.682908","22.528053","10.006490","11.400555",
"82000000.000000","48.248771","30.723534","12.171039","11.959011","22.792308","10.176951","11.564469",
"84000000.000000","49.099453","31.088591","12.346071","12.246751","23.068521","10.348857","11.729013",
"86000000.000000","49.958771","31.457604","12.522383","12.547786","23.358694","10.522361","11.894682",
"88000000.000000","50.828158","31.833896","12.699279","12.863796","23.661872","10.698004","12.060826",
"90000000.000000","51.707965","32.216336","12.875952","13.194751","23.982336","10.875561","12.227961",
"92000000.000000","52.597995","32.604627","13.053985","13.539240","24.317750","11.054930","12.396095",
"94000000.000000","53.496853","32.999431","13.233279","13.899768","24.669885","11.236411","12.565156",
"96000000.000000","54.406861","33.400438","13.413560","14.277077","25.039265","11.420062","12.735072",
"98000000.000000","55.325387","33.809564","13.594778","14.670687","25.425372","11.605411","12.905975",
"100000000.000000","56.253279","34.225366","13.776748","15.080303","25.826369","11.792959","13.077792",
"102000000.000000","57.193360","34.645773","13.959860","18.492736","26.241134","11.983024","13.250630",
"104000000.000000","58.141291","35.074087","14.144613","18.682678","26.672691","12.175015","13.424355",
"106000000.000000","59.097081","35.504490","14.330436","18.876891","27.120331","12.369428","13.599433",
"108000000.000000","60.064084","35.941654","14.517450","19.072951","27.583313","12.565788","13.775194",
"110000000.000000","61.041354","36.385694","14.705720","19.271060","28.061681","12.764626","13.951913",
"112000000.000000","62.027630","36.836720","14.895436","19.470661","28.555545","12.965678","14.129733",
"114000000.000000","63.022980","37.292913","15.085981","19.667912","29.066840","13.169418","14.309109",
"116000000.000000","64.027497","37.753708","15.278047","19.867943","29.597670","13.374944","14.490028",
"118000000.000000","65.041249","38.222429","15.471517","20.070438","30.155000","13.583448","14.672270",
"120000000.000000","66.064900","38.696759","15.666744","20.275160","30.743872","13.793874","14.856350",
"122000000.000000","67.099188","39.177960","15.864229","20.482188","31.378045","14.007024","15.041939",
"124000000.000000","68.142347","39.665768","16.063270","20.692007","32.077686","14.222758","15.229356",
"126000000.000000","69.194877","40.160233","16.263436","20.903896","32.884235","14.440228","15.418656",
