"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.633799","0.402072","0.165702","0.206784","0.393580","0.146972","0.153533",
"4000000.000000","1.445460","0.864199","0.349091","0.435613","0.814871","0.315810","0.323603",
"6000000.000000","2.437476","1.577170","0.589407","0.621546","1.278436","0.535414","0.553046",
"8000000.000000","3.138333","1.873233","0.724586","0.937151","1.698448","0.671650","0.675985",
"10000000.000000","4.562153","3.064848","1.102661","1.114605","2.440887","1.022576","1.026891",
"12000000.000000","5.201134","3.321264","1.237534","1.360042","2.676384","1.144478","1.148446",
"14000000.000000","5.889790","3.614337","1.382713","1.826689","3.019595","1.279604","1.280601",
"16000000.000000","6.628538","3.942999","1.542218","1.996927","3.614812","1.431562","1.425150",
"18000000.000000","8.995809","6.180083","2.221508","2.185390","4.736510","1.908530","2.047487",
"20000000.000000","9.619903","6.450567","2.366896","2.400644","4.942224","2.031537","2.180169",
"22000000.000000","10.275632","6.741472","2.517471","2.652702","5.181114","2.161399","2.318153",
"24000000.000000","10.957949","7.052343","2.673363","2.952552","5.469168","2.299626","2.462271",
"26000000.000000","11.671320","7.384407","2.834410","3.835876","5.815477","2.447042","2.611727",
"28000000.000000","12.416889","7.733459","3.002115","4.009868","6.228520","2.604587","2.766453",
"30000000.000000","13.194135","8.104006","3.176016","4.190379","6.729992","2.773370","2.927043",
"32000000.000000","14.002759","8.492277","3.357101","4.377816","7.482693","2.953995","3.094517",
"34000000.000000","14.842655","13.597097","4.948230","4.577206","9.421605","4.050110","4.605002",
"36000000.000000","15.714394","13.888823","5.108777","4.789128","9.620332","4.192291","4.752850",
"38000000.000000","20.046761","14.192933","5.270349","5.013923","9.829128","4.337007","4.901733",
"40000000.000000","20.751362","14.508443","5.433841","5.254432","10.055614","4.484219","5.054200",
"42000000.000000","21.476324","14.835614","5.599361","5.513483","10.302326","4.635024","5.207957",
"44000000.000000","22.221464","15.173485","5.766518","5.794432","10.569616","4.790233","5.363630",
"46000000.000000","22.985029","15.523241","5.935628","6.100724","10.856744","4.949664","5.521039",
"48000000.000000","23.767974","15.884742","6.106140","6.434756","11.171975","5.113264","5.680990",
"50000000.000000","24.568745","16.258869","6.279224","6.798197","11.518634","5.281295","5.843419",
"52000000.000000","25.390501","16.644377","6.454618","8.474122","11.898575","5.454184","6.007304",
"54000000.000000","26.229744","17.037982","6.632661","8.658799","12.313644","5.632584","6.173635",
"56000000.000000","27.087683","17.442835","6.813553","8.849173","12.765726","5.815789","6.342796",
"58000000.000000","27.965313","17.860364","6.997147","9.041292","13.259588","6.003865","6.514340",
"60000000.000000","28.861644","18.289227","7.184206","9.237370","13.811404","6.197598","6.688829",
"62000000.000000","29.776594","18.732063","7.374803","9.437226","14.461421","6.396675","6.866978",
"64000000.000000","30.710956","19.189350","7.567445","9.642765","15.355581","6.600813","7.049069",
"66000000.000000","31.660469","19.655625","7.763679","9.852129","17.606968","6.810123","7.235638",
"68000000.000000","32.629417","27.770045","10.939337","10.067342","20.909492","8.965224","10.383434",
"70000000.000000","33.617746","28.132182","11.106962","10.286448","21.123104","9.124969","10.541215",
"72000000.000000","34.624205","28.460563","11.275608","10.511888","21.341492","9.286033","10.699680",
"74000000.000000","35.649370","28.793171","11.444363","10.742044","21.565434","9.448162","10.858653",
"76000000.000000","45.223631","29.130339","11.614067","10.979633","21.795928","9.611688","11.018240",
"78000000.000000","46.032116","29.474043","11.785374","11.225308","22.033577","9.776854","11.178867",
"80000000.000000","46.850321","29.822610","11.957412","11.480461","22.279330","9.943815","11.339937",
"82000000.000000","47.679019","30.177475","12.130488","11.745835","22.533958","10.112439","11.502204",
"84000000.000000","48.518115","30.538231","12.303883","12.020993","22.797740","10.282851","11.665190",
"86000000.000000","49.367431","30.905339","12.477792","12.307355","23.072555","10.455392","11.829073",
"88000000.000000","50.226492","31.278823","12.653300","12.606016","23.358762","10.629632","11.993783",
"90000000.000000","51.094347","31.657900","12.829956","12.918943","23.657925","10.806169","12.159085",
"92000000.000000","51.973346","32.044282","13.006636","13.244836","23.970757","10.984079","12.325530",
"94000000.000000","52.862427","32.437043","13.184297","13.585234","24.298369","11.163861","12.492768",
"96000000.000000","53.759846","32.836368","13.362909","13.940562","24.641979","11.345822","12.661253",
"98000000.000000","54.668045","33.241256","13.542207","17.298516","25.001490","11.529853","12.830831",
"100000000.000000","55.583257","33.651776","13.722325","17.485449","25.377094","11.715408","13.001221",
"102000000.000000","56.508884","34.069204","13.904586","17.675859","25.769392","11.903552","13.172659",
"104000000.000000","57.445012","34.493008","14.087827","17.868288","26.177668","12.093660","13.345085",
"106000000.000000","58.390847","34.921665","14.271697","18.059143","26.602884","12.285767","13.518266",
"108000000.000000","59.346166","35.356100","14.456665","18.254083","27.045157","12.480828","13.692384",
"110000000.000000","60.311611","35.796883","14.643490","18.450630","27.504610","12.677712","13.867166",
"112000000.000000","61.286026","36.241611","14.831653","18.647311","27.982672","12.876797","14.043659",
"114000000.000000","62.268971","36.694521","15.020597","18.846618","28.481095","13.078054","14.221699",
"116000000.000000","63.261215","37.154381","15.210814","19.047605","29.001724","13.281793","14.400898",
"118000000.000000","64.264685","37.620773","15.402969","19.248867","29.549169","13.487905","14.581519",
"120000000.000000","65.276200","38.092483","15.596678","19.452103","30.130750","13.696510","14.763366",
"122000000.000000","66.295196","38.573108","15.788469","19.656751","30.756114","13.907341","14.946876",
"124000000.000000","67.324386","39.058895","15.978672","19.861565","31.449366","14.120661","15.132316",
"126000000.000000","68.363822","39.551112","16.170933","20.069919","32.248588","14.337180","15.319279",
"128000000.000000","69.412352","40.049089","16.364321","20.282474","33.245821","14.555213","15.508297",
"130000000.000000","70.470263","40.553801","16.560541","20.497775","34.700704","14.775073","15.699209",
"132000000.000000","71.536521","41.065219","16.758496","20.713633","37.784714","14.997558","15.892797",
"134000000.000000","72.611922","41.583920","16.961598","20.932223","43.460291","15.222561","16.089155",
"136000000.000000","73.696565","59.046077","23.077649","21.153031","43.675289","19.298465","22.180530",
"138000000.000000","74.791533","59.464414","23.250104","21.377407","43.892749","19.468240","22.343561",
"140000000.000000","75.895302","59.804129","23.422839","21.602707","44.112627","19.638569","22.506727",
"142000000.000000","77.007689","60.144284","23.595735","21.831459","44.335460","19.809431","22.670345",
"144000000.000000","78.127442","60.485646","23.769282","22.063057","44.560975","19.981231","22.834293",
"146000000.000000","79.258357","60.829840","23.942541","22.298300","44.789852","20.153467","22.998902",
"148000000.000000","80.398326","61.176194","24.116137","22.537345","45.021712","20.325973","23.163282",
"150000000.000000","81.545534","61.526537","24.289729","22.779330","45.256268","20.499568","23.328165",
"152000000.000000","102.904391","61.879165","24.464162","23.025572","45.493386","20.673741","23.493271",
"154000000.000000","103.788479","62.234820","24.639171","23.275924","45.734157","20.848825","23.658831",
"156000000.000000","104.677710","62.592921","24.814769","23.530021","45.978778","21.025338","23.824876",
"158000000.000000","105.571608","62.954095","24.991170","23.788580","46.227392","21.201880","23.991025",
"160000000.000000","106.469623","63.318722","25.167444","24.051236","46.480185","21.378977","24.157453",
"162000000.000000","107.373244","63.686232","25.344359","24.319075","46.737583","21.556597","24.324270",
