"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.630506","0.387188","0.165430","0.205308","0.365916","0.147014","0.155156",
"4000000.000000","1.441636","0.846010","0.348742","0.435360","0.774805","0.315578","0.324945",
"6000000.000000","2.440107","1.548710","0.590875","0.621842","1.239832","0.534448","0.553742",
"8000000.000000","3.141331","1.844061","0.726186","0.932640","1.658133","0.670757","0.676489",
"10000000.000000","4.570899","3.032063","1.100733","1.108049","2.219607","1.020228","1.026496",
"12000000.000000","5.210879","3.291004","1.234828","1.350966","2.450925","1.141791","1.146935",
"14000000.000000","5.899984","3.586531","1.380331","1.815587","2.792808","1.276753","1.278501",
"16000000.000000","6.640316","3.917803","1.540246","1.982666","3.387229","1.429399","1.423052",
"18000000.000000","9.013683","6.304165","2.212458","2.168970","4.779611","1.907027","2.055047",
"20000000.000000","9.637582","6.564425","2.354917","2.382236","4.985924","2.030617","2.188442",
"22000000.000000","10.293510","6.844500","2.500849","2.631912","5.225445","2.160349","2.326110",
"24000000.000000","10.975447","7.145794","2.650483","2.928635","5.512733","2.298210","2.469888",
"26000000.000000","11.689215","7.467828","2.807014","3.777605","5.858837","2.446069","2.618757",
"28000000.000000","12.434501","7.812562","2.969216","3.950668","6.271386","2.603309","2.772877",
"30000000.000000","13.210781","8.176753","3.137103","4.130759","6.771684","2.772494","2.933446",
"32000000.000000","14.020107","8.562923","3.316575","4.321732","7.521506","2.952702","3.101466",
"34000000.000000","14.860827","13.358615","4.908761","4.521644","9.511079","4.052869","4.612898",
"36000000.000000","15.732116","13.652261","5.068532","4.732417","9.715904","4.193783","4.761524",
"38000000.000000","20.052785","13.956581","5.229842","4.956280","9.932809","4.337231","4.911625",
"40000000.000000","20.756478","14.271840","5.393074","5.196032","10.163238","4.484397","5.063759",
"42000000.000000","21.481236","14.598740","5.557267","5.454761","10.410581","4.636974","5.217520",
