"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.634121","0.388460","0.166015","0.201688","0.334206","0.147670","0.153819",
"4000000.000000","1.444807","0.857321","0.349508","0.436729","0.768473","0.316611","0.323820",
"6000000.000000","2.443596","1.544008","0.591148","0.624732","1.278295","0.535710","0.553321",
"8000000.000000","3.144476","1.833917","0.725778","0.939479","1.695626","0.671511","0.676293",
"10000000.000000","4.573041","3.078502","1.101967","1.119177","2.455915","1.022277","1.028250",
"12000000.000000","5.211761","3.336015","1.235871","1.363955","2.691119","1.144371","1.148863",
"14000000.000000","5.901454","3.629598","1.381675","1.838858","3.033903","1.279667","1.281338",
"16000000.000000","6.640843","3.958683","1.541628","2.004506","3.627509","1.431526","1.425612",
"18000000.000000","9.006571","6.194003","2.216187","2.190102","4.882960","1.907063","2.057224",
"20000000.000000","9.629166","6.465374","2.361947","2.400118","5.084512","2.031227","2.190123",
"22000000.000000","10.283202","6.756494","2.513768","2.644496","5.323004","2.161081","2.328064",
"24000000.000000","10.964491","7.068082","2.670483","2.937561","5.608842","2.299182","2.471475",
"26000000.000000","11.677173","7.399556","2.831886","3.785519","5.954648","2.446843","2.620975",
"28000000.000000","12.421566","7.747864","2.999122","3.959302","6.366107","2.604717","2.775300",
"30000000.000000","13.196757","8.118322","3.172715","4.140114","6.865860","2.773432","2.935512",
"32000000.000000","14.004745","8.505400","3.353269","4.328625","7.594322","2.954230","3.103093",
"34000000.000000","14.844861","13.371223","4.937808","4.526809","10.105215","4.051629","4.612700",
"36000000.000000","15.716129","13.655875","5.096904","4.737622","10.310013","4.193535","4.761194",
"38000000.000000","20.052844","13.952471","5.258087","4.961863","10.527621","4.338053","4.910972",
"40000000.000000","20.757174","14.260099","5.420828","5.201350","10.758753","4.485393","5.063201",
"42000000.000000","21.482201","14.579113","5.585201","5.459506","11.007923","4.637196","5.216511",
"44000000.000000","22.227466","14.909435","5.751446","5.739763","11.277717","4.792298","5.372683",
"46000000.000000","22.990643","15.254037","5.920636","6.044991","11.572958","4.951222","5.530762",
"48000000.000000","23.772035","15.609727","6.092311","6.378271","11.895554","5.115367","5.690587",
"50000000.000000","24.572519","15.978486","6.265658","6.741059","12.248630","5.283977","5.852868",
"52000000.000000","25.394295","16.358775","6.441193","8.380341","12.633997","5.457390","6.017638",
"54000000.000000","26.232452","16.752391","6.618839","8.566134","13.052811","5.635307","6.184590",
"56000000.000000","27.090608","17.158161","6.799896","8.754718","13.506879","5.818814","6.353819",
"58000000.000000","27.966303","17.576419","6.983733","8.946637","14.002454","6.007222","6.525285",
"60000000.000000","28.862390","18.006024","7.170260","9.142373","14.553085","6.201393","6.699981",
"62000000.000000","29.776508","18.448228","7.360778","9.342405","15.201010","6.400762","6.878172",
"64000000.000000","30.706523","18.903505","7.554401","9.546223","16.087332","6.604953","7.060064",
"66000000.000000","31.655989","19.369278","7.751045","9.756156","18.301916","6.814322","7.246226",
"68000000.000000","32.624680","29.726986","10.896250","9.969710","20.747028","8.972503","10.393084",
"70000000.000000","33.611674","30.041575","11.063529","10.189409","20.960300","9.132171","10.551544",
"72000000.000000","34.617046","30.362190","11.232702","10.414781","21.178508","9.294260","10.710141",
"74000000.000000","35.641241","30.688424","11.402329","10.646840","21.401345","9.457462","10.869637",
"76000000.000000","45.197805","31.020742","11.572245","10.885831","21.630981","9.621314","11.029798",
"78000000.000000","45.984233","31.359660","11.743165","11.132840","21.867688","9.786518","11.191039",
"80000000.000000","46.800362","31.704394","11.915052","11.389090","22.112600","9.953091","11.352511",
"82000000.000000","47.628475","32.054660","12.087744","11.655119","22.367396","10.121425","11.514843",
"84000000.000000","48.467319","32.410612","12.261485","11.930987","22.631006","10.291831","11.678112",
"86000000.000000","49.315286","32.773031","12.435634","12.218927","22.905991","10.463821","11.841998",
"88000000.000000","50.172656","33.141541","12.610511","12.519383","23.193105","10.637545","12.007172",
"90000000.000000","51.042157","33.516395","12.786503","12.832073","23.493766","10.813141","12.173356",
"92000000.000000","51.920783","33.897630","12.963364","13.158611","23.807406","10.991010","12.339595",
"94000000.000000","52.808553","34.285777","13.141207","13.500138","24.134808","11.171267","12.507277",
"96000000.000000","53.706467","34.680859","13.319932","13.856416","24.476877","11.354038","12.675888",
"98000000.000000","54.612762","35.080923","13.500146","14.227397","24.835809","11.538287","12.845554",
"100000000.000000","55.530570","35.487971","13.681373","14.613566","25.211007","11.724389","13.016274",
"102000000.000000","56.457434","35.902949","13.863809","17.861656","25.602834","11.912877","13.187922",
"104000000.000000","57.393549","36.323204","14.047257","18.049521","26.011351","12.103025","13.360337",
"106000000.000000","58.338244","36.748841","14.231483","18.237982","26.436176","12.295551","13.533529",
"108000000.000000","59.292229","37.181030","14.416771","18.428890","26.879204","12.490381","13.707925",
"110000000.000000","60.256423","37.620791","14.603212","18.622055","27.339740","12.687258","13.883353",
"112000000.000000","61.230086","38.065996","14.790898","18.819001","27.818063","12.886691","14.060548",
"114000000.000000","62.212908","38.520355","14.980548","19.017174","28.316548","13.088846","14.238759",
"116000000.000000","63.204655","38.980191","15.170872","19.216690","28.836966","13.292911","14.417283",
"118000000.000000","64.206473","39.445343","15.363081","19.418534","29.383649","13.499083","14.597922",
"120000000.000000","65.217799","39.917476","15.556564","19.621835","29.964700","13.707612","14.780008",
"122000000.000000","66.239667","40.396719","15.751995","19.826817","30.589680","13.918508","14.964199",
"124000000.000000","67.270093","40.881986","15.948636","20.033983","31.281207","14.132170","15.150136",
"126000000.000000","68.308992","41.373823","16.147128","20.243018","32.078172","14.348277","15.337913",
"128000000.000000","69.357787","41.872813","16.347857","20.453884","33.071763","14.566207","15.527742",
"130000000.000000","70.415241","42.378243","16.550578","20.665919","34.513423","14.786348","15.719315",
