"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.630274","0.404959","0.166124","0.209585","0.340601","0.146933","0.154307",
"4000000.000000","1.434457","0.864928","0.348226","0.447309","0.744376","0.315989","0.324610",
"6000000.000000","2.432740","1.575535","0.588942","0.636112","1.217193","0.535979","0.554348",
"8000000.000000","3.133796","1.871999","0.725495","0.939280","1.643795","0.672375","0.677510",
"10000000.000000","4.562634","3.061611","1.100421","1.119658","2.380031","1.024138","1.029602",
"12000000.000000","5.202806","3.322147","1.235772","1.369831","2.619437","1.146291","1.151936",
"14000000.000000","5.892019","3.619372","1.382472","1.835460","2.969764","1.281680","1.284805",
"16000000.000000","6.631752","3.953309","1.542928","2.005294","3.573727","1.434231","1.431040",
"18000000.000000","9.007489","6.352929","2.211436","2.196327","4.871298","1.909007","2.057884",
"20000000.000000","9.632370","6.626545","2.357339","2.414733","5.078959","2.033727","2.192192",
"22000000.000000","10.287388","6.920186","2.510087","2.670779","5.323071","2.164658","2.331095",
"24000000.000000","10.971174","7.234479","2.667608","2.976902","5.618265","2.304200","2.475822",
"26000000.000000","11.684997","7.570044","2.829534","3.856988","5.974707","2.451897","2.625495",
"28000000.000000","12.431205","7.923040","2.997904","4.031613","6.396362","2.610613","2.780590",
"30000000.000000","13.207226","8.295436","3.172967","4.212930","6.903694","2.780967","2.942048",
"32000000.000000","14.015692","8.687524","3.355453","4.401617","7.661176","2.962399","3.110719",
"34000000.000000","14.856022","13.848433","4.929724","4.601782","9.797132","4.065704","4.622619",
"36000000.000000","15.728632","14.142892","5.088578","4.810704","10.003835","4.208946","4.771935",
"38000000.000000","20.061954","14.448006","5.249973","5.032747","10.221982","4.354062","4.923235",
"40000000.000000","20.766177","14.764250","5.413444","5.271498","10.455295","4.502737","5.075618",
"42000000.000000","21.490728","15.091620","5.578406","5.531760","10.706616","4.654798","5.229981",
"44000000.000000","22.234228","15.430221","5.745393","5.811737","10.980289","4.810623","5.386064",
"46000000.000000","22.996984","15.781558","5.914574","6.119475","11.280766","4.970392","5.544535",
"48000000.000000","23.778305","16.146296","6.085598","6.457771","11.611530","5.135245","5.705403",
"50000000.000000","24.578951","16.520637","6.259582","6.828292","11.975023","5.304218","5.868703",
"52000000.000000","25.398622","16.909289","6.435718","8.606707","12.370360","5.478445","6.033956",
"54000000.000000","26.237554","17.308366","6.615262","8.792819","12.799634","5.657683","6.201117",
"56000000.000000","27.094764","17.722510","6.797083","8.981585","13.262350","5.841743","6.371015",
"58000000.000000","27.971678","18.146611","6.981668","9.175520","13.765225","6.030906","6.543800",
"60000000.000000","28.867078","18.578904","7.168950","9.373748","14.324012","6.225280","6.719420",
"62000000.000000","29.780795","19.025262","7.359216","9.575782","14.980042","6.425141","6.898365",
"64000000.000000","30.713734","19.478695","7.553591","9.781249","15.875235","6.630190","7.081239",
"66000000.000000","31.665155","19.944150","7.751903","9.988661","18.157236","6.840532","7.268349",
"68000000.000000","32.632596","28.124107","10.930607","10.201952","20.733747","9.003594","10.422300",
"70000000.000000","33.620541","28.487500","11.098837","10.420719","20.947412","9.164218","10.580836",
"72000000.000000","34.626194","28.816765","11.268620","10.646758","21.166800","9.326019","10.740478",
"74000000.000000","35.650967","29.150648","11.439257","10.878641","21.391783","9.489914","10.900715",
"76000000.000000","45.227650","29.490248","11.610460","11.117962","21.623458","9.654518","11.061777",
"78000000.000000","46.035902","29.835257","11.781879","11.367251","21.862991","9.820498","11.223016",
"80000000.000000","46.855175","30.185992","11.955116","11.626378","22.111471","9.988077","11.385534",
"82000000.000000","47.685241","30.542642","12.128888","11.894807","22.369149","10.157435","11.548946",
"84000000.000000","48.525906","30.905544","12.303275","12.174980","22.636413","10.328552","11.712833",
"86000000.000000","49.375355","31.274991","12.478915","12.467824","22.915922","10.501661","11.877618",
"88000000.000000","50.235493","31.649435","12.655889","12.774365","23.208186","10.676641","12.042929",
