"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.634501","0.405648","0.165621","0.210825","0.372970","0.146965","0.153757",
"4000000.000000","1.447369","0.866765","0.346348","0.439610","0.782324","0.315569","0.323877",
"6000000.000000","2.445138","1.548139","0.583162","0.627084","1.248814","0.535195","0.552801",
"8000000.000000","3.147125","1.839313","0.714771","0.933243","1.669171","0.671104","0.675240",
"10000000.000000","4.575134","3.089881","1.092065","1.108701","2.263765","1.022228","1.026772",
"12000000.000000","5.213800","3.347630","1.226325","1.349585","2.497711","1.144262","1.148067",
"14000000.000000","5.902499","3.641304","1.371602","1.812173","2.840128","1.279596","1.280475",
"16000000.000000","6.642121","3.971124","1.532212","1.981791","3.434888","1.432334","1.424845",
"18000000.000000","9.016883","6.266423","2.207509","2.171363","4.683921","1.907465","2.054535",
"20000000.000000","9.642850","6.536628","2.353685","2.386497","4.885803","2.027096","2.187928",
"22000000.000000","10.299140","6.826729","2.505167","2.637641","5.120550","2.153831","2.326508",
"24000000.000000","10.984080","7.137339","2.661484","2.936532","5.401182","2.288569","2.471326",
"26000000.000000","11.699568","7.470037","2.822689","3.826375","5.742656","2.432656","2.620320",
"28000000.000000","12.447177","7.823511","2.989820","4.000104","6.153166","2.588060","2.775415",
"30000000.000000","13.224931","8.195648","3.163754","4.182700","6.654264","2.756835","2.935755",
"32000000.000000","14.035846","8.584291","3.344994","4.373480","7.405970","2.937104","3.103016",
"34000000.000000","14.878148","13.711424","4.934298","4.573419","9.480134","4.035084","4.610930",
"36000000.000000","15.751706","14.005303","5.094272","4.785662","9.685170","4.176268","4.758809",
"38000000.000000","20.094469","14.308619","5.255174","5.011124","9.901349","4.320331","4.908368",
"40000000.000000","20.798920","14.620756","5.417760","5.252498","10.132098","4.467254","5.059594",
"42000000.000000","21.523742","14.943656","5.582261","5.512031","10.380678","4.618559","5.213684",
"44000000.000000","22.268482","15.278399","5.748764","5.793202","10.649630","4.773268","5.369719",
"46000000.000000","23.032679","15.623853","5.917146","6.100238","10.943216","4.932604","5.527537",
"48000000.000000","23.815472","15.981067","6.087713","6.435434","11.264852","5.096184","5.687915",
"50000000.000000","24.617410","16.350696","6.260858","6.799928","11.617005","5.264646","5.850745",
"52000000.000000","25.439099","16.731835","6.436274","8.463135","12.001515","5.437576","6.014938",
"54000000.000000","26.277896","17.124424","6.613840","8.647151","12.420100","5.615655","6.181748",
"56000000.000000","27.136478","17.528139","6.793447","8.836614","12.874651","5.799036","6.351082",
"58000000.000000","28.012435","17.944777","6.975815","9.028580","13.369505","5.987548","6.522822",
"60000000.000000","28.908520","18.373146","7.161913","9.224090","13.920726","6.181254","6.697564",
"62000000.000000","29.824344","18.812855","7.351476","9.422618","14.569127","6.380234","6.875695",
"64000000.000000","30.758564","19.264243","7.545060","9.625473","15.457921","6.583688","7.057933",
"66000000.000000","31.709729","19.728903","7.742784","9.833537","17.682200","6.792536","7.244591",
"68000000.000000","32.678346","27.860260","10.916004","10.045391","19.998818","8.948802","10.393865",
"70000000.000000","33.666723","28.221968","11.083502","10.262965","20.211391","9.109014","10.552591",
"72000000.000000","34.672147","28.548796","11.251682","10.486692","20.428956","9.270603","10.711275",
"74000000.000000","35.695143","28.881759","11.420398","10.717134","20.652211","9.433078","10.870642",
"76000000.000000","45.225325","29.220404","11.590360","10.954830","20.882458","9.597004","11.030554",
"78000000.000000","46.034224","29.564147","11.761584","11.200533","21.120113","9.761817","11.191614",
"80000000.000000","46.852738","29.913594","11.933514","11.455023","21.365892","9.928421","11.353038",
"82000000.000000","47.682730","30.268547","12.105962","11.719860","21.620357","10.096903","11.515943",
"84000000.000000","48.520969","30.630013","12.278900","11.996112","21.884681","10.266849","11.679419",
"86000000.000000","49.370427","30.997717","12.453039","12.285005","22.159599","10.438597","11.843279",
"88000000.000000","50.228265","31.370826","12.628301","12.585565","22.445876","10.612930","12.007822",
"90000000.000000","51.096555","31.751254","12.804203","12.897569","22.745525","10.788885","12.174084",
"92000000.000000","51.972864","32.137385","12.981169","13.222990","23.058573","10.966544","12.340353",
"94000000.000000","52.860132","32.529535","13.158805","13.563565","23.386483","11.146442","12.508434",
"96000000.000000","53.758134","32.928630","13.336423","13.918679","23.729593","11.328723","12.677215",
"98000000.000000","54.665949","33.323287","13.515600","14.289412","24.089073","11.512503","12.846798",
"100000000.000000","55.581891","33.728903","13.696337","17.643877","24.464338","11.698389","13.017307",
"102000000.000000","56.507506","34.146555","13.878563","17.833376","24.855969","11.886178","13.188451",
"104000000.000000","57.442855","34.569424","14.061648","18.023878","25.264809","12.076711","13.360456",
"106000000.000000","58.389037","34.997608","14.245870","18.215897","25.690613","12.269459","13.533730",
"108000000.000000","59.344257","35.430464","14.431367","18.409448","26.133232","12.463475","13.707809",
"110000000.000000","60.309269","35.869688","14.617519","18.604221","26.592986","12.660584","13.883604",
"112000000.000000","61.282758","36.315429","14.805352","18.800707","27.071358","12.860171","14.060523",
"114000000.000000","62.265193","36.768691","14.994263","18.998389","27.569278","13.062166","14.238413",
"116000000.000000","63.257942","37.228208","15.184920","19.197713","28.090231","13.266353","14.417815",
"118000000.000000","64.260135","37.694205","15.377080","19.397512","28.638909","13.472980","14.598774",
"120000000.000000","65.271552","38.165521","15.570612","19.599200","29.220729","13.682068","14.781151",
"122000000.000000","66.290708","38.645250","15.765795","19.802856","29.847877","13.893420","14.965248",
"124000000.000000","67.320911","39.131302","15.962889","20.008163","30.540971","14.106675","15.151100",
"126000000.000000","68.358381","39.624110","16.161402","20.216647","31.339928","14.322052","15.338514",
"128000000.000000","69.406995","40.122331","16.361881","20.426397","32.337063","14.539956","15.527797",
"130000000.000000","70.463570","40.627523","16.564628","20.640167","33.795057","14.759255","15.718923",
"132000000.000000","71.529332","41.139854","16.769384","20.856175","36.868178","14.982148","15.913171",
"134000000.000000","72.604767","41.657637","16.976287","21.076360","40.656491","15.206792","16.109859",
"136000000.000000","73.690189","59.127903","23.094365","21.295750","40.871282","19.284037","22.202488",
"138000000.000000","74.784399","59.546974","23.266397","21.517962","41.088928","19.454223","22.365579",
"140000000.000000","75.887453","59.886623","23.438996","21.742049","41.308606","19.624928","22.528885",
"142000000.000000","76.999285","60.226842","23.612244","21.969594","41.530913","19.796057","22.692549",
"144000000.000000","78.120099","60.569511","23.785809","22.200216","41.756037","19.968064","22.856620",
"146000000.000000","79.250366","60.914040","23.959750","22.435685","41.984614","20.140488","23.020701",
"148000000.000000","80.389507","61.260956","24.134461","22.675670","42.215804","20.313820","23.185592",
"150000000.000000","81.537058","61.610814","24.308598","22.918632","42.450449","20.487871","23.351112",
"152000000.000000","102.923948","61.963439","24.482974","23.166044","42.688518","20.662688","23.516248",
"154000000.000000","103.809091","62.318830","24.658008","23.418060","42.929794","20.838081","23.681822",
"156000000.000000","104.698262","62.677060","24.833675","23.673343","43.175015","21.014190","23.848085",
"158000000.000000","105.592172","63.038820","25.009999","23.933526","43.424589","21.191092","24.014078",
"160000000.000000","106.491229","63.402938","25.186612","24.198566","43.678343","21.368740","24.180465",
"162000000.000000","107.396491","63.770473","25.363883","24.468210","43.937026","21.547006","24.347191",
"164000000.000000","108.304934","64.141159","25.541648","24.743779","44.200686","21.726151","24.514319",
