"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.633132","0.401769","0.165171","0.208075","0.368164","0.146995","0.153508",
"4000000.000000","1.448040","0.860737","0.345883","0.447295","0.781147","0.317011","0.324046",
"6000000.000000","2.452319","1.569708","0.583887","0.636821","1.219626","0.537395","0.553233",
"8000000.000000","3.157340","1.865059","0.719736","0.934531","1.645849","0.673477","0.676729",
"10000000.000000","4.592136","3.036975","1.094648","1.114174","2.496252","1.025259","1.029692",
"12000000.000000","5.235282","3.295973","1.228937","1.363681","2.735478","1.147894","1.151337",
"14000000.000000","5.929604","3.591870","1.376130","1.832693","3.085797","1.284134","1.284112",
"16000000.000000","6.672884","3.924158","1.536740","2.000565","3.687641","1.437438","1.429154",
"18000000.000000","9.059247","6.155532","2.216292","2.188510","4.966904","1.917315","2.053917",
"20000000.000000","9.686880","6.417463","2.363664","2.400977","5.176467","2.041567","2.187850",
"22000000.000000","10.346846","6.699955","2.515883","2.651088","5.420479","2.172146","2.327303",
"24000000.000000","11.032612","7.004118","2.673366","2.952557","5.714731","2.311388","2.471622",
"26000000.000000","11.750251","7.331478","2.836358","3.851530","6.070869","2.460041","2.622513",
"28000000.000000","12.501121","7.679568","3.005024","4.027239","6.493219","2.618982","2.777610",
"30000000.000000","13.284633","8.049364","3.180000","4.208598","7.002884","2.789365","2.938864",
"32000000.000000","14.099439","8.441052","3.362535","4.397462","7.765874","2.970372","3.107148",
"34000000.000000","14.947326","13.011217","4.953638","4.596365","10.136593","4.073245","4.618639",
"36000000.000000","15.825712","13.306954","5.113209","4.806757","10.338856","4.214177","4.768196",
"38000000.000000","20.200141","13.613938","5.274467","5.030723","10.552600","4.358761","4.919066",
"40000000.000000","20.912694","13.931173","5.438765","5.271239","10.785399","4.506900","5.070899",
"42000000.000000","21.643898","14.260096","5.604535","5.535086","11.036786","4.659251","5.225190",
"44000000.000000","22.397562","14.602041","5.772365","5.821522","11.309784","4.815471","5.381232",
"46000000.000000","23.168823","14.954864","5.942154","6.135339","11.609463","4.975927","5.540666",
"48000000.000000","23.960125","15.319331","6.114233","6.477998","11.939492","5.140753","5.701930",
"50000000.000000","24.770033","15.696536","6.288188","6.852108","12.303208","5.310400","5.865170",
"52000000.000000","25.598140","16.085628","6.464872","8.579183","12.699909","5.484629","6.030246",
"54000000.000000","26.447089","16.486695","6.643813","8.764438","13.128254","5.663878","6.197763",
"56000000.000000","27.313509","16.901038","6.825116","8.953000","13.588241","5.848450","6.368108",
"58000000.000000","28.198725","17.324129","7.009612","9.147477","14.088582","6.038137","6.540611",
"60000000.000000","29.102705","17.757192","7.197191","9.343956","14.645189","6.233621","6.716013",
"62000000.000000","30.025816","18.201238","7.387862","9.544496","15.298137","6.433776","6.894814",
"64000000.000000","30.968060","18.658335","7.583051","9.749434","16.193132","6.638541","7.078084",
"66000000.000000","31.928723","19.128142","7.781987","9.959248","18.447517","6.848690","7.265218",
"68000000.000000","32.909073","30.331904","10.957036","10.174922","20.642510","9.014899","10.413485",
"70000000.000000","33.908147","30.650132","11.126229","10.396570","20.856829","9.175781","10.572834",
"72000000.000000","34.924385","30.973598","11.296054","10.624415","21.076528","9.337845","10.732443",
"74000000.000000","35.958982","31.302761","11.465960","10.858629","21.302891","9.501414","10.893082",
"76000000.000000","45.599226","31.637574","11.636659","11.100567","21.535929","9.666680","11.054349",
"78000000.000000","46.416538","31.978516","11.808236","11.350461","21.775439","9.833099","11.216141",
"80000000.000000","47.241699","32.324768","11.981314","11.609940","22.023569","10.000796","11.379255",
"82000000.000000","48.077814","32.678146","12.154184","11.878184","22.281632","10.170476","11.542919",
"84000000.000000","48.924601","33.036826","12.328270","12.157918","22.550550","10.342275","11.707548",
"86000000.000000","49.780962","33.401318","12.503810","12.450009","22.830620","10.515712","11.873061",
"88000000.000000","50.648265","33.774282","12.679919","12.755327","23.123850","10.691207","12.038515",
"90000000.000000","51.523827","34.153176","12.857472","13.074853","23.431386","10.868047","12.205038",
"92000000.000000","52.411070","34.539147","13.035033","13.410604","23.753565","11.046995","12.372692",
"94000000.000000","53.307420","34.931664","13.214125","13.759519","24.090654","11.227865","12.541315",
"96000000.000000","54.212911","35.329062","13.393976","14.124193","24.444444","11.410639","12.711146",
"98000000.000000","55.129343","35.734877","13.575301","14.504580","24.813764","11.595549","12.881589",
"100000000.000000","56.052948","36.147214","13.757257","14.902366","25.201018","11.782542","13.053191",
"102000000.000000","56.986790","36.564416","13.940935","18.283459","25.604907","11.971898","13.225660",
