"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.629946","0.403409","0.165653","0.211306","0.341145","0.146662","0.153528",
"4000000.000000","1.440388","0.862760","0.346358","0.434433","0.783997","0.315625","0.323673",
"6000000.000000","2.437867","1.581457","0.585626","0.621544","1.281019","0.534466","0.552955",
"8000000.000000","3.137999","1.877323","0.720320","0.935811","1.700373","0.670393","0.675861",
"10000000.000000","4.561407","3.061900","1.094306","1.115545","2.428774","1.020841","1.027095",
"12000000.000000","5.201060","3.320398","1.226707","1.361738","2.663135","1.142918","1.147773",
"14000000.000000","5.889488","3.613332","1.371945","1.843028","3.005477","1.278341","1.279442",
"16000000.000000","6.629223","3.939494","1.532102","2.009033","3.601774","1.431068","1.423633",
"18000000.000000","9.002293","6.323482","2.202262","2.195247","4.925363","1.905962","2.055406",
"20000000.000000","9.629295","6.582825","2.347462","2.408672","5.126664","2.030492","2.188379",
"22000000.000000","10.284691","6.862734","2.498504","2.659059","5.361205","2.161581","2.326294",
"24000000.000000","10.968396","7.164089","2.655852","2.957458","5.642561","2.301141","2.469699",
"26000000.000000","11.680887","7.487181","2.817220","3.838114","5.983885","2.448455","2.618379",
"28000000.000000","12.426288","7.833679","2.983386","4.011719","6.392842","2.606173","2.772521",
"30000000.000000","13.203558","8.198794","3.156510","4.192372","6.893119","2.775732","2.932832",
"32000000.000000","14.011362","8.585342","3.337478","4.381144","7.645633","2.956207","3.100570",
"34000000.000000","14.850404","13.383718","4.912208","4.581819","9.829592","4.053687","4.610384",
"36000000.000000","15.721581","13.677569","5.071418","4.792198","10.030633","4.194010","4.757579",
"38000000.000000","20.061293","13.981665","5.231809","5.017714","10.246005","4.337962","4.907500",
"40000000.000000","20.765859","14.296649","5.394198","5.258277","10.475683","4.485329","5.059531",
"42000000.000000","21.490434","14.622804","5.559258","5.517187","10.721826","4.635725","5.213055",
"44000000.000000","22.234221","14.960730","5.726648","5.798407","10.988459","4.790458","5.368992",
"46000000.000000","22.998258","15.310754","5.896034","6.104890","11.281301","4.949819","5.526860",
"48000000.000000","23.779482","15.670962","6.066629","6.439561","11.601145","5.112943","5.686553",
"50000000.000000","24.580856","16.043860","6.240371","6.804596","11.951810","5.281197","5.848307",
"52000000.000000","25.400910","16.428216","6.416543","8.483433","12.335627","5.453889","6.012952",
"54000000.000000","26.241424","16.822987","6.595224","8.667318","12.753552","5.631394","6.174595",
"56000000.000000","27.097922","17.230450","6.775947","8.853714","13.207846","5.814897","6.338022",
"58000000.000000","27.972070","17.649171","6.958379","9.045240","13.703198","6.003026","6.504598",
"60000000.000000","28.866985","18.078842","7.144273","9.241211","14.255883","6.196505","6.676354",
"62000000.000000","29.780041","18.518413","7.334478","9.440862","14.905113","6.395399","6.854356",
"64000000.000000","30.712605","18.969157","7.528327","9.645304","15.793652","6.599379","7.037122",
"66000000.000000","31.662818","19.433023","7.725812","9.854148","18.028328","6.808618","7.223702",
"68000000.000000","32.630722","27.537892","10.886040","10.069249","20.586783","8.962366","10.372107",
"70000000.000000","33.619004","27.900255","11.053749","10.288711","20.798613","9.121699","10.530372",
"72000000.000000","34.624518","28.228856","11.222476","10.513847","21.015902","9.282176","10.689198",
"74000000.000000","35.649090","28.561521","11.391823","10.745569","21.238825","9.444428","10.848401",
"76000000.000000","45.191481","28.899398","11.562345","10.985022","21.467314","9.608181","11.009058",
"78000000.000000","45.999103","29.243381","11.733155","11.231613","21.703180","9.774016","11.169962",
"80000000.000000","46.817902","29.591860","11.904895","11.486579","21.947256","9.941139","11.331432",
"82000000.000000","47.646583","29.946876","12.077281","11.751668","22.200039","10.110311","11.493681",
