"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8f [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.632322","0.403813","0.164653","0.205299","0.335023","0.146694","0.153978",
"4000000.000000","1.445120","0.868924","0.347546","0.439851","0.774541","0.316731","0.323990",
"6000000.000000","2.418124","1.588103","0.588095","0.628663","1.326125","0.536094","0.552985",
"8000000.000000","3.111707","1.883740","0.723362","0.944985","1.749275","0.672625","0.675624",
"10000000.000000","4.544650","3.103944","1.097347","1.122491","2.422893","1.023399","1.026512",
"12000000.000000","5.186169","3.363165","1.231772","1.366844","2.661412","1.145729","1.148633",
"14000000.000000","5.877331","3.657129","1.377449","1.859676","3.011057","1.281716","1.280283",
"16000000.000000","6.618811","3.985500","1.537918","2.027638","3.608684","1.434018","1.425334",
"18000000.000000","8.998833","6.391927","2.208863","2.217791","4.534679","1.909030","2.046224",
"20000000.000000","9.624735","6.650934","2.354851","2.434447","4.743626","2.032355","2.179381",
"22000000.000000","10.281816","6.931711","2.506893","2.688368","4.987190","2.162699","2.317631",
"24000000.000000","10.966486","7.233455","2.663731","2.992082","5.280696","2.301002","2.461296",
"26000000.000000","11.683105","7.557593","2.825247","3.842345","5.633904","2.449039","2.610334",
"28000000.000000","12.430937","7.901713","2.992897","4.018438","6.053113","2.606908","2.765183",
"30000000.000000","13.210371","8.266697","3.166899","4.202570","6.558843","2.776127","2.925778",
"32000000.000000","14.021296","8.653037","3.348329","4.394586","7.315633","2.956988","3.093766",
"34000000.000000","14.863755","13.459086","4.930867","4.597240","9.730161","4.060805","4.625429",
"36000000.000000","15.738176","13.752326","5.090306","4.811511","9.934409","4.203300","4.774134",
"38000000.000000","20.082986","14.056909","5.251480","5.036159","10.147869","4.349457","4.924352",
"40000000.000000","20.788741","14.372406","5.414376","5.277415","10.380125","4.497532","5.077101",
"42000000.000000","21.514980","14.698985","5.580247","5.538159","10.630831","4.648770","5.231125",
"44000000.000000","22.259527","15.037460","5.747967","5.823046","10.903090","4.804594","5.387377",
"46000000.000000","23.024443","15.388202","5.916792","6.135554","11.201892","4.963868","5.545355",
"48000000.000000","23.807750","15.750199","6.087874","7.821513","11.531316","5.128534","5.705742",
"50000000.000000","24.610057","16.125963","6.261103","8.002346","11.893304","5.297463","5.868458",
"52000000.000000","25.432062","16.511904","6.436452","8.184443","12.288360","5.471563","6.033188",
"54000000.000000","26.272346","16.906366","6.615094","8.369357","12.716063","5.650033","6.200177",
"56000000.000000","27.132398","17.314587","6.796465","8.555754","13.176582","5.833784","6.369759",
"58000000.000000","28.010644","17.732018","6.980149","8.745464","13.677152","6.022787","6.541880",
"60000000.000000","28.907592","18.162454","7.166626","8.938535","14.233783","6.216735","6.717035",
"62000000.000000","29.824098","18.607408","7.357187","9.134990","14.887402","6.416087","6.896658",
"64000000.000000","30.757408","19.060540","7.551119","9.335796","15.779485","6.620686","7.078702",
"66000000.000000","31.710520","19.525230","7.747669","9.542014","17.983541","6.829896","7.265404",
"68000000.000000","32.681962","27.651966","10.914878","9.753193","20.364082","8.989250","10.417333",
"70000000.000000","33.671292","28.014911","11.082764","9.970080","20.578411","9.149641","10.575954",
"72000000.000000","34.678296","28.343658","11.251881","10.194692","20.797246","9.310725","10.735271",
