"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.800000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.761905","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.761905","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.688172","0.514706","1.000000","0.985294","0.500000","0.500000",
"198.000000","0.989691","0.727273","0.509804","1.000000","0.980392","0.500000","0.500000",
"408.000000","0.994975","0.731429","0.505882","1.000000","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.731429","0.501639","0.911475","0.993443","0.500000","0.500000",
"1740.000000","0.998785","0.725212","0.500870","0.900870","0.982609","0.500000","0.500000",
"3738.000000","0.999426","0.730385","0.500448","0.852915","0.992825","0.500000","0.500000",
"7516.000000","0.999733","0.729735","0.500455","0.846539","0.994991","0.500000","0.500000",
"15172.000000","0.999867","0.731233","0.500230","0.855862","0.997241","0.500000","0.500000",
"30726.000000","0.999934","0.731821","0.500118","0.879470","0.999053","0.500000","0.500000",
"62232.000000","0.999967","0.731021","0.500060","0.883039","0.996634","0.500000","0.500000",
"126270.000000","0.999984","0.731143","0.500030","0.842317","0.999061","0.500000","0.500000",
"256278.000000","0.999992","0.730939","0.500015","0.836541","0.999574","0.500000","0.500000",
"520240.000000","0.999996","0.730886","0.500008","0.833118","0.994944","0.500000","0.500000",
"1056322.000000","0.999998","0.730676","0.500004","0.828554","0.994344","0.500000","0.500000",
"2144976.000000","0.999999","0.731010","0.500002","0.801644","0.994748","0.500000","0.500000",
"4355706.000000","1.000000","0.731113","0.500001","0.808415","0.993693","0.000000","0.500000",
"8844858.000000","1.000000","0.731174","0.500000","0.746560","0.992454","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.790933","0.992989","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
