"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","1.000000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.800000","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.800000","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.727273","0.514706","0.985294","0.985294","0.500000","0.500000",
"198.000000","0.989691","0.761905","0.509804","0.990196","0.970588","0.500000","0.500000",
"408.000000","0.994975","0.731429","0.505882","1.000000","0.994118","0.500000","0.500000",
"822.000000","0.997555","0.742029","0.501639","0.973770","0.986885","0.500000","0.500000",
"1740.000000","0.998785","0.742029","0.500870","0.913043","1.000000","0.500000","0.500000",
"3738.000000","0.999426","0.740955","0.500448","0.849327","0.982960","0.500000","0.500000",
"7516.000000","0.999733","0.733524","0.500455","0.908015","0.992714","0.500000","0.500000",
"15172.000000","0.999867","0.728955","0.500230","0.858161","0.993103","0.500000","0.500000",
"30726.000000","0.999934","0.733196","0.500118","0.837438","0.997514","0.500000","0.500000",
"62232.000000","0.999967","0.731135","0.500060","0.855151","0.999038","0.500000","0.500000",
"126270.000000","0.999984","0.730923","0.500030","0.853976","0.999243","0.500000","0.500000",
"256278.000000","0.999992","0.732352","0.500015","0.835021","0.997218","0.500000","0.500000",
"520240.000000","0.999996","0.731906","0.500008","0.829097","0.991327","0.500000","0.500000",
"1056322.000000","0.999998","0.731212","0.500004","0.774488","0.995690","0.500000","0.500000",
"2144976.000000","0.999999","0.731371","0.500002","0.805516","0.991406","0.500000","0.500000",
"4355706.000000","1.000000","0.731183","0.500001","0.798185","0.991676","0.000000","0.500000",
"8844858.000000","1.000000","0.731048","0.500000","0.770395","0.992068","0.000000","0.500000",
"0.000000","0.000000","0.731092","0.500000","0.785568","0.989555","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
