"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.666667","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.666667","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.761905","0.514706","0.985294","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.731429","0.505882","0.982353","0.982353","0.500000","0.500000",
"822.000000","0.997555","0.727273","0.501639","0.937705","0.996721","0.500000","0.500000",
"1740.000000","0.998785","0.723164","0.500870","0.886957","0.994783","0.500000","0.500000",
"3738.000000","0.999426","0.724699","0.500448","0.884305","0.998206","0.500000","0.500000",
"7516.000000","0.999733","0.731951","0.500455","0.885701","0.998634","0.500000","0.500000",
"15172.000000","0.999867","0.734445","0.500230","0.853793","0.999540","0.500000","0.500000",
"30726.000000","0.999934","0.731167","0.500118","0.798603","0.999408","0.500000","0.500000",
"62232.000000","0.999967","0.731429","0.500060","0.842349","0.997776","0.500000","0.500000",
"126270.000000","0.999984","0.731233","0.500030","0.833475","0.999061","0.500000","0.500000",
"256278.000000","0.999992","0.731788","0.500015","0.849065","0.997690","0.500000","0.500000",
"520240.000000","0.999996","0.731559","0.500008","0.770419","0.997129","0.500000","0.500000",
"1056322.000000","0.999998","0.730770","0.500004","0.817575","0.994013","0.500000","0.500000",
"2144976.000000","0.999999","0.731153","0.500002","0.822725","0.995684","0.500000","0.500000",
"4355706.000000","1.000000","0.730937","0.500001","0.814527","0.995083","0.000000","0.500000",
"8844858.000000","1.000000","0.731102","0.500000","0.758147","0.993111","0.000000","0.500000",
"0.000000","0.000000","0.731066","0.500000","0.752396","0.991778","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
