"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.711111","0.514706","1.000000","0.985294","0.500000","0.500000",
"198.000000","0.989691","0.711111","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.719101","0.505882","0.988235","0.982353","0.500000","0.500000",
"822.000000","0.997555","0.731429","0.501639","0.944262","0.990164","0.500000","0.500000",
"1740.000000","0.998785","0.729345","0.500870","0.846957","0.993043","0.500000","0.500000",
"3738.000000","0.999426","0.732475","0.500448","0.912108","0.998206","0.500000","0.500000",
"7516.000000","0.999733","0.727015","0.500455","0.804645","0.990437","0.500000","0.500000",
"15172.000000","0.999867","0.728437","0.500230","0.816782","0.998851","0.500000","0.500000",
"30726.000000","0.999934","0.730581","0.500118","0.871537","0.992186","0.500000","0.500000",
"62232.000000","0.999967","0.730353","0.500060","0.857375","0.998738","0.500000","0.500000",
"126270.000000","0.999984","0.731706","0.500030","0.804918","0.999273","0.500000","0.500000",
"256278.000000","0.999992","0.731494","0.500015","0.851771","0.993996","0.500000","0.500000",
"520240.000000","0.999996","0.731310","0.500008","0.817614","0.998005","0.500000","0.500000",
"1056322.000000","0.999998","0.730729","0.500004","0.814103","0.996688","0.500000","0.500000",
"2144976.000000","0.999999","0.730580","0.500002","0.781724","0.993093","0.500000","0.500000",
"4355706.000000","1.000000","0.730952","0.500001","0.793285","0.993609","0.000000","0.500000",
"8844858.000000","1.000000","0.731006","0.500000","0.792392","0.993002","0.000000","0.500000",
"0.000000","0.000000","0.731004","0.500000","0.792818","0.990628","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
