"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.695652","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.711111","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.735632","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.752941","0.505882","1.000000","0.994118","0.500000","0.500000",
"822.000000","0.997555","0.727273","0.501639","0.970492","1.000000","0.500000","0.500000",
"1740.000000","0.998785","0.724187","0.500870","0.869565","0.996522","0.500000","0.500000",
"3738.000000","0.999426","0.733524","0.500448","0.884305","0.992825","0.500000","0.500000",
"7516.000000","0.999733","0.732213","0.500455","0.845173","0.996357","0.500000","0.500000",
"15172.000000","0.999867","0.728826","0.500230","0.865977","0.999080","0.500000","0.500000",
"30726.000000","0.999934","0.730841","0.500118","0.862657","0.995738","0.500000","0.500000",
"62232.000000","0.999967","0.730548","0.500060","0.852266","0.995793","0.500000","0.500000",
"126270.000000","0.999984","0.730646","0.500030","0.850494","0.996154","0.500000","0.500000",
"256278.000000","0.999992","0.730931","0.500015","0.838015","0.999210","0.500000","0.500000",
"520240.000000","0.999996","0.731363","0.500008","0.825769","0.992347","0.500000","0.500000",
"1056322.000000","0.999998","0.730147","0.500004","0.844496","0.990857","0.500000","0.500000",
"2144976.000000","0.999999","0.730706","0.500002","0.805507","0.993392","0.500000","0.500000",
"4355706.000000","1.000000","0.730961","0.500001","0.790229","0.991141","0.000000","0.500000",
"8844858.000000","1.000000","0.731215","0.500000","0.813912","0.995162","0.000000","0.500000",
"0.000000","0.000000","0.731080","0.500000","0.779897","0.991931","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
