"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.888889","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.744186","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.771084","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.757396","0.505882","0.976471","0.988235","0.500000","0.500000",
"822.000000","0.997555","0.739884","0.501639","0.967213","0.990164","0.500000","0.500000",
"1740.000000","0.998785","0.725212","0.500870","0.930435","0.996522","0.500000","0.500000",
"3738.000000","0.999426","0.735104","0.500448","0.852018","1.000000","0.500000","0.500000",
"7516.000000","0.999733","0.729605","0.500455","0.842441","0.998179","0.500000","0.500000",
"15172.000000","0.999867","0.729085","0.500230","0.812414","1.000000","0.500000","0.500000",
"30726.000000","0.999934","0.730320","0.500118","0.908596","0.997869","0.500000","0.500000",
"62232.000000","0.999967","0.733393","0.500060","0.828886","0.996153","0.500000","0.500000",
"126270.000000","0.999984","0.732246","0.500030","0.848919","0.999697","0.500000","0.500000",
"256278.000000","0.999992","0.731412","0.500015","0.812221","0.999909","0.500000","0.500000",
"520240.000000","0.999996","0.730841","0.500008","0.837085","0.996528","0.500000","0.500000",
"1056322.000000","0.999998","0.730955","0.500004","0.817579","0.995911","0.500000","0.500000",
"2144976.000000","0.999999","0.731345","0.500002","0.802716","0.991076","0.500000","0.500000",
"4355706.000000","1.000000","0.731025","0.500001","0.763168","0.993006","0.000000","0.500000",
"8844858.000000","1.000000","0.731071","0.500000","0.815047","0.993545","0.000000","0.500000",
"0.000000","0.000000","0.731119","0.500000","0.818135","0.991180","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
