"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.357899","0.110302","0.159215","0.161422","0.160794","0.214686","0.146728",
"4000000.000000","0.721614","0.219356","0.321356","0.324941","0.321785","0.429854","0.291780",
"6000000.000000","1.091181","0.332341","0.483851","0.488992","0.483560","0.644187","0.442474",
"8000000.000000","1.464730","0.447387","0.647208","0.652999","0.644557","0.858552","0.593824",
"10000000.000000","1.842645","0.564465","0.810980","0.818065","0.808339","1.073424","0.744863",
"12000000.000000","2.226658","0.683044","0.975662","0.984041","0.971028","1.287926","0.896529",
"14000000.000000","2.615189","0.801693","1.140195","1.150370","1.135297","1.502484","1.048276",
"16000000.000000","3.009806","0.918667","1.304685","1.315962","1.298820","1.717395","1.200846",
"18000000.000000","3.408990","1.036734","1.470007","1.481084","1.463435","1.932340","1.347263",
"20000000.000000","3.814589","1.156336","1.635531","1.647133","1.627870","2.147704","1.494622",
"22000000.000000","4.225896","1.276404","1.802016","1.814378","1.793509","2.362631","1.642408",
"24000000.000000","4.641924","1.397494","1.968742","1.981070","1.958834","2.577864","1.790822",
"26000000.000000","5.065887","1.518677","2.136396","2.148130","2.125196","2.793676","1.940585",
"28000000.000000","5.494382","1.640848","2.304114","2.316093","2.291391","3.010024","2.089868",
"30000000.000000","5.927852","1.767037","2.471705","2.485144","2.458447","3.225853","2.244103",
"32000000.000000","6.366249","1.893668","2.640346","2.654135","2.625481","3.441862","2.400373",
"34000000.000000","6.811844","2.021958","2.808834","2.823206","2.793649","3.657745","2.555998",
"36000000.000000","7.263386","2.151472","2.977862","2.992822","2.961908","3.873688","2.712521",
"38000000.000000","7.720771","2.281193","3.147291","3.163798","3.131210","4.089699","2.870009",
"40000000.000000","8.185311","2.412197","3.317972","3.334569","3.300607","4.305997","3.027577",
"42000000.000000","8.658026","2.544133","3.489597","3.505787","3.470551","4.522828","3.182577",
"44000000.000000","9.128833","2.677489","3.662214","3.677179","3.640818","4.739845","3.335883",
"46000000.000000","9.600606","2.810793","3.834652","3.849868","3.811688","4.956789","3.490194",
"48000000.000000","10.089619","2.945873","4.008036","4.022123","3.983210","5.173636","3.644851",
"50000000.000000","10.583679","3.081432","4.181918","4.195975","4.155295","5.391064","3.799789",
"52000000.000000","11.086355","3.218752","4.356260","4.369870","4.328110","5.608255","3.954195",
"54000000.000000","11.593535","3.355928","4.530902","4.545236","4.501068","5.826430","4.113976",
"56000000.000000","12.108661","3.495254","4.706434","4.721203","4.677260","6.044079","4.276017",
"58000000.000000","12.628847","3.636052","4.883227","4.896906","4.850881","6.261945","4.438247",
"60000000.000000","13.157189","3.777638","5.060455","5.074044","5.027041","6.479883","4.600744",
"62000000.000000","13.690012","3.920672","5.238834","5.252077","5.204001","6.697798","4.764158",
"64000000.000000","14.231907","4.064971","5.417386","5.431033","5.380381","6.915839","4.928902",
"66000000.000000","14.778499","4.211391","5.596980","5.611122","5.558211","7.134521","5.090792",
"68000000.000000","15.330559","4.359455","5.777509","5.791413","5.736906","7.352931","5.251084",
"70000000.000000","15.891103","4.509345","5.958873","5.972574","5.916481","7.572251","5.412382",
"72000000.000000","16.455751","4.655669","6.140946","6.154575","6.096780","7.791308","5.573635",
"74000000.000000","17.027504","4.804279","6.323503","6.337830","6.278276","8.010527","5.735373",
"76000000.000000","17.604989","4.953136","6.507184","6.521540","6.460941","8.229603","5.898492",
"78000000.000000","18.191048","5.104748","6.691786","6.707693","6.642560","8.449162","6.067458",
"80000000.000000","18.783596","5.258543","6.877533","6.893678","6.825826","8.669486","6.237875",
"82000000.000000","19.381644","5.414246","7.063989","7.080905","7.010097","8.890360","6.407990",
"84000000.000000","19.986735","5.576548","7.251393","7.269198","7.194982","9.110881","6.579005",
"86000000.000000","20.597520","5.741435","7.439696","7.458870","7.380141","9.331671","6.751268",
"88000000.000000","21.215996","5.909101","7.630002","7.650301","7.567830","9.552720","6.924115",
"90000000.000000","21.841230","6.078496","7.821461","7.843807","7.756793","9.775265","7.097573",
"92000000.000000","22.472399","6.250849","8.013441","8.037112","7.945200","9.996701","7.272239",
"94000000.000000","23.111368","6.425773","8.207289","8.231443","8.135554","10.218288","7.447363",
"96000000.000000","23.754773","6.603495","8.401833","8.427080","8.326459","10.440578","7.623188",
"98000000.000000","24.390287","6.784506","8.596960","8.625356","8.519254","10.662805","7.800845",
"100000000.000000","25.044573","6.967879","8.794065","8.824040","8.712169","10.875234","7.979444",
"102000000.000000","25.705890","7.153831","8.991559","9.023442","8.905900","11.090155","8.158900",
"104000000.000000","26.356197","7.343495","9.190437","9.224492","9.099591","11.305560","8.339381",
"106000000.000000","27.028907","7.535915","9.390731","9.428129","9.294398","11.521810","8.520583",
"108000000.000000","27.713936","7.731239","9.592498","9.630672","9.490494","11.742664","8.702767",
"110000000.000000","28.404795","7.929256","9.796545","9.835511","9.688895","11.966938","8.886145",
"112000000.000000","29.104718","8.130579","10.001700","10.041424","9.889769","12.190387","9.070709",
"114000000.000000","29.810369","8.335432","10.207980","10.249473","10.091940","12.414743","9.255660",
"116000000.000000","30.522922","8.544283","10.416377","10.460182","10.294708","12.640285","9.442430",
"118000000.000000","31.241202","8.755594","10.627508","10.672267","10.498186","12.865691","9.630592",
"120000000.000000","31.967654","8.971371","10.839355","10.888333","10.703939","13.091888","9.821115",
"122000000.000000","32.694503","9.191131","11.052999","11.103989","10.911711","13.318659","10.012986",
"124000000.000000","33.411573","9.413395","11.268398","11.321457","11.121011","13.545628","10.207149",
"126000000.000000","34.154196","9.639911","11.485917","11.541666","11.332683","13.772092","10.403554",
"128000000.000000","34.907742","9.870306","11.702903","11.763607","11.545244","13.999477","10.601802",
"130000000.000000","35.668150","10.103365","11.917352","11.988820","11.760706","14.227099","10.802581",
"132000000.000000","36.433855","10.341846","12.134911","12.215760","11.978008","14.455031","11.006307",
"134000000.000000","37.208908","10.583509","12.355197","12.446375","12.196541","14.683987","11.211770",
