"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.359353","0.105278","0.157171","0.158852","0.160215","0.214286","0.151420",
"4000000.000000","0.722358","0.210986","0.316122","0.320767","0.321691","0.428273","0.301681",
"6000000.000000","1.092014","0.318188","0.479630","0.483157","0.483496","0.642173","0.451572",
"8000000.000000","1.465407","0.428195","0.642425","0.645155","0.645953","0.856863","0.602514",
"10000000.000000","1.844612","0.541830","0.805837","0.807645","0.808216","1.071300","0.753928",
"12000000.000000","2.228924","0.656340","0.969615","0.971677","0.971464","1.286408","0.905696",
"14000000.000000","2.616971","0.771987","1.133859","1.133939","1.134659","1.501054","1.058130",
"16000000.000000","3.012257","0.890975","1.296803","1.293572","1.298807","1.716588","1.210597",
"18000000.000000","3.412643","1.013041","1.457274","1.452398","1.463170","1.931391","1.363693",
"20000000.000000","3.819198","1.135710","1.614563","1.613931","1.627848","2.146343","1.517142",
"22000000.000000","4.232678","1.260071","1.774651","1.775479","1.792413","2.361765","1.670728",
"24000000.000000","4.649666","1.384500","1.936451","1.937076","1.957361","2.577230","1.823780",
"26000000.000000","5.073940","1.510037","2.098080","2.104141","2.123396","2.792477","1.978489",
"28000000.000000","5.501126","1.636576","2.263414","2.272148","2.290032","3.008163","2.133776",
"30000000.000000","5.936893","1.763156","2.431072","2.440605","2.456918","3.224100","2.289321",
"32000000.000000","6.377198","1.891213","2.599401","2.609083","2.624351","3.439222","2.445255",
"34000000.000000","6.822899","2.020022","2.768201","2.777939","2.792048","3.655667","2.601641",
"36000000.000000","7.275790","2.149809","2.937638","2.946895","2.960310","3.871517","2.758505",
"38000000.000000","7.733260","2.280435","3.107134","3.111656","3.129616","4.087732","2.915193",
"40000000.000000","8.197726","2.411583","3.274136","3.276641","3.300478","4.304144","3.072521",
"42000000.000000","8.668134","2.543837","3.441243","3.442158","3.470195","4.521122","3.229934",
"44000000.000000","9.145707","2.676232","3.608751","3.608341","3.640216","4.737468","3.388922",
"46000000.000000","9.627568","2.810843","3.776017","3.775771","3.811531","4.954413","3.548405",
