"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.727273","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.666667","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.727273","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.719101","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.739884","0.505882","1.000000","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.719101","0.501639","0.970492","0.996721","0.500000","0.500000",
"1740.000000","0.998785","0.729345","0.500870","0.930435","0.996522","0.500000","0.500000",
"3738.000000","0.999426","0.731429","0.500448","0.840359","1.000000","0.500000","0.500000",
"7516.000000","0.999733","0.734840","0.500455","0.867031","0.998634","0.500000","0.500000",
"15172.000000","0.999867","0.731951","0.500230","0.872184","0.999770","0.500000","0.500000",
"30726.000000","0.999934","0.732737","0.500118","0.868103","0.998461","0.500000","0.500000",
"62232.000000","0.999967","0.732279","0.500060","0.864828","0.992968","0.500000","0.500000",
"126270.000000","0.999984","0.732344","0.500030","0.852644","0.998637","0.500000","0.500000",
"256278.000000","0.999992","0.732139","0.500015","0.842864","0.998754","0.500000","0.500000",
"520240.000000","0.999996","0.731204","0.500008","0.842065","0.998370","0.500000","0.500000",
"1056322.000000","0.999998","0.731186","0.500004","0.829964","0.995423","0.500000","0.500000",
"2144976.000000","0.999999","0.731181","0.500002","0.815773","0.993164","0.500000","0.500000",
"4355706.000000","1.000000","0.730938","0.500001","0.796013","0.991441","0.500000","0.500000",
"8844858.000000","1.000000","0.731026","0.500000","0.772477","0.989477","0.500000","0.500000",
"17961078.000000","1.000000","0.731041","0.500000","0.774844","0.991156","0.500000","0.500000",
"36473442.000000","1.000000","0.731012","0.500000","0.766565","0.987066","0.500000","0.500000",
"74066548.000000","1.000000","0.731002","0.500000","0.762062","0.990207","0.500000","0.500000",
"150406842.000000","1.000000","0.731078","0.500000","0.767037","0.987629","0.000000","0.500000",
"305431228.000000","1.000000","0.731075","0.500000","0.753466","0.986502","0.000000","0.500000",
"0.000000","0.000000","0.731074","0.500000","0.757149","0.984927","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
