"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.800000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.695652","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.820513","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.752941","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.790123","0.509804","1.000000","1.000000","0.500000","0.500000",
"408.000000","0.994975","0.742029","0.505882","0.994118","1.000000","0.500000","0.500000",
"822.000000","0.997555","0.742029","0.501639","0.898361","1.000000","0.500000","0.500000",
"1740.000000","0.998785","0.730906","0.500870","0.916522","0.993043","0.500000","0.500000",
"3738.000000","0.999426","0.729085","0.500448","0.847534","0.986547","0.500000","0.500000",
"7516.000000","0.999733","0.729215","0.500455","0.870674","0.996357","0.500000","0.500000",
"15172.000000","0.999867","0.731886","0.500230","0.822529","0.998851","0.500000","0.500000",
"30726.000000","0.999934","0.729572","0.500118","0.823467","0.999408","0.500000","0.500000",
"62232.000000","0.999967","0.729865","0.500060","0.871319","0.999519","0.500000","0.500000",
"126270.000000","0.999984","0.731322","0.500030","0.828266","0.991914","0.500000","0.500000",
"256278.000000","0.999992","0.731004","0.500015","0.837878","0.999985","0.500000","0.500000",
"520240.000000","0.999996","0.731157","0.500008","0.839072","0.993566","0.500000","0.500000",
"1056322.000000","0.999998","0.731291","0.500004","0.808562","0.994783","0.500000","0.500000",
"2144976.000000","0.999999","0.731193","0.500002","0.816247","0.993217","0.500000","0.500000",
"4355706.000000","1.000000","0.731025","0.500001","0.816046","0.990684","0.500000","0.500000",
"8844858.000000","1.000000","0.731065","0.500000","0.794464","0.991748","0.500000","0.500000",
"17961078.000000","1.000000","0.731039","0.500000","0.772038","0.990957","0.500000","0.500000",
"36473442.000000","1.000000","0.731041","0.500000","0.782200","0.988151","0.500000","0.500000",
"74066548.000000","1.000000","0.731042","0.500000","0.776736","0.990188","0.500000","0.500000",
"150406842.000000","1.000000","0.731086","0.500000","0.747438","0.989290","0.000000","0.500000",
"305431228.000000","1.000000","0.731066","0.500000","0.761394","0.986613","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.754282","0.987605","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
