"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","1.000000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.800000","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.666667","0.509804","1.000000","0.980392","0.500000","0.500000",
"96.000000","0.978723","0.680851","0.514706","1.000000","0.985294","0.500000","0.500000",
"198.000000","0.989691","0.711111","0.509804","1.000000","0.980392","0.500000","0.500000",
"408.000000","0.994975","0.739884","0.505882","1.000000","0.994118","0.500000","0.500000",
"822.000000","0.997555","0.727273","0.501639","0.970492","0.993443","0.500000","0.500000",
"1740.000000","0.998785","0.734577","0.500870","0.966957","0.972174","0.500000","0.500000",
"3738.000000","0.999426","0.731429","0.500448","0.916592","0.986547","0.500000","0.500000",
"7516.000000","0.999733","0.735368","0.500455","0.859745","0.998634","0.500000","0.500000",
"15172.000000","0.999867","0.734577","0.500230","0.813333","0.999310","0.500000","0.500000",
"30726.000000","0.999934","0.729605","0.500118","0.844660","0.996922","0.500000","0.500000",
"62232.000000","0.999967","0.730776","0.500060","0.842890","0.998017","0.500000","0.500000",
"126270.000000","0.999984","0.731184","0.500030","0.862698","0.996275","0.500000","0.500000",
"256278.000000","0.999992","0.731420","0.500015","0.849369","0.997690","0.500000","0.500000",
"520240.000000","0.999996","0.731404","0.500008","0.840709","0.997655","0.500000","0.500000",
"1056322.000000","0.999998","0.731169","0.500004","0.811119","0.996277","0.500000","0.500000",
"2144976.000000","0.999999","0.730901","0.500002","0.809642","0.992550","0.500000","0.500000",
"4355706.000000","1.000000","0.731416","0.500001","0.812304","0.991731","0.500000","0.500000",
"8844858.000000","1.000000","0.731241","0.500000","0.815416","0.992738","0.500000","0.500000",
"17961078.000000","1.000000","0.731027","0.500000","0.781526","0.988166","0.500000","0.500000",
"36473442.000000","1.000000","0.731075","0.500000","0.752626","0.989702","0.500000","0.500000",
"74066548.000000","1.000000","0.731029","0.500000","0.718979","0.989731","0.500000","0.500000",
"150406842.000000","1.000000","0.731044","0.500000","0.750838","0.988339","0.000000","0.500000",
"305431228.000000","1.000000","0.731019","0.500000","0.757815","0.986918","0.000000","0.500000",
"0.000000","0.000000","0.731062","0.500000","0.722672","0.987129","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
