"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","1.000000","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.800000","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.800000","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.800000","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.780488","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.735632","0.509804","0.960784","0.990196","0.500000","0.500000",
"408.000000","0.994975","0.748538","0.505882","0.964706","0.958824","0.500000","0.500000",
"822.000000","0.997555","0.742029","0.501639","0.934426","0.983607","0.500000","0.500000",
"1740.000000","0.998785","0.732475","0.500870","0.840000","0.994783","0.500000","0.500000",
"3738.000000","0.999426","0.731951","0.500448","0.863677","0.997309","0.500000","0.500000",
"7516.000000","0.999733","0.728566","0.500455","0.837432","1.000000","0.500000","0.500000",
"15172.000000","0.999867","0.729865","0.500230","0.802989","0.999770","0.500000","0.500000",
"30726.000000","0.999934","0.732803","0.500118","0.880772","0.999763","0.500000","0.500000",
"62232.000000","0.999967","0.730418","0.500060","0.876307","0.999760","0.500000","0.500000",
"126270.000000","0.999984","0.731608","0.500030","0.869420","0.993368","0.500000","0.500000",
"256278.000000","0.999992","0.731380","0.500015","0.852242","0.996276","0.500000","0.500000",
"520240.000000","0.999996","0.730548","0.500008","0.849580","0.997898","0.500000","0.500000",
"1056322.000000","0.999998","0.730387","0.500004","0.808116","0.996547","0.500000","0.500000",
"2144976.000000","0.999999","0.731233","0.500002","0.802828","0.992309","0.500000","0.500000",
"4355706.000000","1.000000","0.731073","0.500001","0.794924","0.988990","0.500000","0.500000",
"8844858.000000","1.000000","0.730932","0.500000","0.798144","0.992232","0.500000","0.500000",
"17961078.000000","1.000000","0.730912","0.500000","0.792069","0.990023","0.500000","0.500000",
"36473442.000000","1.000000","0.731104","0.500000","0.805121","0.987156","0.500000","0.500000",
"74066548.000000","1.000000","0.731090","0.500000","0.780161","0.989331","0.500000","0.500000",
"150406842.000000","1.000000","0.731123","0.500000","0.773742","0.988843","0.000000","0.500000",
"305431228.000000","1.000000","0.731078","0.500000","0.763089","0.988279","0.000000","0.500000",
"0.000000","0.000000","0.731076","0.500000","0.750540","0.986392","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000",
