"[count]","uHashT [%]","cHashT [%]","iHashT_u8h [%]","iHashT_u8 [%]","iHashT_u16 [%]","dHashT [%]","fHashT [%]",
"4.000000","0.500000","0.666667","0.513514","1.000000","1.000000","0.500000","0.500000",
"10.000000","0.800000","0.666667","0.512821","1.000000","1.000000","0.500000","0.500000",
"22.000000","0.909091","0.666667","0.511628","1.000000","1.000000","0.500000","0.500000",
"46.000000","0.956522","0.727273","0.509804","1.000000","1.000000","0.500000","0.500000",
"96.000000","0.978723","0.761905","0.514706","1.000000","1.000000","0.500000","0.500000",
"198.000000","0.989691","0.744186","0.509804","1.000000","0.990196","0.500000","0.500000",
"408.000000","0.994975","0.723164","0.505882","0.994118","0.994118","0.500000","0.500000",
"822.000000","0.997555","0.742029","0.501639","0.983607","0.993443","0.500000","0.500000",
"1740.000000","0.998785","0.744186","0.500870","0.876522","0.991304","0.500000","0.500000",
"3738.000000","0.999426","0.736161","0.500448","0.902242","0.992825","0.500000","0.500000",
"7516.000000","0.999733","0.736956","0.500455","0.891166","0.996812","0.500000","0.500000",
"15172.000000","0.999867","0.734840","0.500230","0.854943","0.997701","0.500000","0.500000",
"30726.000000","0.999934","0.733524","0.500118","0.883850","0.999526","0.500000","0.500000",
"62232.000000","0.999967","0.730874","0.500060","0.877089","0.998497","0.500000","0.500000",
"126270.000000","0.999984","0.730287","0.500030","0.800224","0.999394","0.500000","0.500000",
"256278.000000","0.999992","0.731118","0.500015","0.815945","0.999286","0.500000","0.500000",
"520240.000000","0.999996","0.731923","0.500008","0.828899","0.995584","0.500000","0.500000",
"1056322.000000","0.999998","0.730968","0.500004","0.820014","0.998129","0.500000","0.500000",
"2144976.000000","0.999999","0.730810","0.500002","0.798024","0.995985","0.500000","0.500000",
"4355706.000000","1.000000","0.731177","0.500001","0.810121","0.993287","0.500000","0.500000",
"8844858.000000","1.000000","0.731122","0.500000","0.777189","0.989699","0.500000","0.500000",
"17961078.000000","1.000000","0.730980","0.500000","0.806181","0.989974","0.500000","0.500000",
"36473442.000000","1.000000","0.731036","0.500000","0.765476","0.989542","0.500000","0.500000",
"74066548.000000","1.000000","0.731077","0.500000","0.784651","0.989306","0.500000","0.500000",
"150406842.000000","1.000000","0.731080","0.500000","0.775333","0.989505","0.000000","0.500000",
"305431228.000000","1.000000","0.731031","0.500000","0.750679","0.988253","0.000000","0.500000",
"0.000000","0.000000","0.731071","0.500000","0.749040","0.987739","0.000000","0.500000",
"0.000000","0.000000","0.000000","0.500000","0.709188",
