"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.661051","0.352047","0.178319","0.217902","0.371699","0.166293","0.157746",
"4000000.000000","1.498877","0.797453","0.374228","0.459766","0.794895","0.361911","0.335102",
"6000000.000000","2.528602","1.470170","0.629084","0.650272","1.218270","0.609888","0.572927",
"8000000.000000","3.249607","1.735589","0.776667","0.965712","1.643732","0.769840","0.702238",
"10000000.000000","4.709775","2.908359","1.169158","1.151675","2.399745","1.158659","1.064243",
"12000000.000000","5.369354","3.116701","1.317792","1.409459","2.648528","1.315572","1.192940",
"14000000.000000","6.079268","3.373126","1.479164","1.880243","3.012211","1.482474","1.332499",
"16000000.000000","6.839885","3.674359","1.654955","2.056083","3.627170","1.662640","1.484283",
"18000000.000000","9.271409","6.057291","2.345515","2.252140","4.988059","2.226156","2.131623",
"20000000.000000","9.912308","6.254921","2.501458","2.475403","5.198413","2.382881","2.278223",
"22000000.000000","10.587015","6.478843","2.662359","2.737473","5.437913","2.544376","2.427322",
"24000000.000000","11.291505","6.728053","2.831710","3.053086","5.719252","2.714346","2.578728",
"26000000.000000","12.025626","7.004271","3.009536","3.974262","6.062385","2.895242","2.733641",
"28000000.000000","12.775362","7.307523","3.192684","4.158125","6.489356","3.087066","2.895150",
"30000000.000000","13.576311","7.638469","3.384223","4.349981","7.009889","3.288210","3.063065",
"32000000.000000","14.397401","7.995077","3.584009","4.549211","7.783047","3.498378","3.239328",
"34000000.000000","15.239765","12.690255","5.190869","4.758127","10.214146","4.619557","4.771818",
"36000000.000000","16.121040","12.901182","5.364201","4.978233","10.422849","4.799883","4.929229",
"38000000.000000","20.578605","13.125997","5.539661","5.213607","10.644416","4.989674","5.087357",
"40000000.000000","21.306232","13.366504","5.717953","5.463985","10.881565","5.181955","5.247610",
"42000000.000000","22.051080","13.620914","5.893841","5.734413","11.137493","5.378195","5.409759",
"44000000.000000","22.814543","13.891680","6.073171","6.029156","11.417601","5.577786","5.573980",
"46000000.000000","23.599058","14.177348","6.252604","6.353316","11.725557","5.780817","5.740325",
"48000000.000000","24.403433","14.480841","6.432656","6.709148","12.067159","5.981392","5.908612",
"50000000.000000","25.227264","14.799776","6.616195","7.097646","12.443758","6.185432","6.078502",
"52000000.000000","26.071257","15.136463","6.807644","8.883156","12.854017","6.393160","6.251830",
"54000000.000000","26.934554","15.489764","7.002796","9.078288","13.297621","6.605131","6.426217",
"56000000.000000","27.817378","15.857767","7.200978","9.278382","13.774645","6.824665","6.602684",
"58000000.000000","28.720674","16.240878","7.401882","9.479937","14.291261","7.051437","6.781941",
"60000000.000000","29.643302","16.640326","7.606407","9.685150","14.861748","7.281193","6.963995",
"62000000.000000","30.586328","17.056614","7.815322","9.893941","15.531276","7.515136","7.150773",
"64000000.000000","31.546576","17.483529","8.027885","10.108403","16.441942","7.753139","7.341189",
"66000000.000000","32.525764","17.919461","8.245610","10.322607","18.746362","7.993963","7.535890",
"68000000.000000","33.523793","28.552107","11.450667","10.537320","21.734595","10.191277","10.707055",
"70000000.000000","34.539687","28.780609","11.633014","10.758696","21.954578","10.405557","10.875313",
"72000000.000000","35.573315","29.015507","11.815488","10.984541","22.178059","10.621426","11.043112",
"74000000.000000","36.626538","29.260796","11.998836","11.226417","22.402342","10.838953","11.204483",
"76000000.000000","46.380900","29.521191","12.182957","11.474174","22.633431","11.056670","11.366056",
"78000000.000000","47.212858","29.789623","12.368135","11.729678","22.871783","11.275284","11.528393",
"80000000.000000","48.056171","30.066173","12.554381","11.995400","23.121776","11.495385","11.692310",
"82000000.000000","48.909453","30.351829","12.741724","12.270703","23.388651","11.716764","11.857162",
"84000000.000000","49.771793","30.645923","12.929403","12.558718","23.666260","11.939159","12.025731",
"86000000.000000","50.645350","30.948246","13.118250","12.859146","23.956272","12.162935","12.197879",
"88000000.000000","51.528276","31.261102","13.309277","13.159226","24.262545","12.388313","12.370873",
"90000000.000000","52.421441","31.581431","13.501263","13.466652","24.582767","12.616021","12.544799",
"92000000.000000","53.307735","31.913838","13.695324","13.789756","24.919013","12.843908","12.719733",
"94000000.000000","54.203524","32.249494","13.889817","14.141246","25.272512","13.073335","12.895522",
"96000000.000000","55.126118","32.583790","14.085050","14.518057","25.642921","13.304280","13.072501",
"98000000.000000","56.058813","32.927840","14.281871","14.912533","26.030162","13.536141","13.250230",
"100000000.000000","56.994949","33.286189","14.482193","18.166123","26.436109","13.769975","13.428615",
"102000000.000000","57.922029","33.659071","14.681827","18.364244","26.858646","14.005340","13.607890",
"104000000.000000","58.882182","34.041171","14.882451","18.563888","27.298526","14.242421","13.788092",
"106000000.000000","59.824882","34.421952","15.083318","18.764357","27.754858","14.480668","13.969825",
"108000000.000000","60.805808","34.810751","15.285532","18.964159","28.227217","14.720976","14.152422",
"110000000.000000","61.796519","35.218661","15.490402","19.161811","28.715796","14.962737","14.335871",
"112000000.000000","62.796908","35.635216","15.696105","19.361373","29.220745","15.205365","14.520746",
"114000000.000000","63.807914","36.061615","15.904313","19.562598","29.743468","15.449321","14.707426",
"116000000.000000","64.827195","36.481450","16.113138","19.764101","30.287771","15.694636","14.895577",
"118000000.000000","65.857627","36.910340","16.323549","19.973930","30.856951","15.941029","15.084862",
"120000000.000000","66.899085","37.361336","16.533311","20.186822","31.458382","16.189601","15.275761",
"122000000.000000","67.946743","37.821212","16.741700","20.400976","32.106765","16.439351","15.468977",
"124000000.000000","69.004126","38.295392","16.951764","20.616838","32.820674","16.690390","15.663296",
"126000000.000000","70.070671","38.778818","17.162771","20.835342","33.617612","16.942089","15.860690",
"128000000.000000","71.147503","39.270404","17.378788","21.049959","34.636718","17.194869","16.059541",
"130000000.000000","72.233460","39.770882","17.603427","21.267030","36.142902","17.449938","16.260484",
"132000000.000000","73.329400","40.278441","17.830156","21.486396","39.257854","17.705392","16.463770",
"134000000.000000","74.434291","40.793932","18.059070","21.707736","44.670956","17.961795","16.669593",
"136000000.000000","75.550665","58.511557","24.277194","21.938139","44.890438","22.153481","22.840969",
"138000000.000000","76.643775","58.842646","24.464854","22.171444","45.105203","22.383158","23.012409",
"140000000.000000","77.775731","59.098993","24.651231","22.407845","45.323461","22.607430","23.184415",
"142000000.000000","78.917421","59.356389","24.837625","22.647707","45.545195","22.829973","23.357148",
"144000000.000000","80.066395","59.619216","25.024715","22.885875","45.770642","23.053117","23.530066",
"146000000.000000","81.226533","59.887195","25.213140","23.124109","46.006522","23.276415","23.702700",
"148000000.000000","82.395776","60.160400","25.399473","23.365899","46.247006","23.506069","23.872010",
"150000000.000000","83.573012","60.438129","25.584007","23.609712","46.489911","23.738375","24.037804",
"152000000.000000","105.446910","60.718744","25.767578","23.866848","46.737364","23.971550","24.205467",
"154000000.000000","106.333852","61.004990","25.949476","24.129191","46.989921","24.205010","24.373737",
"156000000.000000","107.238329","61.293856","26.131706","24.396651","47.244519","24.436371","24.542232",
"158000000.000000","108.141631","61.587834","26.319085","24.669178","47.504191","24.662068","24.712443",
"160000000.000000","109.046515","61.887314","26.509617","24.947604","47.770609","24.887436","24.888034",
"162000000.000000","109.978846","62.189473","26.700568","25.230205","48.040923","25.115124","25.063377",
"164000000.000000","110.917960","62.496309","26.892196","25.518428","48.316396","25.344778","25.238853",
"166000000.000000","111.859185","62.807692","27.084667","25.814115","48.598294","25.580944","25.415818",
"168000000.000000","112.808133","63.124851","27.277680","26.114614","48.879442","25.818151","25.592469",
"170000000.000000","113.760612","63.446399","27.470851","26.421713","49.158738","26.055921","25.765113",
"172000000.000000","114.716559","63.771660","27.664314","26.735331","49.444516","26.294282","25.936088",
