"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.659290","0.361935","0.181386","0.216771","0.364886","0.169791","0.158209",
"4000000.000000","1.487983","0.805446","0.380023","0.461389","0.794770","0.369570","0.335767",
"6000000.000000","2.511647","1.464774","0.636430","0.658224","1.288095","0.623100","0.573654",
"8000000.000000","3.231820","1.728804","0.787440","0.988243","1.719478","0.787684","0.701976",
"10000000.000000","4.699657","2.965938","1.177865","1.172261","2.471519","1.175090","1.064957",
"12000000.000000","5.357711","3.175369","1.326332","1.424124","2.710547","1.331427","1.193904",
"14000000.000000","6.067443","3.433075","1.486654","1.927543","3.064234","1.497965","1.332163",
"16000000.000000","6.827265","3.733553","1.661784","2.103081","3.675345","1.677316","1.483552",
"18000000.000000","9.250945","6.148017","2.361699","2.298301","5.188697","2.192928","2.130875",
"20000000.000000","9.894783","6.345068","2.521833","2.519536","5.399871","2.355018","2.273009",
"22000000.000000","10.569415","6.563123","2.688594","2.778768","5.647797","2.523254","2.418419",
"24000000.000000","11.274292","6.806311","2.859933","3.087007","5.949105","2.697935","2.569613",
"26000000.000000","12.012008","7.075161","3.038385","3.954479","6.313754","2.875681","2.725205",
"28000000.000000","12.770416","7.371087","3.222617","4.138073","6.743817","3.062097","2.886379",
"30000000.000000","13.552044","7.701381","3.413155","4.328664","7.263170","3.256449","3.054345",
"32000000.000000","14.383980","8.057254","3.611972","4.528300","8.033794","3.460895","3.230635",
"34000000.000000","15.229219","12.706655","5.196841","4.736085","10.366918","4.577647","4.761073",
"36000000.000000","16.124870","12.917317","5.364609","4.956110","10.576476","4.764711","4.918316",
"38000000.000000","20.441364","13.142069","5.534340","5.188969","10.799610","4.953970","5.077932",
"40000000.000000","21.168585","13.382773","5.706131","5.436238","11.038467","5.146666","5.239238",
"42000000.000000","21.915376","13.636984","5.882844","5.693204","11.297192","5.342202","5.400528",
"44000000.000000","22.681412","13.906820","6.064732","5.967109","11.577870","5.541509","5.564220",
"46000000.000000","23.467197","14.192995","6.249903","6.265675","11.885983","5.745575","5.729976",
"48000000.000000","24.272796","14.495776","6.436621","6.592722","12.223909","5.952338","5.896903",
"50000000.000000","25.098318","14.814674","6.626750","6.946703","12.592998","6.162408","6.067425",
"52000000.000000","25.944114","15.148509","6.818352","8.607439","12.996409","6.376500","6.239499",
"54000000.000000","26.808359","15.499477","7.008017","8.796054","13.435142","6.594531","6.413971",
"56000000.000000","27.693570","15.865820","7.200469","8.987643","13.908035","6.809353","6.590536",
"58000000.000000","28.596682","16.247615","7.394990","9.182497","14.421927","7.028167","6.769785",
"60000000.000000","29.513070","16.647248","7.594172","9.381052","14.990789","7.250980","6.952385",
"62000000.000000","30.435925","17.061827","7.796829","9.583692","15.657144","7.477157","7.138265",
"64000000.000000","31.393358","17.492477","8.002240","9.790396","16.567246","7.714051","7.327869",
"66000000.000000","32.350353","17.939006","8.212201","10.000309","18.863118","7.954037","7.522219",
"68000000.000000","33.347185","28.538450","11.398122","10.213906","21.917453","10.151508","10.691369",
"70000000.000000","34.364312","28.774761","11.572330","10.435722","22.137075","10.365602","10.851319",
"72000000.000000","35.397586","29.017925","11.749404","10.661186","22.360681","10.581190","11.016285",
"74000000.000000","36.444249","29.269100","11.926662","10.893292","22.590495","10.797025","11.183843",
"76000000.000000","46.118321","29.520184","12.104520","11.132999","22.826199","11.014358","11.352524",
"78000000.000000","46.950904","29.779347","12.283272","11.379545","23.069767","11.232378","11.520897",
"80000000.000000","47.794449","30.045935","12.463545","11.632511","23.320534","11.452975","11.690771",
"82000000.000000","48.647390","30.324401","12.643935","11.894523","23.581156","11.673674","11.861352",
"84000000.000000","49.504288","30.618965","12.826544","12.166731","23.855040","11.895528","12.027722",
"86000000.000000","50.357012","30.922827","13.008981","12.448320","24.142557","12.118931","12.193687",
"88000000.000000","51.239619","31.234897","13.192632","12.741816","24.442276","12.343266","12.360386",
"90000000.000000","52.130904","31.555306","13.377366","13.047700","24.756763","12.564637","12.528741",
"92000000.000000","53.033597","31.885602","13.561820","13.367430","25.085461","12.783444","12.697793",
"94000000.000000","53.946264","32.225272","13.748966","13.700282","25.429348","13.003677","12.869919",
"96000000.000000","54.868027","32.570915","13.936796","14.047564","25.790041","13.227077","13.046122",
"98000000.000000","55.800281","32.926465","14.125691","14.412022","26.169832","13.454094","13.223421",
"100000000.000000","56.723145","33.291606","14.315965","14.786710","26.564854","13.687355","13.401320",
"102000000.000000","57.661098","33.665155","14.507707","18.073104","26.978889","13.922281","13.580016",
"104000000.000000","58.622301","34.046250","14.701475","18.266951","27.408987","14.158301","13.759966",
"106000000.000000","59.594470","34.441049","14.896393","18.462703","27.855710","14.395977","13.941996",
"108000000.000000","60.576137","34.845804","15.091852","18.659411","28.320431","14.634719","14.124565",
"110000000.000000","61.566454","35.261650","15.289201","18.856574","28.802329","14.874959","14.307612",
"112000000.000000","62.567100","35.677575","15.488916","19.055947","29.303383","15.116500","14.492338",
"114000000.000000","63.562536","36.102732","15.695830","19.254931","29.822451","15.360530","14.678367",
"116000000.000000","64.550476","36.535539","15.904062","19.458521","30.364372","15.605626","14.866231",
"118000000.000000","65.548298","36.977244","16.113825","19.661842","30.933073","15.852348","15.054826",
"120000000.000000","66.552498","37.429132","16.326186","19.867096","31.534658","16.099539","15.245617",
"122000000.000000","67.566485","37.894884","16.541022","20.075638","32.183858","16.348780","15.437772",
"124000000.000000","68.605174","38.362078","16.756370","20.287594","32.900118","16.598939","15.632095",
"126000000.000000","69.673639","38.836513","16.974088","20.501065","33.725580","16.851192","15.828401",
"128000000.000000","70.750497","39.320585","17.193441","20.721840","34.755547","17.104356","16.027112",
"130000000.000000","71.836752","39.812322","17.415204","20.945626","36.262007","17.358775","16.227558",
"132000000.000000","72.931902","40.315568","17.640283","21.171187","39.424394","17.614511","16.430531",
"134000000.000000","74.035434","40.823710","17.867845","21.398584","44.918196","17.871224","16.635756",
"136000000.000000","75.148978","58.487895","24.064307","21.629683","45.139332","22.053635","22.792321",
"138000000.000000","76.271759","58.814565","24.250841","21.863527","45.363298","22.283395","22.963641",
"140000000.000000","77.402759","59.070260","24.437495","22.099848","45.589577","22.513046","23.134828",
"142000000.000000","78.529138","59.327317","24.624796","22.338173","45.819371","22.742764","23.306588",
"144000000.000000","79.664731","59.590749","24.812189","22.579649","46.052315","22.972953","23.478247",
"146000000.000000","80.800084","59.858282","25.000076","22.824914","46.287844","23.204852","23.651394",
"148000000.000000","81.961748","60.130882","25.188369","23.073393","46.523655","23.436699","23.823687",
"150000000.000000","83.104840","60.408222","25.377102","23.324904","46.761727","23.668649","23.996735",
"152000000.000000","105.004053","60.688285","25.558296","23.580446","46.996236","23.900783","24.171480",
"154000000.000000","105.915363","60.973032","25.741225","23.841037","47.234052","24.133476","24.345585",
"156000000.000000","106.831202","61.262852","25.924073","24.106190","47.474610","24.367507","24.519655",
"158000000.000000","107.752471","61.555677","26.107926","24.376030","47.721631","24.601540","24.694753",
"160000000.000000","108.679247","61.853248","26.291529","24.650190","47.981060","24.836972","24.869533",
"162000000.000000","109.610492","62.156659","26.481370","24.929523","48.247138","25.072157","25.044155",
"164000000.000000","110.545939","62.464558","26.672640","25.215028","48.520207","25.302113","25.219638",
"166000000.000000","111.488082","62.777244","26.864785","25.504335","48.798801","25.530035","25.395436",
"168000000.000000","112.434076","63.093968","27.057325","25.798584","49.082160","25.759409","25.572482",
"170000000.000000","113.385023","63.415356","27.249749","26.099380","49.369472","25.987409","25.748902",
"172000000.000000","114.340419","63.733301","27.438623","26.406121","49.666494","26.222804","25.926216",
"174000000.000000","115.299496","64.053858","27.625500","26.719516","49.969681","26.461781","26.103665",
"176000000.000000","116.254183","64.377507","27.811582","27.040941","50.279997","26.700205","26.281154",
"178000000.000000","117.192098","64.717007","27.998609","27.367981","50.598261","26.939446","26.459097",
"180000000.000000","118.158742","65.062732","28.187606","27.701632","50.922649","27.179949","26.638055",
"182000000.000000","119.102753","65.412184","28.381260","28.035084","51.254997","27.420016","26.816941",
"184000000.000000","120.082224","65.767013","28.577309","28.364862","51.595218","27.661242","26.996473",
"186000000.000000","121.032068","66.125730","28.774222","28.702575","51.924508","27.902506","27.176105",
