"[count]","fHashT",
"71000000.000000","6.001610",
"72000000.000000","6.001610",
"73000000.000000","6.001610",
"74000000.000000","6.001610",
"75000000.000000","6.001610",
"76000000.000000","6.001610",
"77000000.000000","6.001610",
"78000000.000000","6.001610",
"79000000.000000","6.001610",
"80000000.000000","6.001610",
"81000000.000000","6.001610",
"82000000.000000","6.001610",
"83000000.000000","6.001610",
"84000000.000000","6.001610",
"85000000.000000","6.001610",
"86000000.000000","6.001610",
"87000000.000000","6.001610",
"88000000.000000","6.001610",
"89000000.000000","6.001610",
"90000000.000000","6.001610",
"91000000.000000","6.001610",
"92000000.000000","6.001610",
"93000000.000000","6.001610",
"94000000.000000","6.001610",
"95000000.000000","6.001610",
"96000000.000000","6.001610",
"97000000.000000","6.001610",
"98000000.000000","6.001610",
"99000000.000000","6.001610",
"100000000.000000","6.001610",
"101000000.000000","6.001610",
"102000000.000000","6.001610",
"103000000.000000","6.001610",
"104000000.000000","6.001610",
"105000000.000000","6.001610",
"106000000.000000","6.001610",
"107000000.000000","6.001610",
"108000000.000000","6.001610",
"109000000.000000","6.001610",
"110000000.000000","6.001610",
"111000000.000000","6.001610",
"112000000.000000","6.001610",
"113000000.000000","6.001610",
"114000000.000000","6.001610",
"115000000.000000","6.001610",
"116000000.000000","6.001610",
"117000000.000000","6.001610",
"118000000.000000","6.001610",
"119000000.000000","6.001610",
"120000000.000000","6.001610",
"121000000.000000","6.001610",
"122000000.000000","6.001610",
"123000000.000000","6.001610",
"124000000.000000","6.001610",
"125000000.000000","6.001610",
"126000000.000000","6.001610",
"127000000.000000","6.001610",
"128000000.000000","6.001610",
"129000000.000000","6.001610",
"130000000.000000","6.001614",
"131000000.000000","6.001614",
"132000000.000000","6.001614",
"133000000.000000","6.001614",
"134000000.000000","6.001614",
"135000000.000000","18.001617",
"136000000.000000","12.001614",
"137000000.000000","12.001614",
"138000000.000000","12.001614",
"139000000.000000","12.001614",
"140000000.000000","12.001614",
"141000000.000000","12.001614",
"142000000.000000","12.001614",
"143000000.000000","12.001614",
"144000000.000000","12.001614",
"145000000.000000","12.001614",
"146000000.000000","12.001614",
"147000000.000000","12.001614",
"148000000.000000","12.001614",
"149000000.000000","12.001614",
"150000000.000000","12.001614",
"151000000.000000","12.001614",
"152000000.000000","12.001614",
"153000000.000000","12.001614",
"154000000.000000","12.001614",
"155000000.000000","12.001614",
"156000000.000000","12.001614",
"157000000.000000","12.001614",
"158000000.000000","12.001614",
"159000000.000000","12.001614",
"160000000.000000","12.001614",
"161000000.000000","12.001614",
"162000000.000000","12.001614",
"163000000.000000","12.001614",
"164000000.000000","12.001614",
"165000000.000000","12.001614",
"166000000.000000","12.001614",
"167000000.000000","12.001614",
"168000000.000000","12.001614",
"169000000.000000","12.001614",
"170000000.000000","12.001614",
"171000000.000000","12.001614",
"172000000.000000","12.001614",
"173000000.000000","12.001614",
"174000000.000000","12.001614",
"175000000.000000","12.001614",
"176000000.000000","12.001614",
"177000000.000000","12.001614",
"178000000.000000","12.001614",
"179000000.000000","12.001614",
"180000000.000000","12.001614",
"181000000.000000","12.001614",
"182000000.000000","12.001614",
"183000000.000000","12.001614",
"184000000.000000","12.001614",
"185000000.000000","12.001614",
"186000000.000000","12.001614",
"187000000.000000","12.001614",
"188000000.000000","12.001614",
"189000000.000000","12.001614",
"190000000.000000","12.001614",
"191000000.000000","12.001614",
"192000000.000000","12.001614",
"193000000.000000","12.001614",
"194000000.000000","12.001614",
"195000000.000000","12.001614",
"196000000.000000","12.001614",
"197000000.000000","12.001614",
"198000000.000000","12.001614",
"199000000.000000","12.001614",
"200000000.000000","12.001614",
