"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.349812","0.106401","0.156836","0.157034","0.155569","0.208971","0.148418",
"4000000.000000","0.705069","0.213570","0.313550","0.314228","0.310638","0.418414","0.296324",
"6000000.000000","1.064965","0.322895","0.471092","0.471996","0.466124","0.627415","0.444973",
"8000000.000000","1.429351","0.434790","0.629234","0.629844","0.621970","0.836697","0.592002",
"10000000.000000","1.799287","0.549315","0.787487","0.788032","0.778105","1.045821","0.739266",
"12000000.000000","2.173843","0.664601","0.945177","0.946458","0.934829","1.254384","0.887047",
"14000000.000000","2.554211","0.781508","1.103543","1.105550","1.092335","1.463489","1.034415",
"16000000.000000","2.940226","0.899516","1.262620","1.265124","1.249757","1.672674","1.181914",
"18000000.000000","3.329759","1.017883","1.422211","1.426389","1.407293","1.882043","1.329812",
"20000000.000000","3.725090","1.137762","1.582837","1.588240","1.565504","2.092106","1.478555",
"22000000.000000","4.126547","1.258006","1.744047","1.749040","1.724196","2.302635","1.627813",
"24000000.000000","4.535363","1.378483","1.905189","1.909727","1.883499","2.513096","1.777071",
"26000000.000000","4.948147","1.499433","2.066243","2.071096","2.043251","2.723670","1.927757",
"28000000.000000","5.366026","1.621259","2.227852","2.233604","2.203152","2.934264","2.078031",
"30000000.000000","5.790216","1.744236","2.389588","2.397012","2.364775","3.144938","2.229336",
"32000000.000000","6.220643","1.867842","2.552760","2.560495","2.526437","3.355595","2.380755",
"34000000.000000","6.656581","1.992370","2.716155","2.724486","2.688209","3.566967","2.532722",
"36000000.000000","7.098718","2.117383","2.879847","2.888727","2.850638","3.777937","2.684236",
"38000000.000000","7.546816","2.243366","3.044734","3.053756","3.014533","3.988677","2.836171",
"40000000.000000","8.001170","2.370013","3.210040","3.219343","3.177547","4.200586","2.989073",
"42000000.000000","8.461864","2.497718","3.375654","3.385398","3.341222","4.412202","3.142713",
"44000000.000000","8.927958","2.626256","3.541459","3.552306","3.505250","4.623106","3.296578",
"46000000.000000","9.400438","2.755940","3.708254","3.719929","3.670205","4.834676","3.450736",
"48000000.000000","9.878890","2.886536","3.875990","3.888149","3.836213","5.046570","3.605477",
"50000000.000000","10.363162","3.018520","4.043767","4.057057","4.002582","5.258523","3.761649",
"52000000.000000","10.853794","3.151314","4.212650","4.227068","4.171431","5.470774","3.918504",
"54000000.000000","11.350572","3.284006","4.381732","4.397206","4.340388","5.683095","4.075188",
"56000000.000000","11.853908","3.418771","4.552556","4.568140","4.508501","5.896180","4.232378",
"58000000.000000","12.363763","3.555208","4.724022","4.739431","4.677434","6.108572","4.389931",
"60000000.000000","12.878767","3.692912","4.897224","4.912168","4.847209","6.321024","4.547894",
"62000000.000000","13.401849","3.831932","5.069537","5.085439","5.017146","6.534208","4.707288",
"64000000.000000","13.929610","3.972219","5.242915","5.260259","5.188277","6.747632","4.866913",
"66000000.000000","14.465716","4.113959","5.416917","5.435617","5.359578","6.960782","5.026359",
"68000000.000000","15.007125","4.257472","5.592175","5.611371","5.532757","7.174942","5.186896",
"70000000.000000","15.554457","4.402200","5.767604","5.788181","5.706673","7.389148","5.348293",
"72000000.000000","16.107937","4.548883","5.944069","5.968120","5.880578","7.603189","5.509373",
"74000000.000000","16.669103","4.697144","6.121495","6.147600","6.055294","7.817199","5.672019",
"76000000.000000","17.236510","4.847607","6.300063","6.327618","6.232533","8.031899","5.836083",
"78000000.000000","17.810224","4.999976","6.479801","6.507632","6.409988","8.247020","6.000788",
"80000000.000000","18.390435","5.153881","6.659741","6.688457","6.588036","8.462181","6.165530",
"82000000.000000","18.977556","5.310156","6.841276","6.870561","6.765986","8.677615","6.330969",
"84000000.000000","19.572201","5.468381","7.023630","7.053456","6.944446","8.892978","6.497286",
"86000000.000000","20.174007","5.629275","7.207118","7.237868","7.124015","9.108676","6.664243",
"88000000.000000","20.781730","5.792448","7.391729","7.423097","7.304843","9.324746","6.832026",
"90000000.000000","21.395259","5.957217","7.577759","7.609146","7.486270","9.540456","7.000680",
"92000000.000000","22.015246","6.125236","7.765494","7.797009","7.668516","9.756758","7.169659",
"94000000.000000","22.643399","6.295395","7.953970","7.985557","7.852480","9.973836","7.339371",
"96000000.000000","23.277780","6.468373","8.144557","8.175397","8.038024","10.191017","7.510128",
"98000000.000000","23.918263","6.642941","8.335620","8.366414","8.224860","10.408628","7.682588",
"100000000.000000","24.565858","6.820219","8.528425","8.558210","8.412092","10.626431","7.855698",
"102000000.000000","25.219802","7.000930","8.721701","8.751353","8.600771","10.843882","8.029731",
"104000000.000000","25.879137","7.184376","8.916079","8.945816","8.790293","11.062221","8.204549",
"106000000.000000","26.546771","7.371809","9.112111","9.141735","8.980965","11.280579","8.380344",
"108000000.000000","27.220784","7.561659","9.308636","9.338779","9.170988","11.499484","8.557765",
"110000000.000000","27.901927","7.753582","9.507764","9.537257","9.362110","11.718708","8.735421",
"112000000.000000","28.589780","7.949389","9.707857","9.737754","9.554752","11.938287","8.914790",
"114000000.000000","29.285016","8.148705","9.909833","9.939860","9.748325","12.157763","9.095581",
"116000000.000000","29.986952","8.351316","10.113537","10.140458","9.944289","12.377398","9.277324",
"118000000.000000","30.694830","8.557506","10.319066","10.339418","10.140755","12.597573","9.460707",
"120000000.000000","31.408589","8.767110","10.526341","10.539653","10.338320","12.818246","9.646129",
"122000000.000000","32.129214","8.980613","10.734961","10.741743","10.539642","13.039635","9.833241",
"124000000.000000","32.856612","9.197798","10.944387","10.945809","10.742998","13.261191","10.021774",
"126000000.000000","33.590663","9.418877","11.156011","11.152025","10.947410","13.483234","10.212040",
"128000000.000000","34.331759","9.643141","11.370005","11.353497","11.152662","13.705784","10.404337",
"130000000.000000","35.080251","9.871941","11.586513","11.555652","11.359758","13.928437","10.599282",
