"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.358389","0.110915","0.162110","0.161011","0.160496","0.214622","0.151718",
"4000000.000000","0.722520","0.220721","0.318570","0.323179","0.321365","0.430001","0.302509",
"6000000.000000","1.091890","0.332915","0.476044","0.485471","0.483052","0.645309","0.453089",
"8000000.000000","1.465843","0.448311","0.634101","0.648784","0.645205","0.860050","0.604203",
"10000000.000000","1.845093","0.566071","0.792169","0.812723","0.806698","1.075306","0.756397",
"12000000.000000","2.228849","0.685498","0.950237","0.977299","0.969467","1.290617","0.908074",
"14000000.000000","2.618642","0.805588","1.111082","1.142525","1.128472","1.507043","1.060303",
"16000000.000000","3.012318","0.927310","1.275819","1.307396","1.286324","1.722388","1.212333",
"18000000.000000","3.412694","1.050017","1.441072","1.472622","1.445614","1.938210","1.365750",
"20000000.000000","3.818669","1.173318","1.606492","1.638040","1.604848","2.154103","1.519524",
"22000000.000000","4.229277","1.297643","1.772373","1.804023","1.764564","2.370442","1.673885",
"24000000.000000","4.643884","1.422579","1.938669","1.970950","1.924711","2.586167","1.827656",
"26000000.000000","5.060789","1.548408","2.104450","2.137525","2.090904","2.801514","1.981924",
"28000000.000000","5.480004","1.675056","2.265851","2.305506","2.257291","3.017147","2.136996",
"30000000.000000","5.906351","1.802263","2.427249","2.473153","2.424239","3.232967","2.292903",
"32000000.000000","6.338268","1.930397","2.589555","2.641194","2.590865","3.449621","2.448684",
"34000000.000000","6.781837","2.058805","2.753261","2.810478","2.758367","3.665231","2.605508",
"36000000.000000","7.234266","2.188480","2.916654","2.980503","2.925951","3.881452","2.762279",
"38000000.000000","7.693176","2.318307","3.084924","3.151238","3.088267","4.098085","2.919051",
"40000000.000000","8.157361","2.449100","3.255845","3.322201","3.251609","4.315057","3.076812",
"42000000.000000","8.628913","2.582301","3.426897","3.493792","3.416110","4.531829","3.234971",
"44000000.000000","9.106920","2.715260","3.598907","3.665453","3.580643","4.748491","3.393703",
"46000000.000000","9.590876","2.849534","3.771231","3.838193","3.746255","4.965525","3.553700",
"48000000.000000","10.081601","2.984537","3.944791","4.011067","3.913959","5.182423","3.713054",
"50000000.000000","10.577088","3.120284","4.111995","4.183943","4.085771","5.400761","3.873339",
"52000000.000000","11.079125","3.257484","4.280852","4.357466","4.257376","5.617923","4.033967",
"54000000.000000","11.587977","3.396220","4.450184","4.531482","4.430610","5.835061","4.195512",
"56000000.000000","12.102256","3.535453","4.618663","4.706789","4.603986","6.053322","4.356944",
"58000000.000000","12.623678","3.676649","4.789878","4.883106","4.778108","6.271472","4.519662",
"60000000.000000","13.152068","3.819443","4.964124","5.059997","4.953382","6.489183","4.682452",
"62000000.000000","13.687188","3.962759","5.142383","5.237843","5.129082","6.707134","4.845492",
"64000000.000000","14.227443","4.107767","5.321129","5.415805","5.306417","6.925879","5.009708",
"66000000.000000","14.774434","4.254158","5.500082","5.594611","5.483956","7.144206","5.174573",
"68000000.000000","15.326780","4.401752","5.680440","5.774315","5.663094","7.363773","5.340011",
"70000000.000000","15.886738","4.551218","5.861830","5.955223","5.843388","7.582606","5.507596",
"72000000.000000","16.452947","4.702946","6.043710","6.136556","6.023501","7.802030","5.674523",
"74000000.000000","17.025995","4.856182","6.226814","6.319270","6.204650","8.021250","5.841955",
"76000000.000000","17.605461","5.010804","6.410593","6.503420","6.386110","8.241950","6.010042",
"78000000.000000","18.191287","5.167954","6.595041","6.687166","6.570546","8.461714","6.178874",
"80000000.000000","18.784789","5.327154","6.780699","6.865645","6.755111","8.681743","6.347603",
"82000000.000000","19.384654","5.488415","6.967847","7.046229","6.940470","8.901995","6.511082",
"84000000.000000","19.991038","5.650730","7.155273","7.227950","7.126194","9.123443","6.676948",
"86000000.000000","20.603641","5.816955","7.343408","7.411238","7.312667","9.344549","6.843414",
"88000000.000000","21.222049","5.984322","7.532809","7.595078","7.499918","9.564824","7.010397",
"90000000.000000","21.847373","6.153810","7.723378","7.786725","7.688392","9.786608","7.178292",
"92000000.000000","22.479542","6.325981","7.915454","7.978916","7.876363","10.008206","7.350906",
"94000000.000000","23.118865","6.500757","8.108759","8.172408","8.065131","10.223454","7.526254",
"96000000.000000","23.753367","6.679947","8.302998","8.367147","8.254941","10.436937","7.702142",
"98000000.000000","24.392536","6.860098","8.498345","8.564344","8.446001","10.651963","7.878851",
"100000000.000000","25.052219","7.042943","8.695174","8.756152","8.638123","10.868000","8.056795",
"102000000.000000","25.717973","7.228418","8.893895","8.948893","8.831440","11.086572","8.235811",
"104000000.000000","26.391048","7.416553","9.092712","9.142750","9.025977","11.309392","8.410166",
"106000000.000000","27.070727","7.608869","9.293436","9.338028","9.221865","11.533151","8.586130",
"108000000.000000","27.757188","7.805296","9.495138","9.535342","9.418912","11.758150","8.763247",
"110000000.000000","28.430563","8.002857","9.698726","9.740337","9.619472","11.982753","8.941109",
"112000000.000000","29.108176","8.204292","9.904796","9.946014","9.820611","12.207059","9.119568",
"114000000.000000","29.793444","8.408528","10.111647","10.153902","10.023021","12.431451","9.304204",
"116000000.000000","30.483760","8.617019","10.320336","10.363007","10.225974","12.656654","9.490741",
"118000000.000000","31.181232","8.828440","10.530566","10.570447","10.431743","12.882251","9.679561",
"120000000.000000","31.884473","9.042866","10.743904","10.776651","10.639719","13.108979","9.870702",
"122000000.000000","32.595844","9.261098","10.958979","10.986597","10.847593","13.335133","10.062819",
"124000000.000000","33.312149","9.483317","11.175078","11.199262","11.055213","13.561548","10.257640",
"126000000.000000","34.035918","9.710252","11.392763","11.413725","11.264583","13.788683","10.453634",
"128000000.000000","34.769341","9.940800","11.612300","11.635648","11.476123","14.016536","10.652435",
"130000000.000000","35.504224","10.174284","11.834423","11.859658","11.691032","14.244289","10.852974",
"132000000.000000","36.246923","10.412115","12.059011","12.085576","11.908589","14.472200","11.055590",
"134000000.000000","36.998279","10.656145","12.287008","12.314903","12.127658","14.700900","11.261977",
"136000000.000000","37.754830","10.902852","18.487153","12.545862","12.349240","14.930552","17.463620",
"138000000.000000","38.518970","11.152767","18.670192","12.779057","12.572467","15.159925","17.634798",
"140000000.000000","39.293698","11.408306","18.850216","13.015114","12.797574","15.389513","17.806409",
"142000000.000000","40.095182","11.668305","19.028577","13.254008","13.024843","15.620481","17.978602",
"144000000.000000","40.880925","11.931982","19.208478","13.496894","13.254808","15.851266","18.151610",
"146000000.000000","41.688858","12.200124","19.389640","13.742628","13.490104","16.082317","18.323871",
"148000000.000000","42.511327","12.473033","19.572962","13.992208","13.721618","16.314005","18.497157",
"150000000.000000","43.342031","12.749020","19.761224","14.244200","13.955658","16.545813","18.670124",
"152000000.000000","44.178660","13.030083","19.950050","14.500744","14.193143","16.778213","18.844033",
"154000000.000000","45.022656","13.314589","20.140074","14.761260","14.435985","17.012174","19.017781",
"156000000.000000","45.874039","13.604724","20.330009","15.028306","14.691044","17.245180","19.191531",
"158000000.000000","46.732613","13.898803","20.519670","15.300884","14.950344","17.478734","19.365619",
"160000000.000000","47.596330","14.198176","20.709525","15.577625","15.214389","17.712769","19.540287",
"162000000.000000","48.466319","14.502361","20.900632","15.857931","15.480079","17.948435","19.715450",
"164000000.000000","49.345266","14.810657","21.091974","16.142998","15.742035","18.183346","19.890814",
"166000000.000000","50.229933","15.122737","21.283532","16.432763","16.009243","18.419988","20.067550",
"168000000.000000","51.121693","15.439463","21.476927","16.725900","16.280865","18.656525","20.243540",
"170000000.000000","52.019441","15.761778","21.671289","17.025187","16.570327","18.893925","20.419733",
"172000000.000000","52.925650","16.088323","21.864381","17.330344","16.866978","19.131486","20.597154",
"174000000.000000","53.810383","16.418448","22.058532","17.642480","17.170582","19.369827","20.774213",
"176000000.000000","54.721969","16.754378","22.252780","17.961522","17.472717","19.608669","20.952345",
"178000000.000000","55.626446","17.095412","22.447916","18.288785","17.772550","19.849062","21.129922",
"180000000.000000","56.542294","17.442070","22.643493","18.622652","18.078030","20.089003","21.308037",
"182000000.000000","57.467049","17.793138","22.839620","18.964121","18.399013","20.329242","21.486550",
"184000000.000000","58.391050","18.148968","23.036453","19.313297","18.738738","20.571320","21.666004",
"186000000.000000","59.344312","18.510840","23.234381","19.669621","19.087224","20.814726","21.846005",
"188000000.000000","60.305211","18.876222","23.433140","20.034347","19.433897","21.057653","22.026971",
"190000000.000000","61.272181","19.246536","23.631562","20.408102","19.775426","21.301262","22.207316",
"192000000.000000","62.248084","19.622030","23.830226","20.788590","20.125976","21.545387","22.387843",
"194000000.000000","63.232619","20.001487","24.030046","21.178730","20.502273","21.790683","22.568764",
"196000000.000000","64.224046","20.384550","24.231047","21.576783","20.892878","22.035432","22.750198",
"198000000.000000","65.220144","20.772804","24.432738","21.984100","21.294063","22.280603","22.930367",
"200000000.000000","66.222313","21.166305","24.634952","28.378895","21.703396","22.526680","23.106302",
