"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.358175","0.109299","0.162772","0.161854","0.161054","0.214603","0.152982",
"4000000.000000","0.716050","0.218712","0.325541","0.324835","0.322317","0.428544","0.306115",
"6000000.000000","1.077578","0.330919","0.488802","0.488009","0.483814","0.642847","0.459737",
"8000000.000000","1.447478","0.445659","0.652213","0.651536","0.645781","0.857107","0.605469",
"10000000.000000","1.825933","0.562920","0.816124","0.814868","0.808685","1.072041","0.749841",
"12000000.000000","2.210208","0.682455","0.981551","0.974528","0.972575","1.287160","0.896352",
"14000000.000000","2.592871","0.803090","1.147859","1.133405","1.135732","1.501992","1.043502",
"16000000.000000","2.979524","0.924974","1.313037","1.293346","1.299535","1.716532","1.190320",
"18000000.000000","3.372135","1.048401","1.478321","1.454082","1.463952","1.931503","1.337227",
"20000000.000000","3.776946","1.172256","1.644100","1.616851","1.629276","2.146390","1.489051",
"22000000.000000","4.188054","1.296047","1.810831","1.780252","1.794407","2.353972","1.642490",
"24000000.000000","4.596651","1.420797","1.977638","1.947770","1.960609","2.560182","1.796109",
"26000000.000000","5.009047","1.546844","2.144951","2.116076","2.126673","2.767575","1.951592",
"28000000.000000","5.432499","1.674021","2.313382","2.284354","2.293549","2.975276","2.107082",
"30000000.000000","5.866927","1.801253","2.481222","2.452555","2.459764","3.189515","2.262977",
"32000000.000000","6.305877","1.928701","2.648715","2.621161","2.627324","3.405643","2.417004",
"34000000.000000","6.741537","2.057133","2.816412","2.791400","2.794573","3.621494","2.568068",
"36000000.000000","7.184421","2.186171","2.987509","2.961491","2.964024","3.837353","2.719273",
"38000000.000000","7.643790","2.315831","3.158190","3.131654","3.132492","4.052269","2.871614",
"40000000.000000","8.106500","2.446399","3.329629","3.302618","3.302859","4.261346","3.024791",
"42000000.000000","8.569156","2.578925","3.501165","3.474034","3.473357","4.470483","3.177528",
"44000000.000000","9.034691","2.711712","3.673341","3.646340","3.644222","4.678446","3.332145",
"46000000.000000","9.515024","2.844983","3.845522","3.819588","3.816736","4.885667","3.491586",
"48000000.000000","10.003506","2.979019","4.015010","3.992632","3.989886","5.101009","3.652292",
"50000000.000000","10.500109","3.115088","4.182885","4.166281","4.162947","5.318338","3.812657",
"52000000.000000","11.001516","3.252352","4.349473","4.342393","4.336307","5.535507","3.972688",
"54000000.000000","11.511469","3.390220","4.518982","4.518018","4.510291","5.752844","4.133414",
"56000000.000000","12.025767","3.530411","4.688891","4.693927","4.685155","5.969176","4.295284",
"58000000.000000","12.547026","3.671032","4.859679","4.865931","4.861415","6.178570","4.457680",
"60000000.000000","13.074319","3.813272","5.036842","5.039143","5.037813","6.388880","4.620202",
"62000000.000000","13.608686","3.955832","5.214577","5.212413","5.214440","6.599258","4.783681",
"64000000.000000","14.148458","4.101120","5.392891","5.385211","5.392168","6.810461","4.947847",
"66000000.000000","14.695485","4.247453","5.572588","5.559253","5.570237","7.027293","5.113091",
"68000000.000000","15.249032","4.394544","5.752588","5.740147","5.750071","7.246464","5.279220",
"70000000.000000","15.808869","4.543951","5.929755","5.922724","5.929658","7.465165","5.445682",
"72000000.000000","16.375812","4.695779","6.105022","6.106126","6.110743","7.684444","5.612642",
"74000000.000000","16.951524","4.848972","6.281746","6.290316","6.292336","7.902819","5.780231",
"76000000.000000","17.531737","5.003368","6.456463","6.475431","6.474482","8.114766","5.948332",
"78000000.000000","18.116923","5.159823","6.634601","6.659216","6.657829","8.327103","6.117667",
"80000000.000000","18.708845","5.318667","6.816450","6.839322","6.842678","8.539518","6.287763",
"82000000.000000","19.306893","5.480808","7.004235","7.021106","7.025889","8.752506","6.458717",
"84000000.000000","19.911556","5.644039","7.192464","7.203147","7.210187","8.972623","6.630285",
