"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.359681","0.109234","0.162165","0.161296","0.161544","0.206085","0.153212",
"4000000.000000","0.722761","0.219395","0.324750","0.323474","0.322258","0.410865","0.306187",
"6000000.000000","1.091606","0.331603","0.487344","0.487273","0.484225","0.616904","0.458595",
"8000000.000000","1.466852","0.446161","0.648086","0.650333","0.647048","0.823132","0.606210",
"10000000.000000","1.845617","0.563384","0.806822","0.813282","0.810121","1.030260","0.753889",
"12000000.000000","2.230241","0.682724","0.966466","0.977491","0.973585","1.236392","0.900953",
"14000000.000000","2.620307","0.804145","1.126081","1.141680","1.137833","1.443892","1.050076",
"16000000.000000","3.015461","0.925756","1.286524","1.306683","1.302068","1.651483","1.198470",
"18000000.000000","3.416249","1.049111","1.446310","1.472424","1.466871","1.858190","1.347605",
"20000000.000000","3.821652","1.171998","1.611020","1.638353","1.632013","2.066426","1.502377",
"22000000.000000","4.233216","1.296440","1.777260","1.803969","1.797889","2.274231","1.657928",
"24000000.000000","4.650592","1.421058","1.943823","1.970238","1.963323","2.479117","1.813877",
"26000000.000000","5.073252","1.546147","2.111114","2.136500","2.129409","2.687078","1.969196",
"28000000.000000","5.502279","1.672019","2.278537","2.304974","2.295085","2.894213","2.125761",
"30000000.000000","5.936350","1.799009","2.446386","2.473115","2.462237","3.101352","2.282636",
"32000000.000000","6.377487","1.926791","2.610096","2.642043","2.630334","3.309015","2.437748",
"34000000.000000","6.823919","2.055128","2.772989","2.811088","2.797545","3.517659","2.590407",
"36000000.000000","7.277901","2.185226","2.937790","2.980450","2.965998","3.726184","2.742465",
"38000000.000000","7.737985","2.315039","3.102154","3.150376","3.134907","3.934775","2.895519",
"40000000.000000","8.202450","2.445944","3.267321","3.321385","3.304462","4.144079","3.049020",
"42000000.000000","8.671908","2.577716","3.434048","3.491828","3.474622","4.353358","3.201768",
"44000000.000000","9.149433","2.709626","3.606240","3.663981","3.645660","4.561296","3.358969",
"46000000.000000","9.630998","2.843752","3.778989","3.836013","3.816720","4.775604","3.517954",
