"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.639087","0.356645","0.174392","0.216352","0.327302","0.166311","0.154785",
"4000000.000000","1.461279","0.788253","0.365627","0.449748","0.746216","0.361753","0.326556",
"6000000.000000","2.474970","1.426950","0.612013","0.640244","1.241292","0.610464","0.558361",
"8000000.000000","3.185975","1.684295","0.756402","0.956459","1.673549","0.770407","0.682926",
"10000000.000000","4.627057","2.877742","1.130418","1.137067","2.500055","1.150618","1.039387",
"12000000.000000","5.278310","3.081723","1.267894","1.382703","2.738941","1.302830","1.168161",
"14000000.000000","5.979174","3.331870","1.418806","1.869365","3.093003","1.465163","1.305006",
"16000000.000000","6.729425","3.627220","1.587031","2.039490","3.704272","1.639802","1.452783",
"18000000.000000","9.110221","5.778482","2.258268","2.229151","5.194012","2.144251","2.086767",
"20000000.000000","9.743803","5.971162","2.406845","2.444913","5.400608","2.302694","2.230648",
"22000000.000000","10.408686","6.189132","2.561569","2.692886","5.641113","2.466530","2.378075",
"24000000.000000","11.102763","6.433885","2.722343","2.988717","5.928790","2.637110","2.528749",
"26000000.000000","11.828511","6.704911","2.889718","3.835391","6.280504","2.815555","2.682825",
"28000000.000000","12.585188","7.003290","3.065393","4.012385","6.707033","3.002941","2.841515",
"30000000.000000","13.373983","7.328726","3.250120","4.196622","7.226597","3.199339","3.005628",
"32000000.000000","14.193297","7.684067","3.441976","4.389196","7.995524","3.404432","3.176412",
"34000000.000000","15.045322","12.473340","5.014168","4.590582","10.434409","4.515122","4.680026",
"36000000.000000","15.928821","12.686729","5.178340","4.803438","10.640855","4.696846","4.836108",
"38000000.000000","20.291380","12.912587","5.344214","5.028439","10.860848","4.881334","4.994030",
"40000000.000000","21.006426","13.154583","5.511792","5.266582","11.092688","5.068739","5.152763",
"42000000.000000","21.742089","13.411318","5.681600","5.523285","11.340257","5.259788","5.313292",
"44000000.000000","22.497489","13.684510","5.855559","5.802915","11.608791","5.454097","5.474901",
"46000000.000000","23.271320","13.973612","6.032048","6.107294","11.902144","5.652289","5.638391",
"48000000.000000","24.063489","14.277093","6.211286","6.441146","12.225546","5.853965","5.803318",
"50000000.000000","24.874942","14.594744","6.393623","8.219934","12.582780","6.059799","5.970044",
"52000000.000000","25.706711","14.929816","6.578998","8.405021","12.976640","6.269109","6.137725",
"54000000.000000","26.556774","15.281148","6.767080","8.592185","13.408688","6.481604","6.308169",
"56000000.000000","27.425902","15.649698","6.956924","8.783761","13.880160","6.697856","6.479964",
"58000000.000000","28.313922","16.036588","7.150750","8.980348","14.393587","6.918241","6.654963",
"60000000.000000","29.221523","16.439193","7.348814","9.181275","14.962175","7.142399","6.832945",
"62000000.000000","30.148566","16.858977","7.550927","9.384276","15.626810","7.369512","7.014101",
"64000000.000000","31.092335","17.294868","7.756075","9.589314","16.530628","7.600525","7.198640",
"66000000.000000","32.054418","17.747980","7.965883","9.798929","18.800203","7.834242","7.387469",
"68000000.000000","33.035570","25.803945","11.083220","10.013470","21.534619","10.005652","10.463225",
"70000000.000000","34.033992","26.072974","11.258034","10.233412","21.752779","10.213174","10.626292",
"72000000.000000","35.049939","26.315371","11.433645","10.457143","21.976084","10.422917","10.790560",
"74000000.000000","36.083022","26.566335","11.609522","10.687467","22.205145","10.633379","10.955698",
"76000000.000000","45.691651","26.825644","11.787308","10.924362","22.440326","10.845337","11.121116",
"78000000.000000","46.514841","27.094233","11.964249","11.168383","22.683055","11.058218","11.287371",
"80000000.000000","47.344057","27.369047","12.142001","11.420489","22.932969","11.272043","11.454091",
"82000000.000000","48.185075","27.653121","12.321008","11.681500","23.191661","11.486958","11.621712",
"84000000.000000","49.035571","27.946841","12.501058","11.951722","23.460314","11.703563","11.789797",
"86000000.000000","49.894524","28.247750","12.681432","12.232161","23.739400","11.921424","11.958431",
"88000000.000000","50.764719","28.559093","12.863702","12.524448","24.030651","12.140223","12.127396",
"90000000.000000","51.645029","28.879411","13.046636","12.828900","24.335529","12.359796","12.297015",
"92000000.000000","52.535477","29.208995","13.230851","13.149018","24.654239","12.581822","12.467611",
"94000000.000000","53.433574","29.546728","13.416488","13.484713","24.989259","12.805516","12.639730",
"96000000.000000","54.342580","29.892489","13.603155","13.837428","25.340350","13.030678","12.811511",
"98000000.000000","55.262485","30.247052","13.790949","14.205754","25.709219","13.257051","12.983719",
"100000000.000000","56.191056","30.611858","13.980315","14.594078","26.095814","13.483921","13.156800",
"102000000.000000","57.128985","30.985082","14.171077","17.910522","26.501299","13.713477","13.331653",
"104000000.000000","58.075945","31.367388","14.363137","18.102813","26.926657","13.943902","13.507531",
"106000000.000000","59.033558","31.751528","14.557204","18.296412","27.369461","14.176441","13.683900",
"108000000.000000","60.000553","32.141368","14.752621","18.491712","27.827638","14.409635","13.861333",
"110000000.000000","60.977641","32.542843","14.949719","18.688010","28.305592","14.643841","14.041574",
"112000000.000000","61.963614","32.954498","15.148731","18.885686","28.802636","14.879912","14.221572",
"114000000.000000","62.958902","33.373882","15.348973","19.085002","29.320117","15.116751","14.402596",
"116000000.000000","63.964053","33.801684","15.551064","19.286344","29.860064","15.355464","14.584890",
"118000000.000000","64.977672","34.236531","15.753964","19.490840","30.426065","15.595331","14.768800",
"120000000.000000","66.002139","34.680462","15.959503","19.695760","31.024752","15.836208","14.954333",
"122000000.000000","67.033928","35.130765","16.166932","19.903897","31.668849","16.078978","15.141137",
"124000000.000000","68.074569","35.589789","16.375514","20.111997","32.378834","16.322826","15.329748",
"126000000.000000","69.125364","36.055130","16.586719","20.321851","33.193003","16.568078","15.520444",
"128000000.000000","70.185433","36.533733","16.799249","20.534011","34.204588","16.814535","15.713275",
"130000000.000000","71.255248","37.020785","17.014539","20.748093","35.669374","17.061907","15.907825",
"132000000.000000","72.333326","37.515354","17.229863","20.964924","38.739875","17.310674","16.104385",
"134000000.000000","73.421651","38.017403","17.442137","21.183651","44.016684","17.560627","16.303855",
"136000000.000000","74.519256","55.411507","23.520407","21.404690","44.225703","21.690811","22.295763",
"138000000.000000","75.625310","55.733607","23.699294","21.628336","44.436745","21.914960","22.463496",
"140000000.000000","76.726634","55.982590","23.879123","21.854817","44.650280","22.139527","22.632107",
"142000000.000000","77.820244","56.233504","24.059779","22.083815","44.865837","22.364455","22.800823",
"144000000.000000","78.908038","56.490320","24.240684","22.315692","45.084029","22.589587","22.969790",
"146000000.000000","80.015568","56.751251","24.421798","22.550217","45.304786","22.815406","23.138949",
"148000000.000000","81.134701","57.017191","24.603691","22.787909","45.529359","23.041582","23.308615",
"150000000.000000","82.256970","57.287846","24.785337","23.028692","45.758397","23.268497","23.478296",
"152000000.000000","103.551061","57.562715","24.967292","23.273714","45.989110","23.495302","23.648134",
"154000000.000000","104.448539","57.842340","25.149066","23.521682","46.223737","23.723019","23.818253",
"156000000.000000","105.352196","58.123438","25.331689","23.773608","46.462331","23.951064","23.988407",
"158000000.000000","106.260795","58.408615","25.514421","24.029295","46.705140","24.178713","24.159002",
"160000000.000000","107.172399","58.697604","25.697778","24.289949","46.949822","24.407790","24.329435",
"162000000.000000","108.089360","58.992397","25.881754","24.555888","47.196918","24.637727","24.500229",
"164000000.000000","109.011264","59.292336","26.066519","24.826617","47.453736","24.867873","24.670941",
"166000000.000000","109.937497","59.596210","26.252240","25.102152","47.709901","25.098677","24.842081",
"168000000.000000","110.868533","59.904874","26.438727","25.381379","47.973075","25.329637","25.014461",
"170000000.000000","111.803700","60.219272","26.626474","25.665392","48.244714","25.561582","25.187543",
"172000000.000000","112.743675","60.538090","26.814712","25.955489","48.519394","25.794265","25.360336",
"174000000.000000","113.688954","60.861987","27.003967","26.252138","48.794797","26.026852","25.534161",
"176000000.000000","114.640035","61.191146","27.193473","26.554225","49.081051","26.260137","25.708266",
"178000000.000000","115.594791","61.522250","27.382729","26.863789","49.375931","26.493138","25.882223",
"180000000.000000","116.552524","61.857720","27.572430","27.180214","49.677448","26.727275","26.056814",
"182000000.000000","117.517333","62.198351","27.762495","27.503589","49.987144","26.961967","26.231712",
"184000000.000000","118.486292","62.544865","27.953521","27.834030","50.318265","27.196830","26.406975",
"186000000.000000","119.459318","62.894853","28.144589","28.173677","50.657661","27.432388","26.581897",
"188000000.000000","120.437689","63.250897","28.336047","28.521524","51.005544","27.669149","26.757527",
"190000000.000000","121.420418","63.611203","28.527663","28.878536","51.361388","27.906359","26.934493",
"192000000.000000","122.408091","63.977736","28.720298","29.243792","51.727156","28.143066","27.110713",
"194000000.000000","123.399451","64.347404","28.914225","35.564869","52.100386","28.380668","27.287112",
"196000000.000000","124.394023","64.720001","29.108080","35.757936","52.483017","28.618845","27.465018",
"198000000.000000","125.395426","65.099098","29.302507","35.953013","52.874663","28.857722","27.643074",
"200000000.000000","126.400431","65.482722","29.497708","36.150317","53.276392","29.097143","27.820356",
