"[count]","uHashT [sec]","cHashT [sec]","iHashT_u8h [sec]","iHashT_u8 [sec]","iHashT_u16 [sec]","dHashT [sec]","fHashT [sec]",
"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2000000.000000","0.647321","0.371728","0.174733","0.212458","0.358402","0.165894","0.153284",
"4000000.000000","1.472925","0.799457","0.364121","0.447213","0.808271","0.360580","0.323634",
"6000000.000000","2.483278","1.475929","0.606835","0.635890","1.217591","0.607486","0.555482",
"8000000.000000","3.195843","1.736217","0.749954","0.941537","1.647009","0.767504","0.679781",
"10000000.000000","4.635233","2.886611","1.124240","1.119758","2.334044","1.142469","1.030194",
"12000000.000000","5.287736","3.090525","1.261070","1.361820","2.571652","1.294791","1.153967",
"14000000.000000","5.988120","3.342201","1.411261","1.836511","2.925914","1.458568","1.288511",
"16000000.000000","6.740194","3.637145","1.577938","2.004122","3.530208","1.633209","1.434897",
"18000000.000000","9.107932","6.012134","2.260836","2.191517","4.642206","2.134064","2.073795",
"20000000.000000","9.727218","6.204134","2.409344","2.406108","4.852259","2.291389","2.212236",
"22000000.000000","10.375519","6.424168","2.563330","2.651894","5.095121","2.450101","2.352796",
"24000000.000000","11.056637","6.668586","2.723784","2.943710","5.387022","2.615659","2.501224",
"26000000.000000","11.766378","6.940811","2.891093","3.763026","5.743723","2.788394","2.652444",
"28000000.000000","12.498414","7.239787","3.065427","3.939503","6.171280","2.969454","2.807982",
"30000000.000000","13.283863","7.564109","3.246910","4.125365","6.688874","3.159643","2.969923",
"32000000.000000","14.103888","7.917102","3.437221","4.320199","7.450654","3.362905","3.139131",
"34000000.000000","14.954766","12.713143","5.008911","4.522427","9.184349","4.468069","4.646721",
"36000000.000000","15.839221","12.925577","5.171938","4.735706","9.392606","4.643459","4.798843",
"38000000.000000","20.175018","13.150838","5.336689","4.960156","9.614705","4.821760","4.952329",
"40000000.000000","20.874446","13.394159","5.503328","5.200491","9.848952","5.003235","5.108032",
"42000000.000000","21.592499","13.649929","5.673017","5.457012","10.100956","5.187188","5.265357",
"44000000.000000","22.328745","13.921010","5.846490","5.733346","10.372748","5.381830","5.425282",
"46000000.000000","23.082944","14.207679","6.021592","6.034197","10.670743","5.579642","5.584975",
"48000000.000000","23.852662","14.509198","6.199815","6.365603","10.997522","5.781385","5.746972",
"50000000.000000","24.649582","14.825327","6.380209","6.729063","11.358586","5.986870","5.910885",
"52000000.000000","25.463530","15.159340","6.562957","8.437329","11.751340","6.196240","6.077448",
"54000000.000000","26.294118","15.507566","6.748733","8.623574","12.180740","6.402125","6.245599",
"56000000.000000","27.130719","15.871769","6.939370","8.812661","12.650427","6.611712","6.416817",
"58000000.000000","28.012562","16.251526","7.132322","9.005401","13.160527","6.824756","6.590218",
"60000000.000000","28.921405","16.645506","7.328438","9.203388","13.726154","7.039084","6.766483",
"62000000.000000","29.848953","17.052862","7.527585","9.403726","14.385858","7.264525","6.946521",
"64000000.000000","30.794446","17.479050","7.730648","9.608055","15.281902","7.494782","7.129394",
"66000000.000000","31.759759","17.918569","7.941104","9.816742","17.508799","7.727959","7.318557",
"68000000.000000","32.743381","25.854799","11.085354","10.030243","19.837116","9.901562","10.447941",
"70000000.000000","33.745820","26.124897","11.258546","10.249888","20.052778","10.109909","10.608728",
"72000000.000000","34.763453","26.368752","11.432458","10.473912","20.273807","10.319113","10.770635",
"74000000.000000","35.800153","26.619603","11.606436","10.703381","20.501630","10.529209","10.933086",
"76000000.000000","45.399729","26.866567","11.783157","10.939394","20.734330","10.739770","11.095997",
"78000000.000000","46.220926","27.123723","11.959793","11.182972","20.973777","10.951978","11.260333",
"80000000.000000","47.053620","27.386437","12.137583","11.436239","21.219699","11.167229","11.424003",
"82000000.000000","47.893577","27.659774","12.315884","11.697652","21.471583","11.381980","11.588278",
"84000000.000000","48.743082","27.941741","12.495251","11.969151","21.731755","11.597622","11.753933",
"86000000.000000","49.605311","28.224232","12.677099","12.252472","22.001888","11.814849","11.920015",
"88000000.000000","50.475843","28.525037","12.858512","12.545515","22.287109","12.033042","12.087061",
"90000000.000000","51.356277","28.830560","13.042204","12.851363","22.589451","12.253302","12.256248",
"92000000.000000","52.247281","29.147943","13.227041","13.172383","22.905331","12.474328","12.424890",
"94000000.000000","53.146999","29.474087","13.411812","13.507924","23.236414","12.696860","12.594714",
"96000000.000000","54.057037","29.808053","13.598474","13.859520","23.586202","12.920781","12.765117",
"98000000.000000","54.976259","30.150010","13.787022","14.229909","23.952429","13.147289","12.935850",
"100000000.000000","55.907004","30.502950","13.975466","17.553354","24.337041","13.373635","13.107169",
"102000000.000000","56.846538","30.863408","14.165684","17.743721","24.742707","13.601797","13.280469",
"104000000.000000","57.794945","31.228884","14.357383","17.935299","25.164433","13.831102","13.454116",
"106000000.000000","58.752225","31.601603","14.550809","18.128518","25.606346","14.063271","13.629264",
"108000000.000000","59.718810","31.978790","14.747113","18.325052","26.065477","14.295957","13.805597",
