"[count]","uHashT [query/μs]","cHashT [query/μs]","iHashT_u8h [query/μs]","iHashT_u8f [query/μs]","iHashT_u16 [query/μs]","dHashT [query/μs]","fHashT [query/μs]",
"1.000000","2.564103","2.500000","2.127660","3.448276","1.562500","1.724138","1.449275",
"2.000000","1.470588","3.703704","16.666667","3.846154","20.000000","33.333333","33.333333",
"3.000000","14.285714","1.351351","16.666667","20.000000","20.000000","33.333333","1.282051",
"4.000000","16.666667","4.000000","14.285714","16.666667","14.285714","33.333333","14.285714",
"5.000000","4.545455","1.020408","20.000000","20.000000","20.000000","33.333333","1.538462",
"6.000000","11.111111","25.000000","20.000000","16.666667","20.000000","33.333333","20.000000",
"7.000000","11.111111","25.000000","12.500000","16.666667","20.000000","33.333333","20.000000",
"8.000000","11.111111","25.000000","20.000000","14.285714","25.000000","16.666667","33.333333",
"9.000000","12.500000","2.127660","20.000000","14.285714","25.000000","25.000000","2.375297",
"10.000000","10.000000","25.000000","16.666667","14.285714","14.285714","33.333333","33.333333",
"15.000000","5.813953","26.315789","17.857143","16.129032","15.625000","38.461538","41.666667",
"20.000000","15.625000","0.000000","2.717391","17.241379","19.230769","2.941176","4.347826",
"25.000000","5.000000","9.090909","0.000001","14.705882","17.241379","41.666667","38.461538",
"30.000000","11.904762","22.727273","3.225806","15.625000","14.285714","41.666667","50.000000",
"35.000000","19.230769","2.617801","15.625000","14.705882","15.151515","4.950495","4.385965",
"40.000000","17.857143","27.624309","2.855511","1.043623","1.018123","71.428571","62.500000",
"45.000000","15.625000","31.250000","20.000000","2.439024","2.173913","62.500000","71.428571",
"50.000000","3.623188","27.777778","25.000000","18.518519","17.857143","50.000000","55.555556",
"55.000000","14.705882","21.739130","2.604167","2.604167","2.500000","55.555556","38.461538",
"60.000000","16.129032","33.333333","25.000000","20.000000","14.705882","38.461538","71.428571",
"65.000000","20.833333","1.858736","29.411765","20.833333","20.000000","3.125000","2.873563",
"70.000000","12.500000","35.714286","31.250000","2.272727","2.839296","41.666667","50.000000",
"75.000000","17.857143","41.666667","35.714286","21.739130","16.666667","55.555556","50.000000",
"80.000000","16.666667","41.666667","31.250000","13.157895","16.129032","55.555556","62.500000",
"85.000000","19.230769","50.000000","35.714286","14.285714","17.241379","62.500000","55.555556",
"90.000000","17.241379","50.000000","1.984127","15.151515","20.000000","71.428571","71.428571",
"95.000000","19.230769","55.555556","38.461538","14.705882","17.241379","62.500000","62.500000",
"100.000000","2.450980","35.714286","31.250000","14.705882","17.857143","41.666667","71.428571",
"125.000000","20.325203","36.764706","52.083333","7.645260","8.650519","65.789474","62.500000",
"150.000000","18.925057","6.171316","39.682540","15.723270","19.531250","8.928571","8.038585",
"175.000000","20.661157","45.454545","0.003709","5.340739","5.433601","86.206897","89.285714",
"200.000000","5.980861","43.103448","29.411765","30.120482","33.333333","59.523810","64.102564",
"225.000000","22.321429","36.764706","28.735632","26.315789","36.764706","67.567568","78.125000",
"250.000000","18.656716","26.595745","30.120482","16.778523","29.069767","58.004640","71.428571",
"275.000000","22.914757","3.337338","47.169811","10.548523","15.243902","5.197505","4.309602",
"300.000000","22.522523","43.859649","3.332889","4.294795","11.520737","83.333333","83.333333",
"325.000000","22.123894","55.555556","58.139535","34.246575","4.012841","75.757576","71.428571",
"350.000000","19.531250","42.372881","83.333333","33.333333","47.169811","69.444444","60.975610",
