"[count]","uHashT [query/μs]","cHashT [query/μs]","iHashT_u8h [query/μs]","iHashT_u8f [query/μs]","iHashT_u16 [query/μs]","dHashT [query/μs]","fHashT [query/μs]",
"1.000000","2.564103","1.886792","1.724138","2.222222","2.127660","2.857143","1.587302",
"2.000000","1.282051","33.333333","7.692308","4.000000","20.000000","33.333333","33.333333",
"3.000000","12.500000","1.818182","20.000000","20.000000","5.882353","33.333333","1.612903",
"4.000000","11.111111","25.000000","12.500000","20.000000","14.285714","25.000000","25.000000",
"5.000000","4.347826","1.886792","20.000000","16.666667","16.666667","33.333333","1.162791",
"6.000000","16.666667","14.285714","20.000000","14.285714","16.666667","25.000000","25.000000",
"7.000000","12.500000","25.000000","14.285714","10.000000","20.000000","16.666667","25.000000",
"8.000000","10.000000","16.666667","20.000000","12.500000","16.666667","20.000000","25.000000",
"9.000000","14.285714","1.408451","16.666667","20.000000","20.000000","14.285714","2.040816",
"10.000000","12.500000","20.000000","25.000000","20.000000","16.666667","25.000000","25.000000",
"15.000000","6.024096","18.518519","18.518519","13.888889","20.000000","31.250000","38.461538",
"20.000000","13.888889","0.000000","1.811594","12.820513","16.666667","2.032520","4.761905",
"25.000000","5.263158","16.666667","0.000001","10.638298","16.129032","23.809524","45.454545",
"30.000000","12.820513","10.000000","3.872967","11.904762","16.666667","25.000000","55.555556",
"35.000000","20.000000","2.956830","25.000000","10.000000","15.151515","3.223727","3.937008",
"40.000000","17.241379","31.250000","3.623188","0.829187","1.093853","41.666667","55.555556",
"45.000000","16.666667","31.250000","22.727273","1.975504","2.659574","29.411765","41.666667",
"50.000000","3.813883","23.809524","35.714286","12.500000","18.518519","35.714286","61.728395",
"55.000000","11.627907","14.285714","3.012048","2.057613","2.747253","41.666667","62.500000",
"60.000000","16.666667","31.250000","41.666667","16.666667","14.285714","23.809524","55.555556",
"65.000000","17.241379","2.000000","41.666667","16.129032","16.666667","2.272727","2.732240",
"70.000000","16.129032","22.727273","25.000000","2.109705","2.631579","35.714286","83.333333",
